Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.04,1.52,3.42
1,180,-45.59,-10.82,-6.86,0.41,1.44,7.14
2,177,-42.27,-9.19,-6.18,0.31,1.14,10.06
3,185,-45.64,-9.91,-5.92,0.50,1.41,13.87
4,185,-37.40,-8.50,-6.28,0.62,1.26,17.63
5,189,-38.05,-8.36,-5.87,0.34,1.24,20.85
6,189,-36.74,-8.08,-2.76,0.32,1.25,24.19
7,186,-45.85,-8.18,-4.44,0.42,1.31,27.55
8,190,-33.98,-7.76,-3.80,0.75,1.36,31.45
9,190,-36.11,-7.77,-4.44,0.42,1.24,34.90
10,191,-40.62,-7.25,2.04,0.26,1.03,38.08
11,190,-35.70,-7.96,-3.30,0.49,1.51,42.10
12,189,-31.73,-7.04,-1.69,0.41,1.20,45.50
13,188,-42.71,-7.34,-1.69,0.40,1.23,48.82
14,191,-39.04,-8.25,-1.69,0.34,1.55,52.26
15,196,-12.81,-7.00,-1.69,0.38,1.27,55.95
16,194,-37.41,-7.49,-1.69,0.42,1.13,58.99
17,194,-34.16,-6.56,1.90,0.33,1.42,62.52
18,191,-32.61,-7.28,-0.36,0.53,1.44,66.47
19,191,-27.30,-6.79,0.84,0.35,1.21,69.84
20,197,-37.75,-7.47,0.46,0.48,1.30,73.41
21,197,-26.74,-6.87,-0.36,0.40,1.16,76.81
22,190,-36.62,-6.72,0.46,0.50,1.08,80.34
23,192,-30.15,-6.75,0.46,0.39,1.13,83.59
24,193,-25.99,-6.92,0.46,0.26,1.17,86.59
25,193,-37.03,-7.07,0.46,0.32,1.09,89.90
26,192,-28.03,-6.43,0.46,0.57,1.18,93.60
27,190,-34.77,-6.67,0.46,0.39,1.10,96.95
28,192,-22.51,-6.71,-0.36,0.45,1.21,100.35
29,196,-36.77,-6.74,0.46,0.66,1.40,104.16
30,192,-14.09,-5.96,0.46,0.56,1.26,107.81
31,197,-9.90,-6.08,0.46,0.58,1.76,112.35
32,197,-23.22,-6.12,0.46,0.41,1.48,116.10
33,196,-38.14,-6.36,0.46,0.38,1.77,120.81
34,195,-37.58,-6.64,0.46,0.68,1.79,125.48
35,195,-22.12,-6.27,0.46,0.59,1.38,129.60
36,196,-32.81,-6.44,0.46,0.42,1.52,133.82
37,193,-33.04,-6.66,0.46,0.41,1.39,137.88
38,196,-28.13,-6.14,0.46,0.73,1.38,142.00
39,195,-30.48,-6.57,0.46,0.25,1.35,145.84
40,195,-29.15,-6.13,1.24,0.69,1.27,149.87
41,201,-37.68,-6.34,-0.07,0.34,1.40,153.97
42,195,-37.93,-5.93,1.93,0.62,1.25,158.16
43,192,-33.41,-6.18,1.93,0.39,1.26,161.91
44,195,-40.86,-6.68,1.93,0.54,1.15,165.55
45,204,-19.51,-5.36,1.93,0.46,1.15,169.09
46,203,-43.65,-6.34,1.93,0.30,1.40,173.00
47,205,-33.09,-5.67,1.93,0.39,1.17,176.79
48,205,-12.78,-5.73,1.93,0.40,1.31,180.59
49,203,-34.74,-5.30,0.70,0.37,1.17,184.11
50,204,-31.39,-5.88,0.87,0.51,1.31,188.16
51,202,-36.96,-6.84,0.55,0.29,1.43,191.91
52,203,-40.93,-5.46,0.82,0.64,1.19,195.84
53,201,-38.55,-6.48,0.82,0.35,1.40,199.79
54,205,-29.08,-5.84,0.82,0.35,1.30,203.76
55,211,-31.56,-5.88,1.61,0.60,1.22,207.75
56,216,-13.77,-5.15,1.71,0.48,1.21,211.50
57,212,-27.01,-5.71,1.71,0.29,1.16,214.78
58,214,-23.01,-5.81,1.71,0.73,1.26,218.89
59,212,-33.90,-6.04,1.71,0.34,1.15,222.32
60,224,-43.29,-6.07,1.71,0.28,1.17,225.51
61,222,-29.87,-5.29,1.71,0.33,1.22,228.81
62,223,-37.74,-6.37,1.71,0.44,1.26,232.56
63,220,-38.41,-5.19,1.71,0.41,1.16,235.78
64,220,-23.10,-5.44,2.99,0.31,1.35,239.28
65,236,-39.48,-5.51,2.08,0.48,1.24,242.81
66,236,-24.20,-5.47,1.71,0.41,1.21,246.62
67,235,-30.78,-3.92,5.67,0.47,1.16,249.94
68,234,-37.70,-4.77,2.69,0.36,1.57,253.69
69,233,-27.81,-4.67,1.88,0.36,1.34,257.46
70,239,-37.44,-5.32,2.48,0.45,1.27,261.06
71,241,-27.43,-4.89,1.71,0.48,1.41,264.84
72,243,-22.01,-4.64,1.71,0.64,1.52,268.88
73,243,-39.62,-4.46,1.88,0.50,1.25,272.09
74,245,-24.47,-4.39,2.75,0.38,1.32,275.98
75,248,-38.14,-5.13,1.88,0.32,1.26,279.63
76,244,-35.30,-3.85,3.03,0.29,1.11,282.62
77,246,-37.41,-4.57,2.29,0.52,1.42,286.73
78,247,-29.98,-4.93,2.29,0.44,1.22,290.64
79,247,-28.52,-4.41,2.29,0.49,1.33,294.34
