Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.02,1.84,1.86
1,180,-45.59,-10.82,-6.86,0.41,1.43,5.28
2,177,-42.27,-9.19,-6.18,0.31,1.15,8.60
3,185,-45.64,-9.91,-5.92,0.49,1.39,11.97
4,185,-37.40,-8.50,-6.28,0.68,1.15,15.74
5,189,-38.05,-8.36,-5.87,0.37,1.23,19.26
6,188,-28.24,-7.70,-2.94,0.39,1.35,22.61
7,186,-36.59,-8.07,-2.95,0.26,1.33,25.81
8,191,-22.54,-7.42,-5.13,0.38,1.38,29.33
9,192,-26.65,-7.82,-5.13,0.48,1.30,33.24
10,193,-38.37,-7.17,2.81,0.66,1.19,36.78
11,193,-17.70,-7.48,-2.06,0.47,1.52,40.09
12,192,-27.65,-7.17,-2.06,0.46,1.31,43.89
13,192,-22.73,-7.51,-2.06,0.37,1.29,47.18
14,195,-38.87,-8.15,-2.06,0.34,1.19,50.37
15,198,-34.12,-7.60,-2.06,0.57,1.43,54.30
16,198,-21.81,-6.63,-2.06,0.26,1.20,57.43
17,199,-37.89,-7.14,-2.06,0.34,1.43,60.77
18,200,-44.90,-8.20,-2.06,0.37,1.59,64.50
19,198,-28.11,-6.73,-2.06,0.48,1.29,68.28
20,200,-32.57,-6.99,0.09,0.37,1.38,71.62
21,201,-22.98,-6.50,-1.60,0.45,1.36,75.24
22,198,-30.97,-6.85,-1.60,0.59,1.31,78.76
23,199,-43.74,-7.10,-1.60,0.47,1.22,82.07
24,200,-21.58,-6.97,-1.60,0.29,1.25,85.16
25,203,-30.74,-7.00,0.05,0.60,1.29,88.49
26,202,-32.13,-6.57,-1.60,0.58,1.32,91.84
27,200,-30.69,-6.52,-0.91,0.53,1.31,95.47
28,201,-30.23,-6.90,-0.91,0.41,1.29,98.69
29,199,-19.54,-6.38,-0.91,0.45,1.27,102.10
30,197,-42.40,-6.37,-0.91,0.36,1.46,105.99
31,204,-17.09,-6.42,-0.91,0.41,1.75,110.01
32,199,-23.41,-6.43,-2.06,0.39,1.44,114.22
33,197,-39.22,-6.33,-0.91,0.75,1.76,118.65
34,199,-23.43,-6.12,-0.91,0.33,1.84,123.02
35,200,-30.96,-6.51,-0.91,0.41,1.71,127.63
36,199,-21.92,-6.16,-0.91,0.30,1.94,131.87
37,201,-25.15,-6.40,-0.91,0.44,1.79,136.08
38,201,-20.49,-5.87,-0.91,0.33,1.65,139.89
39,199,-26.23,-6.07,-0.91,0.37,1.84,144.24
40,198,-29.78,-5.77,1.24,0.52,1.52,147.91
41,198,-20.19,-5.95,-0.07,0.42,1.89,152.22
42,204,-34.34,-5.87,0.85,0.53,1.76,156.29
43,199,-37.21,-6.16,-0.07,0.44,1.62,160.26
44,203,-35.95,-6.48,0.32,0.38,1.54,163.86
45,200,-39.27,-5.67,-0.09,0.32,1.55,167.47
46,200,-36.78,-6.46,-0.07,0.52,1.64,171.29
47,201,-9.73,-5.47,-0.07,0.40,1.79,175.23
48,201,-14.21,-5.63,-0.07,0.31,1.76,178.88
49,200,-10.56,-5.34,-0.09,0.35,1.61,182.57
50,202,-20.07,-5.51,1.71,0.39,1.82,186.34
51,202,-26.74,-5.92,1.01,0.30,1.69,190.20
52,204,-21.40,-5.43,1.01,0.34,1.71,194.00
53,202,-17.51,-5.40,1.01,0.56,1.59,198.03
54,200,-29.08,-5.44,1.01,0.58,1.70,202.11
55,200,-34.60,-5.81,1.66,0.33,1.81,205.92
56,202,-40.13,-5.20,1.01,0.39,1.63,209.81
57,197,-23.93,-5.34,1.01,0.30,1.48,213.32
58,201,-37.12,-5.80,0.91,0.44,1.66,216.90
59,199,-36.33,-5.37,1.01,0.39,1.50,220.83
60,198,-9.03,-5.23,1.80,0.26,1.44,224.06
61,200,-35.15,-5.46,1.01,0.33,1.38,227.25
62,198,-32.26,-5.38,3.02,0.43,1.60,230.86
63,196,-42.54,-4.61,4.68,0.28,1.32,234.20
64,194,-30.43,-5.35,3.50,0.34,1.45,237.61
65,202,-21.05,-4.51,3.50,0.42,1.35,241.09
66,211,-31.37,-6.13,3.50,0.57,1.57,245.00
67,205,-42.48,-4.26,6.80,0.39,1.27,248.31
68,202,-36.77,-3.68,5.49,0.46,1.32,251.76
69,203,-16.78,-2.83,5.49,0.70,1.33,255.75
70,208,-37.27,-3.46,5.49,0.51,1.33,259.34
71,205,-32.46,-3.38,5.49,0.50,1.35,262.94
72,207,-35.94,-3.29,4.61,0.54,1.29,266.71
73,203,-18.34,-2.24,5.49,0.26,1.16,270.34
74,209,-44.50,-3.34,5.49,0.80,1.33,274.27
75,211,-38.32,-3.10,4.61,0.56,1.49,278.05
76,206,-22.09,-1.59,6.91,0.42,1.13,281.21
77,209,-24.98,-1.96,6.90,0.60,1.53,284.78
78,206,-14.82,-1.94,6.90,0.63,1.59,288.97
79,206,-16.46,-1.92,6.88,0.57,1.28,292.51
