Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
46,1114,0.01,0.25,0.47,0.02,0.32,0.48,0.69,1.00,0.17,82.07
47,1113,0.01,0.26,0.48,0.02,0.33,0.46,1.09,1.36,0.27,84.78
48,1121,0.01,0.26,0.48,0.03,0.34,0.46,0.77,0.48,0.25,86.28
49,1113,0.02,0.27,0.47,0.02,0.34,0.47,0.61,1.04,0.23,88.17
50,1117,0.01,0.26,0.47,0.07,0.32,0.43,1.10,1.29,0.30,90.86
51,1107,0.01,0.28,0.47,0.07,0.33,0.46,0.70,0.72,0.14,92.42
52,1110,0.01,0.28,0.48,0.02,0.35,0.49,0.98,0.69,0.29,94.38
53,1093,0.02,0.29,0.49,0.02,0.34,0.46,1.22,1.32,0.14,97.06
54,1105,0.01,0.26,0.47,0.02,0.38,0.50,0.83,0.54,0.25,98.70
55,1109,0.01,0.28,0.47,0.01,0.37,0.48,0.82,1.26,0.30,101.07
56,1105,0.01,0.29,0.49,0.02,0.35,0.46,1.10,0.74,0.20,103.11
57,1109,0.02,0.29,0.52,0.02,0.36,0.46,0.66,1.17,0.23,105.18
58,1116,0.01,0.28,0.50,0.01,0.37,0.47,1.11,1.37,0.31,107.96
59,1108,0.01,0.29,0.49,0.02,0.37,0.48,0.74,0.78,0.22,109.70
60,1106,0.02,0.31,0.52,0.08,0.35,0.46,0.80,1.28,0.27,112.05
61,1109,0.01,0.28,0.49,0.08,0.40,0.52,1.03,0.91,0.15,114.14
62,1112,0.01,0.30,0.51,0.10,0.37,0.48,0.61,0.86,0.29,115.91
63,1116,0.02,0.30,0.50,0.09,0.35,0.47,1.07,1.12,0.28,118.38
64,1118,0.01,0.29,0.49,0.07,0.38,0.51,0.98,0.64,0.23,120.24
65,1117,0.01,0.28,0.49,0.10,0.37,0.50,0.65,1.24,0.15,122.27
66,1121,0.01,0.30,0.48,0.09,0.37,0.49,1.08,1.24,0.30,124.89
67,1117,0.01,0.30,0.50,0.08,0.38,0.51,0.80,0.57,0.23,126.49
68,1117,0.01,0.29,0.49,0.02,0.37,0.49,0.62,0.87,0.30,128.28
69,1120,0.01,0.30,0.49,0.10,0.38,0.50,0.97,1.29,0.31,130.85
70,1110,0.01,0.28,0.48,0.10,0.39,0.51,1.12,0.62,0.24,132.83
71,1129,0.02,0.32,0.53,0.09,0.37,0.48,0.61,0.87,0.28,134.59
72,1120,0.01,0.30,0.52,0.09,0.38,0.49,1.14,1.56,0.31,137.60
73,1123,0.01,0.31,0.51,0.07,0.35,0.44,0.89,0.60,0.25,139.34
74,1116,0.01,0.31,0.51,0.09,0.40,0.52,0.99,0.89,0.31,141.53
75,1123,0.01,0.32,0.52,0.06,0.40,0.52,1.23,1.20,0.16,144.11
76,1127,0.02,0.30,0.52,0.10,0.39,0.49,0.81,0.58,0.33,145.83
77,1122,0.01,0.29,0.51,0.11,0.41,0.51,0.77,1.59,0.32,148.51
78,1132,0.02,0.30,0.51,0.11,0.39,0.50,1.12,0.64,0.26,150.53
79,1123,0.02,0.31,0.51,0.13,0.42,0.51,0.69,1.03,0.19,152.43
80,1122,0.01,0.32,0.51,0.12,0.40,0.51,1.09,1.40,0.31,155.23
81,1123,0.01,0.31,0.51,0.12,0.41,0.51,0.70,0.85,0.17,156.96
82,1125,0.01,0.31,0.51,0.12,0.39,0.51,0.92,1.27,0.34,159.50
83,1121,0.02,0.33,0.55,0.11,0.40,0.51,1.06,0.92,0.16,161.64
84,1126,0.01,0.30,0.51,0.11,0.39,0.49,0.74,0.63,0.31,163.32
85,1116,0.01,0.32,0.53,0.02,0.38,0.49,1.09,1.40,0.32,166.13
86,1120,0.01,0.30,0.51,0.02,0.40,0.52,0.76,0.87,0.23,167.99
87,1126,0.01,0.34,0.54,0.02,0.36,0.48,0.88,0.78,0.34,169.99
88,1119,0.02,0.32,0.53,0.01,0.35,0.45,1.00,1.26,0.15,172.41
89,1123,0.01,0.33,0.54,0.02,0.38,0.49,0.71,1.00,0.31,174.43
90,1141,0.02,0.30,0.52,0.02,0.39,0.51,1.22,1.55,0.35,177.56
91,1130,0.01,0.32,0.52,0.02,0.41,0.52,0.65,0.85,0.16,179.22
92,1133,0.01,0.33,0.52,0.12,0.39,0.49,1.09,1.04,0.39,181.76
93,1138,0.01,0.30,0.52,0.13,0.40,0.48,1.25,0.95,0.24,184.20
94,1130,0.01,0.33,0.52,0.08,0.39,0.49,0.91,1.26,0.28,186.66
95,1138,0.01,0.31,0.52,0.11,0.41,0.51,1.14,1.56,0.16,189.53
96,1133,0.01,0.35,0.54,0.01,0.40,0.52,0.81,0.70,0.30,191.34
97,1128,0.01,0.31,0.52,0.02,0.40,0.52,0.83,1.40,0.33,193.90
98,1128,0.01,0.32,0.53,0.02,0.39,0.50,1.19,0.68,0.25,196.02
99,1132,0.01,0.32,0.52,0.02,0.38,0.49,0.76,1.28,0.28,198.34
100,1137,0.01,0.33,0.53,0.02,0.40,0.50,1.01,1.60,0.20,201.15
101,1139,0.01,0.30,0.52,0.02,0.40,0.52,0.87,0.66,0.35,203.03
102,1138,0.01,0.30,0.52,0.01,0.36,0.46,1.28,1.59,0.50,206.39
103,1135,0.01,0.32,0.52,0.11,0.38,0.49,0.86,0.84,0.18,208.27
104,1144,0.01,0.31,0.52,0.13,0.40,0.52,1.01,0.98,0.35,210.62
105,1139,0.01,0.30,0.53,0.09,0.40,0.51,1.43,1.12,0.17,213.34
106,1138,0.01,0.30,0.53,0.11,0.40,0.50,0.70,0.72,0.34,215.09
107,1143,0.01,0.30,0.53,0.14,0.39,0.50,0.98,1.49,0.33,217.88
108,1147,0.01,0.31,0.52,0.14,0.41,0.53,1.01,0.69,0.24,219.83
109,1143,0.01,0.33,0.52,0.14,0.41,0.52,0.75,1.17,0.28,222.03
110,1134,0.01,0.31,0.52,0.02,0.41,0.54,1.18,1.47,0.32,225.01
111,1136,0.01,0.30,0.52,0.02,0.38,0.49,0.69,0.92,0.17,226.80
112,1139,0.02,0.33,0.55,0.02,0.42,0.53,1.23,0.77,0.34,229.13
113,1131,0.01,0.34,0.53,0.13,0.38,0.48,1.25,1.30,0.28,231.96
114,1141,0.01,0.32,0.53,0.14,0.42,0.51,0.74,0.75,0.29,233.74
115,1152,0.01,0.31,0.52,0.17,0.41,0.51,0.87,1.26,0.37,236.24
116,1144,0.02,0.33,0.52,0.11,0.39,0.50,1.16,0.93,0.30,238.64
117,1146,0.01,0.30,0.52,0.11,0.40,0.51,0.77,1.13,0.42,240.96
118,1141,0.01,0.33,0.55,0.10,0.38,0.48,1.27,1.25,0.16,243.64
119,1135,0.01,0.32,0.52,0.08,0.38,0.49,0.68,0.72,0.32,245.36
120,1135,0.01,0.30,0.52,0.10,0.40,0.52,0.77,1.88,0.30,248.30
121,1139,0.01,0.30,0.52,0.15,0.42,0.54,1.15,0.71,0.27,250.43
122,1130,0.01,0.32,0.52,0.15,0.40,0.52,0.70,1.38,0.26,252.77
123,1129,0.01,0.31,0.52,0.02,0.37,0.49,1.25,1.29,0.32,255.63
124,1136,0.02,0.33,0.52,0.01,0.38,0.48,0.69,0.91,0.17,257.40
125,1121,0.01,0.34,0.54,0.11,0.38,0.48,1.12,0.95,0.32,259.78
126,1130,0.01,0.32,0.52,0.12,0.40,0.52,1.26,1.32,0.17,262.53
127,1133,0.01,0.33,0.52,0.13,0.40,0.52,0.68,0.84,0.40,264.45
128,1125,0.02,0.30,0.52,0.12,0.40,0.52,0.88,1.26,0.31,266.90
129,1132,0.01,0.33,0.54,0.12,0.40,0.51,1.19,0.88,0.25,269.22
130,1136,0.01,0.32,0.53,0.10,0.38,0.51,0.71,1.26,0.27,271.47
131,1129,0.01,0.30,0.52,0.11,0.37,0.49,1.18,1.60,0.23,274.47
132,1139,0.01,0.31,0.52,0.12,0.36,0.47,0.88,0.64,0.33,276.32
133,1147,0.01,0.34,0.55,0.08,0.38,0.50,1.07,1.52,0.33,279.26
134,1143,0.01,0.33,0.54,0.10,0.41,0.53,0.90,0.83,0.21,281.20
135,1136,0.01,0.32,0.53,0.09,0.38,0.48,0.90,1.45,0.36,283.90
136,1134,0.01,0.32,0.53,0.11,0.42,0.54,1.29,1.07,0.24,286.50
137,1133,0.02,0.32,0.53,0.11,0.41,0.52,0.71,1.03,0.35,288.59
138,1136,0.01,0.32,0.53,0.09,0.40,0.50,1.13,1.50,0.38,291.61
139,1125,0.01,0.34,0.55,0.14,0.35,0.45,0.94,0.77,0.21,293.52
140,1130,0.01,0.32,0.53,0.14,0.40,0.51,0.90,0.73,0.34,295.49
141,1132,0.01,0.35,0.56,0.12,0.42,0.52,1.17,1.64,0.33,298.63
142,1138,0.01,0.36,0.56,0.13,0.38,0.48,0.75,0.77,0.25,300.40
143,1146,0.01,0.33,0.54,0.14,0.41,0.52,0.72,1.27,0.31,302.70
144,1147,0.01,0.35,0.54,0.14,0.41,0.51,1.11,1.75,0.37,305.96
145,1139,0.01,0.32,0.53,0.11,0.40,0.53,0.75,0.85,0.30,307.85
146,1136,0.01,0.33,0.53,0.14,0.40,0.52,0.90,1.30,0.36,310.41
147,1136,0.01,0.33,0.53,0.13,0.41,0.52,1.33,1.03,0.20,312.97
148,1143,0.01,0.32,0.53,0.13,0.41,0.52,0.70,1.14,0.25,315.07
149,1143,0.01,0.32,0.53,0.14,0.41,0.50,1.16,1.70,0.37,318.31
150,1142,0.02,0.34,0.53,0.16,0.42,0.54,0.85,0.99,0.22,320.37
151,1150,0.02,0.33,0.54,0.15,0.40,0.51,0.85,0.93,0.38,322.53
152,1145,0.02,0.33,0.53,0.14,0.39,0.48,1.22,1.47,0.20,325.43
153,1142,0.01,0.33,0.53,0.02,0.39,0.51,0.74,1.40,0.32,327.89
154,1139,0.01,0.33,0.53,0.03,0.40,0.54,1.20,1.68,0.31,331.07
155,1139,0.01,0.33,0.53,0.02,0.38,0.48,0.76,0.88,0.26,332.97
156,1140,0.02,0.34,0.53,0.03,0.40,0.51,0.96,1.24,0.33,335.51
157,1130,0.01,0.31,0.53,0.16,0.42,0.54,1.03,1.21,0.19,337.94
158,1136,0.01,0.33,0.54,0.09,0.39,0.51,0.70,0.92,0.34,339.90
159,1137,0.01,0.32,0.53,0.15,0.39,0.52,1.15,1.52,0.33,342.90
160,1135,0.01,0.35,0.56,0.13,0.41,0.53,0.76,0.85,0.18,344.70
161,1132,0.02,0.34,0.54,0.15,0.41,0.53,0.90,1.12,0.36,347.08
162,1145,0.01,0.33,0.53,0.13,0.38,0.47,1.28,1.45,0.29,350.10
163,1150,0.01,0.30,0.53,0.11,0.42,0.52,0.79,0.99,0.52,352.40
164,1143,0.01,0.33,0.53,0.13,0.41,0.53,0.81,1.83,0.37,355.41
165,1142,0.01,0.33,0.53,0.12,0.40,0.50,1.02,0.67,0.25,357.36
166,1141,0.01,0.33,0.53,0.13,0.40,0.51,0.86,1.48,0.38,360.09
167,1137,0.02,0.34,0.53,0.13,0.39,0.50,1.13,1.56,0.30,363.08
168,1146,0.02,0.35,0.55,0.14,0.44,0.56,0.69,0.93,0.28,364.97
169,1149,0.01,0.33,0.53,0.13,0.40,0.51,0.84,1.22,0.38,367.41
170,1139,0.01,0.34,0.53,0.03,0.41,0.54,1.07,1.37,0.19,370.04
171,1133,0.01,0.33,0.53,0.02,0.43,0.56,0.71,1.08,0.33,372.17
172,1144,0.02,0.34,0.53,0.02,0.41,0.51,1.03,1.83,0.37,375.40
173,1142,0.02,0.35,0.53,0.05,0.40,0.51,0.73,1.00,0.18,377.31
174,1141,0.00,0.36,0.54,0.14,0.41,0.51,1.16,1.15,0.37,379.99
175,1143,0.01,0.37,0.54,0.13,0.41,0.51,1.22,1.70,0.18,383.08
176,1146,0.01,0.38,0.57,0.12,0.40,0.51,0.72,1.06,0.38,385.25
177,1150,0.01,0.35,0.54,0.12,0.40,0.52,1.26,1.81,0.37,388.69
178,1137,0.01,0.32,0.53,0.12,0.40,0.51,0.72,0.95,0.38,390.73
179,1145,0.01,0.37,0.55,0.02,0.40,0.51,1.07,2.16,0.37,394.33
180,1149,0.01,0.33,0.53,0.14,0.40,0.52,0.89,1.05,0.19,396.46
181,1145,0.01,0.34,0.53,0.12,0.41,0.53,1.22,1.09,0.38,399.16
182,1147,0.01,0.35,0.53,0.13,0.39,0.50,1.42,1.38,0.21,402.16
183,1153,0.01,0.35,0.53,0.13,0.43,0.54,0.71,1.34,0.22,404.44
184,1155,0.01,0.34,0.53,0.14,0.40,0.51,1.20,1.71,0.39,407.74
185,1138,0.01,0.33,0.53,0.02,0.38,0.49,0.67,1.10,0.18,409.70
186,1146,0.02,0.36,0.53,0.02,0.41,0.53,0.99,1.86,0.39,412.93
187,1147,0.02,0.36,0.54,0.02,0.41,0.53,1.15,0.88,0.37,415.33
188,1148,0.02,0.34,0.53,0.02,0.39,0.52,0.72,1.40,0.39,417.85
189,1147,0.01,0.32,0.53,0.10,0.41,0.53,1.40,1.58,0.25,421.08
190,1154,0.01,0.34,0.53,0.09,0.39,0.51,0.92,1.00,0.34,423.35
191,1150,0.01,0.33,0.53,0.11,0.40,0.52,1.05,1.79,0.35,426.54
192,1143,0.01,0.33,0.53,0.09,0.38,0.51,0.75,1.15,0.32,428.75
193,1145,0.01,0.32,0.53,0.11,0.43,0.55,1.09,1.52,0.38,431.74
194,1144,0.01,0.36,0.53,0.11,0.42,0.53,1.04,1.07,0.35,434.20
195,1149,0.02,0.33,0.53,0.13,0.40,0.51,0.74,1.39,0.41,436.75
196,1144,0.01,0.34,0.53,0.15,0.41,0.54,1.48,1.66,0.19,440.09
197,1151,0.00,0.32,0.53,0.12,0.40,0.53,0.68,1.16,0.24,442.16
198,1143,0.01,0.35,0.56,0.14,0.40,0.51,1.16,1.91,0.32,445.55
199,1139,0.02,0.33,0.53,0.14,0.41,0.52,0.65,1.14,0.18,447.52
200,1153,0.01,0.31,0.53,0.09,0.41,0.53,0.87,1.54,0.42,450.35
201,1144,0.01,0.32,0.53,0.13,0.40,0.52,1.19,1.07,0.37,452.98
202,1147,0.01,0.33,0.53,0.11,0.42,0.55,0.80,1.56,0.38,455.71
203,1143,0.01,0.33,0.53,0.12,0.41,0.51,1.43,1.50,0.20,458.85
204,1148,0.01,0.35,0.53,0.12,0.40,0.51,0.73,1.42,0.36,461.37
205,1146,0.01,0.34,0.53,0.14,0.41,0.53,1.12,1.85,0.37,464.71
206,1147,0.01,0.33,0.55,0.12,0.43,0.56,0.62,0.97,0.42,466.73
207,1142,0.01,0.33,0.53,0.14,0.43,0.55,0.82,1.42,0.36,469.33
208,1140,0.01,0.34,0.54,0.15,0.41,0.54,1.10,1.36,0.19,471.98
209,1138,0.01,0.31,0.52,0.13,0.43,0.55,0.68,1.05,0.28,473.99
210,1149,0.01,0.35,0.54,0.12,0.42,0.54,0.97,1.74,0.46,477.16
211,1147,0.01,0.32,0.53,0.14,0.37,0.47,0.83,0.94,0.19,479.12
212,1142,0.01,0.32,0.53,0.13,0.43,0.55,1.04,1.09,0.39,481.64
213,1150,0.00,0.32,0.53,0.16,0.42,0.54,1.26,1.72,0.24,484.87
214,1144,0.01,0.33,0.53,0.14,0.39,0.51,0.71,1.23,0.41,487.22
215,1147,0.01,0.31,0.53,0.14,0.42,0.54,1.25,1.66,0.30,490.43
216,1145,0.01,0.34,0.56,0.09,0.40,0.52,1.02,0.87,0.41,492.72
217,1151,0.01,0.34,0.55,0.11,0.43,0.55,1.15,2.61,0.19,496.69
218,1147,0.01,0.34,0.58,0.14,0.39,0.51,0.88,1.03,0.37,498.97
219,1142,0.01,0.32,0.55,0.13,0.42,0.53,1.11,2.19,0.42,502.69
220,1146,0.01,0.33,0.55,0.14,0.42,0.54,0.76,1.12,0.42,504.99
221,1147,0.01,0.33,0.55,0.14,0.42,0.53,1.20,1.92,0.41,508.52
222,1149,0.01,0.33,0.54,0.14,0.41,0.52,0.81,1.21,0.21,510.76
223,1144,0.01,0.38,0.59,0.02,0.42,0.55,0.97,1.26,0.42,513.41
224,1142,0.01,0.33,0.56,0.02,0.43,0.57,1.17,1.72,0.26,516.57
225,1147,0.01,0.32,0.56,0.02,0.42,0.53,0.67,1.30,0.28,518.82
226,1141,0.01,0.31,0.54,0.02,0.41,0.54,1.12,1.95,0.36,522.25
227,1142,0.01,0.32,0.55,0.03,0.42,0.55,0.74,1.19,0.36,524.54
228,1147,0.01,0.32,0.54,0.15,0.41,0.53,1.07,1.91,0.43,527.95
229,1137,0.01,0.31,0.54,0.12,0.45,0.55,0.98,0.82,0.29,530.04
230,1141,0.01,0.35,0.57,0.12,0.41,0.50,0.88,1.41,0.35,532.68
231,1144,0.01,0.35,0.55,0.15,0.43,0.54,1.24,1.87,0.21,536.00
232,1152,0.02,0.36,0.58,0.13,0.43,0.55,0.91,1.20,0.43,538.55
233,1145,0.02,0.34,0.55,0.10,0.45,0.57,1.06,2.41,0.42,542.45
234,1149,0.02,0.33,0.54,0.11,0.44,0.56,0.78,1.16,0.44,544.83
235,1142,0.01,0.37,0.55,0.14,0.41,0.54,1.30,1.76,0.38,548.27
236,1151,0.01,0.32,0.53,0.14,0.42,0.54,0.84,0.99,0.23,550.33
237,1144,0.02,0.32,0.52,0.13,0.40,0.50,1.02,1.29,0.40,553.04
238,1142,0.01,0.35,0.55,0.11,0.42,0.54,1.07,1.78,0.21,556.11
239,1151,0.02,0.37,0.56,0.11,0.42,0.52,0.80,1.08,0.44,558.43
240,1151,0.01,0.33,0.54,0.15,0.43,0.56,1.10,1.94,0.44,561.92
241,1158,0.01,0.32,0.54,0.15,0.40,0.51,0.88,1.20,0.21,564.21
242,1146,0.01,0.34,0.53,0.14,0.43,0.58,0.92,1.90,0.40,567.43
243,1154,0.01,0.37,0.59,0.02,0.41,0.54,1.35,1.33,0.26,570.36
244,1145,0.02,0.34,0.57,0.02,0.40,0.52,0.65,1.41,0.26,572.68
245,1158,0.01,0.33,0.57,0.02,0.42,0.53,0.99,1.67,0.46,575.80
246,1148,0.01,0.36,0.56,0.02,0.41,0.52,0.83,1.23,0.21,578.07
247,1153,0.01,0.35,0.55,0.02,0.42,0.54,1.00,1.50,0.41,580.98
248,1155,0.02,0.34,0.55,0.02,0.42,0.55,1.01,1.62,0.21,583.82
249,1160,0.01,0.34,0.55,0.04,0.41,0.52,0.74,0.98,0.26,585.79
250,1161,0.01,0.36,0.55,0.03,0.42,0.54,0.99,1.21,0.22,588.22
251,1154,0.01,0.36,0.58,0.02,0.40,0.52,0.98,1.32,0.20,590.72
252,1151,0.01,0.34,0.55,0.02,0.37,0.47,1.14,1.25,0.26,593.37
253,1161,0.01,0.35,0.56,0.13,0.42,0.55,0.91,1.35,0.21,595.84
254,1156,0.02,0.34,0.55,0.16,0.43,0.53,0.98,1.33,0.20,598.35
255,1153,0.01,0.33,0.55,0.10,0.45,0.57,1.16,1.24,0.27,601.01
256,1161,0.01,0.35,0.55,0.15,0.42,0.51,0.88,1.38,0.21,603.49
257,1161,0.01,0.35,0.55,0.14,0.42,0.53,0.73,1.62,0.26,606.09
258,1154,0.01,0.37,0.56,0.17,0.42,0.53,0.63,1.49,0.45,608.66
259,1156,0.01,0.33,0.55,0.16,0.43,0.55,0.74,1.38,0.49,611.27
260,1154,0.01,0.33,0.54,0.03,0.42,0.55,0.77,1.36,0.47,613.88
261,1159,0.01,0.35,0.55,0.14,0.44,0.55,0.76,1.43,0.38,616.44
262,1158,0.01,0.36,0.56,0.14,0.43,0.56,0.64,1.50,0.45,619.04
263,1149,0.02,0.34,0.55,0.14,0.42,0.56,0.66,1.57,0.42,621.69
264,1153,0.01,0.33,0.55,0.15,0.43,0.55,0.68,1.24,0.22,623.84
265,1148,0.01,0.35,0.56,0.02,0.41,0.53,1.02,0.94,0.26,626.06
266,1157,0.02,0.36,0.55,0.04,0.40,0.51,0.90,1.34,0.25,628.56
267,1149,0.01,0.36,0.56,0.02,0.42,0.55,0.65,1.97,0.28,631.46
268,1152,0.01,0.35,0.55,0.03,0.41,0.54,0.72,1.84,0.25,634.27
269,1154,0.00,0.35,0.55,0.07,0.42,0.55,0.69,1.95,0.23,637.15
270,1157,0.01,0.37,0.56,0.14,0.45,0.57,0.68,1.62,0.49,639.94
271,1159,0.01,0.37,0.55,0.02,0.40,0.50,0.66,1.55,0.48,642.62
272,1162,0.01,0.34,0.55,0.03,0.41,0.51,0.85,1.33,0.40,645.21
273,1154,0.01,0.38,0.56,0.02,0.43,0.55,0.76,1.13,0.42,647.51
274,1156,0.01,0.35,0.56,0.03,0.43,0.55,0.99,1.10,0.22,649.83
275,1147,0.01,0.37,0.56,0.01,0.44,0.54,0.94,1.89,0.23,652.89
276,1156,0.01,0.37,0.56,0.03,0.43,0.54,0.79,1.43,0.46,655.57
277,1157,0.01,0.35,0.56,0.02,0.42,0.53,0.96,1.13,0.33,657.99
278,1162,0.01,0.34,0.56,0.13,0.44,0.56,1.17,1.17,0.30,660.64
279,1155,0.00,0.36,0.56,0.14,0.43,0.56,0.92,1.34,0.40,663.30
280,1148,0.01,0.37,0.57,0.15,0.44,0.55,0.82,1.32,0.30,665.74
281,1154,0.02,0.34,0.56,0.13,0.44,0.57,1.01,1.06,0.27,668.08
282,1154,0.01,0.34,0.57,0.17,0.45,0.57,0.86,1.57,0.49,671.00
283,1179,0.01,0.35,0.56,0.14,0.42,0.56,0.85,1.24,0.27,673.37
284,1168,0.01,0.36,0.56,0.02,0.42,0.54,1.02,1.15,0.34,675.88
285,1164,0.01,0.36,0.56,0.02,0.43,0.54,0.93,1.62,0.48,678.91
286,1156,0.01,0.40,0.60,0.04,0.43,0.53,0.94,1.50,0.30,681.66
287,1159,0.01,0.36,0.57,0.02,0.43,0.54,1.04,1.18,0.28,684.16
288,1159,0.01,0.35,0.57,0.02,0.42,0.55,0.98,1.25,0.45,686.84
289,1150,0.01,0.34,0.57,0.02,0.43,0.55,0.75,1.35,0.27,689.21
290,1163,0.01,0.35,0.57,0.03,0.41,0.53,1.07,1.09,0.27,691.64
291,1161,0.01,0.35,0.56,0.03,0.43,0.54,0.91,1.47,0.50,694.53
292,1170,0.01,0.36,0.59,0.14,0.43,0.53,0.75,1.11,0.46,696.85
293,1175,0.01,0.35,0.57,0.16,0.44,0.55,1.23,1.13,0.23,699.44
294,1161,0.01,0.36,0.57,0.16,0.43,0.55,0.76,2.17,0.47,702.84
295,1170,0.01,0.33,0.56,0.15,0.43,0.55,0.89,1.28,0.46,705.48
296,1161,0.01,0.34,0.56,0.15,0.46,0.58,1.09,1.06,0.22,707.84
297,1160,0.01,0.34,0.56,0.13,0.44,0.55,0.93,1.73,0.25,710.75
298,1161,0.02,0.35,0.56,0.15,0.44,0.55,0.84,1.21,0.23,713.03
299,1165,0.02,0.34,0.56,0.14,0.44,0.55,1.24,1.23,0.41,715.91
300,1163,0.01,0.37,0.56,0.16,0.42,0.51,0.99,1.37,0.54,718.81
301,1160,0.02,0.37,0.57,0.19,0.43,0.53,0.84,1.08,0.22,720.95
302,1153,0.02,0.39,0.57,0.14,0.44,0.54,1.05,1.85,0.45,724.30
303,1157,0.01,0.36,0.56,0.16,0.42,0.51,0.80,1.52,0.23,726.85
304,1153,0.01,0.35,0.56,0.16,0.43,0.53,1.12,1.46,0.20,729.64
305,1162,0.02,0.34,0.56,0.16,0.45,0.57,0.70,1.38,0.22,731.94
306,1160,0.01,0.36,0.56,0.15,0.43,0.54,1.08,1.55,0.35,734.92
307,1168,0.01,0.35,0.56,0.16,0.44,0.55,1.05,1.91,0.57,738.45
