Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.08,0.70,0.79
1,539,0.01,0.04,0.13,0.88,0.77,5.52
2,540,0.01,0.05,0.12,0.77,0.78,13.79
3,548,0.01,0.06,0.14,0.79,0.84,21.76
4,554,0.01,0.06,0.16,0.94,0.89,30.88
5,555,0.01,0.07,0.19,0.69,0.89,39.96
6,550,0.01,0.08,0.19,0.97,0.79,47.86
7,561,0.01,0.09,0.19,0.79,0.83,56.54
8,559,0.01,0.10,0.23,0.85,0.94,65.48
9,556,0.01,0.11,0.24,0.94,0.91,73.81
10,578,0.02,0.12,0.27,0.86,0.93,82.94
11,585,0.01,0.13,0.29,0.98,0.95,91.61
12,585,0.01,0.14,0.29,0.84,1.06,100.69
13,582,0.01,0.15,0.32,0.99,1.05,110.15
14,585,0.01,0.16,0.32,1.11,1.11,119.61
15,595,0.02,0.15,0.36,0.79,1.08,128.80
16,591,0.01,0.16,0.35,0.86,1.06,138.49
17,589,0.01,0.16,0.35,0.87,1.07,148.13
18,585,0.02,0.18,0.35,1.01,1.08,157.85
19,585,0.01,0.19,0.38,0.98,1.28,168.00
20,617,0.01,0.18,0.37,0.72,1.27,177.87
21,611,0.01,0.18,0.35,1.14,1.21,188.71
22,603,0.02,0.18,0.36,1.07,1.13,199.15
23,595,0.00,0.19,0.37,0.97,1.22,208.39
24,586,0.01,0.18,0.37,1.14,1.31,218.96
25,609,0.02,0.19,0.37,1.16,1.21,229.38
26,605,0.02,0.19,0.37,1.03,1.46,240.15
27,603,0.01,0.18,0.37,1.09,1.23,250.09
28,601,0.02,0.19,0.37,1.06,1.33,260.98
29,588,0.01,0.20,0.37,0.74,1.22,270.98
30,630,0.01,0.18,0.37,0.65,1.12,281.82
31,629,0.02,0.21,0.42,1.19,1.24,292.34
32,617,0.02,0.19,0.39,1.03,1.28,302.91
33,601,0.02,0.18,0.40,0.97,1.16,313.06
34,589,0.01,0.21,0.43,0.80,1.18,323.17
35,637,0.02,0.20,0.43,1.03,1.21,333.58
36,628,0.02,0.23,0.46,1.08,1.25,344.42
37,612,0.01,0.23,0.43,1.19,1.29,355.34
38,609,0.01,0.23,0.43,1.00,1.33,366.56
39,601,0.01,0.26,0.46,1.04,1.44,377.44
40,621,0.01,0.26,0.45,0.87,1.51,388.73
41,615,0.01,0.26,0.45,1.13,1.46,399.89
42,604,0.01,0.26,0.48,1.06,1.48,411.24
43,600,0.01,0.27,0.49,1.15,1.50,422.60
44,603,0.01,0.24,0.47,1.20,1.39,434.05
45,688,0.01,0.25,0.47,1.14,1.42,445.80
46,675,0.01,0.23,0.47,0.96,1.28,457.38
47,662,0.01,0.22,0.48,0.85,1.25,469.42
48,637,0.01,0.22,0.46,0.87,1.33,480.87
49,614,0.01,0.20,0.47,0.97,1.17,492.56
50,690,0.01,0.22,0.47,0.92,1.29,504.21
51,680,0.01,0.22,0.47,1.23,1.19,515.48
52,662,0.02,0.23,0.50,0.91,1.36,527.16
53,633,0.01,0.21,0.47,0.97,1.30,538.92
54,608,0.01,0.20,0.47,1.07,1.20,550.30
55,701,0.01,0.22,0.47,1.03,1.36,561.87
56,692,0.01,0.24,0.49,1.00,1.34,573.29
57,674,0.01,0.23,0.48,1.00,1.51,585.64
58,653,0.02,0.19,0.47,1.09,1.24,598.48
59,638,0.01,0.20,0.50,1.03,1.18,610.64
60,716,0.02,0.22,0.51,0.88,1.25,622.43
61,702,0.01,0.19,0.49,1.11,1.21,634.50
62,679,0.01,0.20,0.48,1.12,1.22,646.71
63,654,0.01,0.21,0.48,0.96,1.19,659.40
64,635,0.01,0.20,0.48,0.94,1.21,671.94
65,708,0.01,0.22,0.49,1.01,1.29,683.97
66,683,0.01,0.22,0.48,1.16,1.27,696.49
67,667,0.02,0.22,0.49,1.03,1.21,708.98
68,650,0.01,0.20,0.49,0.98,1.15,721.08
69,633,0.01,0.21,0.49,1.13,1.34,733.47
70,693,0.01,0.22,0.49,0.91,1.25,745.30
71,677,0.01,0.23,0.49,1.19,1.24,757.37
72,659,0.01,0.22,0.49,1.03,1.22,769.81
73,642,0.01,0.23,0.50,1.08,1.22,781.79
74,628,0.01,0.22,0.50,1.06,1.21,793.72
75,695,0.01,0.20,0.49,0.97,1.15,805.68
76,683,0.02,0.20,0.49,1.04,1.37,817.95
77,661,0.01,0.21,0.49,1.05,1.16,830.04
78,645,0.02,0.21,0.49,0.98,1.14,841.65
79,626,0.02,0.20,0.49,1.22,1.10,853.81
