Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.08,0.68,3.08
1,539,0.01,0.04,0.13,0.90,0.77,10.53
2,540,0.01,0.05,0.12,0.76,0.79,18.54
3,548,0.01,0.06,0.14,0.97,0.91,27.28
4,554,0.01,0.06,0.16,0.93,0.88,36.36
5,558,0.01,0.07,0.20,0.67,0.79,44.64
6,553,0.01,0.09,0.24,0.96,0.82,53.11
7,562,0.01,0.10,0.25,0.89,0.85,61.84
8,559,0.01,0.10,0.26,0.77,0.86,70.34
9,557,0.01,0.12,0.28,0.93,0.96,79.29
10,579,0.01,0.13,0.27,0.67,0.95,87.79
11,579,0.01,0.14,0.29,0.83,1.05,96.79
12,579,0.01,0.14,0.29,0.79,1.03,106.52
13,584,0.01,0.15,0.30,0.80,1.00,115.31
14,582,0.01,0.15,0.29,1.07,1.00,124.96
15,593,0.01,0.15,0.30,1.06,0.99,134.62
16,586,0.01,0.15,0.33,0.90,0.96,144.10
17,574,0.02,0.15,0.31,1.06,1.05,153.89
18,574,0.01,0.15,0.31,0.97,1.00,163.67
19,571,0.01,0.18,0.31,0.98,1.08,173.89
20,611,0.01,0.16,0.31,1.21,1.13,184.14
21,600,0.01,0.16,0.32,0.93,1.08,194.96
22,587,0.02,0.16,0.31,0.59,1.08,204.31
23,585,0.02,0.17,0.32,1.07,1.02,214.24
24,590,0.01,0.16,0.33,1.02,1.19,225.25
25,629,0.02,0.17,0.35,0.97,1.13,235.77
26,626,0.01,0.16,0.37,0.94,1.03,245.79
27,619,0.02,0.17,0.39,1.01,1.11,256.30
28,612,0.01,0.16,0.37,0.91,1.08,267.03
29,611,0.01,0.18,0.37,1.08,1.18,277.79
30,676,0.01,0.18,0.38,0.89,1.16,287.95
31,664,0.02,0.19,0.39,0.90,1.18,298.43
32,650,0.01,0.17,0.38,0.75,1.13,309.16
33,637,0.01,0.17,0.37,0.92,1.09,319.17
34,621,0.01,0.17,0.38,0.81,1.04,329.20
35,688,0.01,0.18,0.39,0.93,1.12,340.03
36,665,0.01,0.20,0.40,0.93,1.21,350.75
37,647,0.01,0.18,0.40,0.82,1.21,361.83
38,631,0.01,0.19,0.40,1.02,1.19,372.99
39,624,0.01,0.18,0.40,1.01,1.21,384.07
40,682,0.01,0.17,0.39,1.05,1.17,395.15
41,671,0.01,0.18,0.39,0.95,1.14,406.36
42,663,0.01,0.20,0.41,0.91,1.18,417.68
43,651,0.00,0.20,0.43,1.06,1.18,429.23
44,649,0.01,0.22,0.43,1.02,1.30,440.95
45,748,0.01,0.21,0.42,1.08,1.29,452.69
46,725,0.01,0.22,0.41,1.08,1.29,464.81
47,706,0.01,0.19,0.43,1.08,1.17,476.42
48,676,0.02,0.18,0.45,1.26,1.14,488.20
49,646,0.02,0.18,0.43,1.28,1.13,499.59
50,732,0.01,0.19,0.43,1.10,1.20,510.76
51,720,0.01,0.21,0.43,0.95,1.23,522.46
52,705,0.02,0.19,0.43,1.34,1.21,534.40
53,672,0.01,0.20,0.45,0.95,1.18,545.64
54,650,0.01,0.18,0.43,1.26,1.15,557.14
55,744,0.01,0.19,0.43,0.92,1.13,568.39
56,732,0.01,0.22,0.44,1.39,1.18,580.62
57,728,0.02,0.24,0.44,1.34,1.37,593.42
58,717,0.01,0.23,0.44,1.12,1.39,605.98
59,703,0.01,0.22,0.45,1.11,1.32,617.78
60,814,0.02,0.21,0.49,1.10,1.26,629.69
61,807,0.01,0.22,0.48,1.21,1.41,641.71
62,796,0.01,0.21,0.46,1.33,1.42,654.68
63,788,0.01,0.22,0.47,1.31,1.43,667.13
64,772,0.01,0.21,0.47,0.99,1.38,679.15
65,886,0.01,0.21,0.47,1.21,1.31,691.60
66,860,0.02,0.20,0.47,1.40,1.38,704.18
67,836,0.01,0.20,0.49,1.20,1.30,716.50
68,812,0.01,0.18,0.48,1.24,1.18,728.32
69,774,0.01,0.20,0.48,0.99,1.20,740.67
70,876,0.01,0.19,0.48,1.08,1.13,752.41
71,841,0.01,0.19,0.48,1.18,1.21,764.72
72,816,0.01,0.19,0.50,1.19,1.16,777.09
73,786,0.01,0.19,0.49,1.23,1.15,788.94
74,749,0.02,0.18,0.50,1.14,1.13,801.12
75,833,0.02,0.19,0.49,1.25,1.24,812.88
76,809,0.01,0.20,0.49,1.04,1.23,825.09
77,797,0.01,0.20,0.49,1.20,1.11,836.84
78,778,0.02,0.19,0.49,1.19,1.19,848.95
79,757,0.01,0.20,0.48,1.20,1.22,860.80
