Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.03,1.49,3.22
1,180,-45.59,-10.82,-6.86,0.40,1.47,7.33
2,177,-42.27,-9.19,-6.18,0.31,1.14,10.26
3,185,-45.64,-9.91,-5.92,0.44,1.22,13.64
4,185,-37.40,-8.50,-6.28,0.54,1.08,16.90
5,189,-38.05,-8.37,-5.87,0.31,1.21,19.87
6,189,-36.74,-8.08,-2.76,0.33,1.26,23.17
7,186,-45.85,-8.18,-4.44,0.42,1.34,26.73
8,190,-33.98,-7.79,-4.44,0.75,1.36,31.01
9,190,-13.15,-7.39,-4.44,0.40,1.28,34.41
10,193,-42.59,-7.59,2.81,0.34,1.01,37.21
11,193,-33.14,-7.98,-2.06,0.36,1.42,40.75
12,192,-21.47,-6.86,-2.06,0.23,1.10,43.67
13,196,-36.46,-7.80,-2.06,0.63,1.39,47.38
14,195,-62.14,-8.95,-2.06,0.35,1.15,50.57
15,201,-30.09,-7.43,-2.06,0.34,1.17,53.69
16,200,-44.33,-7.40,-2.06,0.55,1.09,56.96
17,199,-22.80,-6.54,2.74,0.38,1.41,60.57
18,197,-35.14,-7.08,-2.06,0.54,1.48,64.45
19,197,-32.59,-7.11,-2.06,0.62,1.26,67.94
20,205,-24.16,-7.12,-2.06,0.48,1.31,71.64
21,201,-36.64,-7.08,-2.06,0.39,1.15,74.65
22,199,-40.96,-6.94,-2.06,0.63,1.18,77.99
23,199,-23.30,-6.60,-2.06,0.43,1.22,81.28
24,196,-13.01,-6.63,-2.06,0.48,1.22,84.84
25,201,-38.49,-6.97,-2.06,0.51,1.18,88.37
26,199,-38.06,-6.94,-2.06,0.40,1.15,91.74
27,198,-30.72,-6.92,-2.06,0.51,1.07,95.37
28,202,-38.78,-7.19,-2.06,0.51,1.26,98.99
29,201,-37.86,-6.85,-2.38,0.65,1.25,103.10
30,204,-34.85,-6.53,-0.33,0.60,1.20,107.38
31,206,-44.09,-7.27,-1.55,0.53,1.28,111.49
32,208,-44.67,-6.79,-1.55,0.44,1.26,115.41
33,202,-38.30,-6.75,-1.55,0.49,1.10,119.49
34,200,-25.91,-6.65,-1.55,0.48,1.18,123.54
35,201,-37.76,-6.23,-1.55,0.37,1.17,127.70
36,205,-45.74,-7.17,-2.38,0.43,1.46,132.10
37,204,-38.76,-6.79,-1.55,0.35,1.33,136.20
38,208,-32.16,-6.55,-1.55,0.41,1.25,139.91
39,205,-44.49,-6.57,-1.55,0.53,1.27,144.24
40,209,-44.57,-6.72,1.42,0.34,1.43,148.17
41,210,-39.83,-6.46,0.10,0.33,1.60,152.63
42,210,-37.83,-6.45,0.62,0.54,1.70,157.31
43,213,-29.73,-6.45,0.10,0.43,1.54,161.95
44,211,-46.39,-6.45,0.10,0.64,1.46,166.62
45,209,-42.84,-5.73,2.19,0.48,1.19,170.53
46,210,-39.27,-6.92,2.20,0.26,1.54,174.68
47,208,-44.10,-5.86,2.23,0.30,1.33,178.45
48,210,-29.82,-6.18,2.20,0.34,1.55,182.73
49,211,-36.81,-5.86,2.35,0.51,1.41,187.09
50,211,-37.85,-5.30,3.07,0.36,1.32,190.95
51,209,-38.91,-6.40,2.33,0.96,1.72,195.97
52,213,-41.14,-5.21,2.35,0.63,1.39,200.07
53,210,-40.82,-5.78,2.20,0.44,1.74,204.77
54,211,-38.43,-5.09,2.20,0.42,1.59,208.92
55,222,-44.21,-5.31,2.33,0.50,1.73,213.66
56,222,-17.10,-4.26,2.33,0.60,1.51,218.11
57,224,-36.58,-5.74,2.33,0.67,1.49,222.54
58,220,-26.27,-4.91,2.33,0.56,1.47,226.89
59,220,-26.18,-4.75,2.33,0.47,1.36,230.74
60,229,-36.00,-5.39,2.33,0.66,1.53,235.19
61,230,-29.21,-4.03,2.33,0.71,1.40,239.38
62,230,-41.14,-4.87,2.33,0.51,1.77,244.10
63,229,-30.70,-2.44,4.69,0.48,1.32,247.75
64,227,-30.54,-3.52,3.20,0.47,1.83,252.60
65,236,-28.08,-3.47,3.20,0.52,1.51,256.79
66,234,-33.47,-4.33,3.20,0.44,1.63,261.27
67,237,-45.18,-3.61,7.15,0.62,1.61,265.94
68,235,-22.57,-2.80,4.87,0.55,1.62,270.32
69,234,-27.96,-2.83,4.87,0.45,1.48,274.87
70,245,-62.50,-3.69,4.87,0.44,1.63,279.02
71,242,-32.44,-3.43,4.87,0.40,1.58,283.28
72,241,-35.68,-2.93,4.87,0.59,1.45,287.69
73,244,-36.48,-2.20,4.87,0.35,1.52,291.60
74,245,-45.04,-2.17,4.87,0.49,1.75,295.87
75,249,-30.90,-2.69,4.87,0.41,1.74,300.21
76,248,-45.32,-1.61,7.06,0.45,1.43,304.10
77,250,-41.04,-2.11,4.87,0.47,1.65,308.22
78,249,-20.03,-2.32,4.87,0.63,1.86,313.07
79,249,-26.89,-1.89,4.87,0.43,1.51,316.82
