Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.03,1.08,3.33
1,180,-45.59,-10.82,-6.86,0.38,1.16,7.80
2,177,-42.27,-9.19,-6.18,0.25,0.88,11.34
3,185,-45.64,-9.91,-5.92,0.39,1.06,15.80
4,185,-37.40,-8.50,-6.28,0.74,0.92,20.97
5,189,-38.05,-8.36,-5.87,0.27,0.97,24.77
6,188,-28.24,-7.70,-2.94,0.33,1.04,28.76
7,186,-36.59,-8.07,-2.95,0.23,1.03,32.89
8,191,-22.54,-7.42,-5.13,0.33,1.07,37.60
9,192,-26.65,-7.82,-5.13,0.49,0.98,41.93
10,193,-38.37,-7.17,2.81,0.60,0.93,45.89
11,194,-30.37,-7.75,-3.30,0.55,1.24,50.91
12,193,-28.08,-7.18,-0.68,0.37,0.97,54.54
13,193,-41.70,-7.14,-0.68,0.47,1.09,59.01
14,194,-39.41,-7.70,-0.68,0.78,0.94,63.22
15,195,-26.74,-7.25,-0.68,0.29,1.07,67.15
16,194,-21.09,-6.58,-2.69,0.30,1.14,71.25
17,197,-38.15,-6.74,-0.65,0.28,1.25,75.81
18,195,-46.47,-7.65,-0.65,0.46,1.32,80.59
19,198,-22.93,-6.56,-0.65,0.37,1.34,85.00
20,197,-29.98,-6.60,-0.65,0.27,1.34,89.04
21,198,-43.21,-7.06,-0.65,0.29,1.21,93.10
22,196,-28.56,-6.97,-0.65,0.33,1.45,97.21
23,195,-24.04,-6.30,-0.65,0.22,1.30,101.53
24,198,-23.22,-6.74,-0.65,0.26,1.39,105.86
25,199,-39.00,-6.86,-0.65,0.35,1.30,110.05
26,194,-24.27,-6.40,-0.65,0.25,1.22,114.60
27,195,-20.73,-6.32,-0.65,0.32,1.24,119.13
28,193,-16.44,-6.42,-0.65,0.26,1.40,124.15
29,199,-43.42,-6.75,-0.65,1.19,1.30,129.62
30,195,-9.69,-5.90,-0.65,0.41,1.16,134.13
31,198,-10.99,-6.03,-0.65,0.59,1.75,139.60
32,201,-38.68,-6.60,-0.65,0.44,1.43,144.54
33,194,-38.37,-5.94,-0.65,0.22,1.35,149.17
34,195,-35.98,-5.96,-0.65,0.21,1.59,154.56
35,198,-34.92,-5.94,-0.65,0.30,1.49,159.36
36,196,-12.58,-5.74,-0.65,0.37,1.49,165.82
37,198,-33.04,-6.15,-0.65,0.39,1.61,170.76
38,195,-10.89,-5.68,-0.65,0.28,1.35,175.25
39,199,-36.91,-6.14,-0.65,0.31,1.57,180.03
40,202,-29.83,-5.74,1.29,0.33,1.29,184.36
41,204,-37.63,-6.16,-0.62,0.50,2.89,191.72
42,208,-11.72,-5.56,1.92,0.37,1.47,197.64
43,208,-36.89,-6.05,-0.62,0.39,1.54,204.30
44,205,-11.00,-5.73,-0.62,0.22,1.07,208.40
45,209,-37.09,-5.81,-0.62,0.42,1.41,213.25
46,209,-37.15,-6.02,-0.62,0.29,1.50,218.38
47,211,-41.63,-5.43,-0.14,0.47,1.29,223.16
48,210,-22.07,-5.85,-0.62,0.63,1.65,228.58
49,209,-42.89,-5.57,0.40,0.18,1.35,232.91
50,217,-37.13,-5.60,4.48,0.28,1.50,237.73
51,216,-23.45,-5.31,4.46,0.32,1.55,242.90
52,216,-38.76,-5.18,4.52,0.32,1.21,247.93
53,216,-35.63,-5.12,4.46,0.33,1.69,253.47
54,217,-26.24,-5.03,4.46,0.36,1.31,258.62
55,220,-10.26,-4.88,4.46,0.56,1.22,264.42
56,219,-41.58,-5.04,4.46,0.22,1.25,268.74
57,220,-24.58,-4.88,4.46,0.45,1.35,273.88
58,220,-32.87,-5.27,4.46,0.32,1.19,278.64
59,216,-16.39,-4.91,4.46,0.27,1.39,283.37
60,217,-35.68,-4.99,4.46,0.46,1.14,288.29
61,220,-14.05,-4.43,4.46,0.59,1.45,293.69
62,221,-28.33,-4.38,4.46,0.43,1.40,298.79
63,220,-23.86,-3.17,4.51,0.42,1.25,304.14
64,216,-35.06,-3.01,4.45,0.31,1.39,309.18
65,223,-16.43,-3.40,4.46,0.26,1.33,314.44
66,226,-39.53,-3.86,4.46,0.36,1.27,318.91
67,225,-28.16,-0.51,9.38,0.39,0.85,322.99
68,225,-10.00,-1.31,6.82,0.49,1.90,329.90
69,225,-12.01,-2.48,6.82,1.28,1.69,336.29
70,235,-38.04,-1.33,6.82,0.30,1.08,340.53
71,236,-17.33,-1.17,6.82,0.34,1.29,345.00
72,234,-20.17,-2.25,6.82,0.96,1.72,351.04
73,233,-22.43,-1.03,6.82,0.71,1.05,356.32
74,235,-16.01,-1.04,6.82,0.43,1.22,361.46
75,243,-27.91,-2.17,6.79,0.80,1.42,367.03
76,240,-34.09,-0.34,7.02,0.37,0.96,370.84
77,240,-44.30,-1.81,6.82,0.65,1.39,376.84
78,238,-10.92,-1.68,6.82,0.32,1.12,382.09
79,236,-28.92,-1.93,6.82,0.98,1.25,387.45
