Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.03,1.08,1.11
1,180,-45.59,-10.82,-6.86,0.30,1.09,4.76
2,177,-42.27,-9.19,-6.18,0.29,0.95,9.06
3,185,-45.64,-9.91,-5.92,0.39,1.06,12.82
4,185,-37.40,-8.50,-6.28,0.73,1.03,17.58
5,189,-38.05,-8.35,-5.25,0.28,0.98,22.26
6,188,-28.24,-7.68,-2.94,0.28,1.05,26.13
7,188,-21.97,-7.76,-2.95,0.37,1.06,30.22
8,189,-21.42,-7.42,-2.95,0.53,1.17,34.62
9,186,-25.53,-7.75,-5.06,0.41,0.96,39.01
10,187,-37.09,-7.08,2.04,0.38,0.83,43.16
11,190,-43.24,-8.07,-2.95,0.36,1.23,47.51
12,185,-68.58,-7.62,-2.95,0.33,0.82,52.09
13,189,-37.48,-7.40,-2.95,0.43,0.98,55.99
14,188,-39.13,-8.52,-2.95,0.42,0.94,60.40
15,192,-36.47,-7.53,-2.95,0.23,0.92,64.41
16,188,-42.95,-7.30,-2.95,0.49,0.91,68.57
17,188,-36.01,-7.06,1.41,0.29,1.08,72.65
18,192,-31.51,-7.46,-2.95,0.40,1.01,77.25
19,188,-38.93,-7.59,-2.95,0.39,0.87,81.88
20,192,-36.82,-7.45,-2.95,0.19,0.94,86.17
21,193,-41.46,-7.29,-2.95,0.25,1.00,90.33
22,193,-29.67,-7.18,-2.95,0.33,0.95,94.42
23,192,-39.29,-7.62,-2.95,0.46,0.86,98.58
24,190,-10.19,-6.62,-2.95,0.33,0.98,102.88
25,194,-34.28,-7.20,-2.95,0.26,0.95,107.11
26,193,-33.87,-6.57,-2.95,0.61,0.99,111.70
27,191,-29.74,-6.56,-2.95,0.26,0.92,115.82
28,190,-19.73,-7.16,-2.95,0.37,0.96,120.48
29,193,-32.50,-6.83,-2.95,0.53,0.96,125.67
30,193,-35.66,-6.52,-2.95,0.49,1.14,131.30
31,194,-20.25,-6.32,-2.95,0.39,1.00,135.56
32,193,-30.25,-6.94,-0.37,0.37,1.07,141.06
33,192,-33.92,-6.17,-0.37,0.34,1.03,145.94
34,192,-35.31,-6.10,-0.37,0.49,1.21,150.89
35,195,-35.97,-5.63,-0.37,0.23,1.18,156.01
36,195,-43.52,-6.37,0.48,0.35,1.21,160.95
37,195,-45.37,-6.39,1.22,0.27,1.09,167.22
38,198,-26.17,-5.78,1.22,0.21,1.25,172.25
39,199,-38.76,-5.93,1.22,0.28,1.22,176.78
40,202,-39.44,-5.88,1.22,0.12,1.18,181.36
41,204,-15.40,-5.44,1.22,0.31,1.69,186.38
42,209,-17.77,-5.75,1.22,0.48,1.53,193.76
43,205,-37.14,-6.21,-0.37,0.39,1.89,199.96
44,204,-17.98,-5.57,1.22,0.30,1.19,205.83
45,206,-12.92,-5.06,1.22,0.26,1.41,210.10
46,206,-13.72,-5.82,1.22,0.10,1.34,214.74
47,200,-10.66,-5.20,1.22,0.48,1.06,219.96
48,196,-10.88,-5.53,1.22,0.23,1.32,224.76
49,195,-22.12,-5.29,1.22,0.33,1.16,230.12
50,200,-27.54,-5.21,1.22,0.27,1.32,234.54
51,201,-37.33,-5.89,1.22,0.37,1.26,239.40
52,203,-18.95,-5.36,1.22,0.36,1.27,244.56
53,199,-10.05,-5.34,1.22,0.29,1.52,249.77
54,198,-37.98,-5.76,1.22,0.27,1.28,255.06
55,202,-28.79,-5.82,1.76,0.32,1.48,260.46
56,204,-28.79,-5.20,1.88,0.23,1.09,265.80
57,202,-28.79,-5.32,1.88,0.32,1.48,270.57
58,203,-35.87,-6.01,1.88,0.31,1.33,275.57
59,202,-28.79,-5.96,1.88,0.31,1.10,280.08
60,207,-28.79,-5.62,1.88,0.64,1.13,285.19
61,211,-28.79,-5.32,1.88,0.40,1.26,289.98
62,212,-28.79,-5.31,4.34,0.17,1.58,295.46
63,208,-28.79,-4.88,4.41,0.48,1.45,300.78
64,206,-28.82,-5.62,4.41,0.40,1.36,305.94
65,218,-28.79,-5.36,4.41,0.61,1.26,311.09
66,218,-28.79,-5.65,4.41,0.34,1.11,315.93
67,216,-30.78,-4.35,9.26,0.40,1.12,320.48
68,212,-28.79,-4.07,5.80,0.41,1.39,324.83
69,214,-28.79,-4.25,5.80,0.27,1.17,331.39
70,222,-28.79,-3.54,5.80,0.27,1.09,337.69
71,216,-29.86,-3.29,5.80,0.24,1.06,341.86
72,216,-28.79,-3.71,5.80,0.42,1.27,346.73
73,221,-28.79,-2.45,5.80,0.55,1.26,352.88
74,218,-28.79,-2.10,5.80,0.44,1.27,358.06
75,221,-37.48,-2.27,5.80,0.33,1.16,362.99
76,216,-45.32,-0.32,7.06,0.32,0.90,368.29
77,218,-28.79,-1.17,5.61,0.48,1.38,372.74
78,218,-28.79,-0.89,5.61,1.21,1.12,379.20
79,215,-28.79,-0.20,5.80,0.31,1.02,383.45
