Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
103,1132,0.01,0.28,0.49,0.11,0.38,0.51,1.09,0.97,0.34,214.58
104,1134,0.01,0.28,0.49,0.02,0.38,0.52,1.10,1.22,0.33,217.23
105,1129,0.01,0.29,0.49,0.02,0.36,0.49,0.75,0.85,0.25,219.08
106,1135,0.01,0.28,0.49,0.02,0.35,0.47,0.91,1.24,0.36,221.59
107,1134,0.01,0.28,0.49,0.01,0.37,0.50,1.29,1.15,0.21,224.25
108,1128,0.01,0.32,0.52,0.12,0.35,0.46,0.77,1.22,0.28,226.51
109,1133,0.01,0.30,0.50,0.12,0.35,0.45,1.22,1.58,0.31,229.61
110,1135,0.01,0.31,0.51,0.02,0.37,0.49,0.97,0.89,0.37,231.85
111,1132,0.01,0.28,0.49,0.02,0.41,0.53,1.10,1.68,0.35,234.98
112,1134,0.01,0.33,0.54,0.02,0.40,0.54,0.78,0.93,0.16,236.86
113,1132,0.01,0.32,0.53,0.02,0.36,0.49,0.85,1.22,0.26,239.18
114,1133,0.01,0.31,0.51,0.02,0.39,0.49,1.08,1.66,0.37,242.29
115,1128,0.01,0.33,0.54,0.02,0.39,0.50,0.95,0.77,0.35,244.36
116,1142,0.01,0.30,0.52,0.11,0.38,0.50,1.04,1.64,0.36,247.40
117,1134,0.01,0.34,0.53,0.11,0.37,0.48,0.98,0.97,0.18,249.53
118,1138,0.01,0.34,0.58,0.01,0.36,0.50,1.14,0.88,0.36,251.91
119,1141,0.01,0.33,0.54,0.02,0.40,0.52,1.14,1.80,0.18,255.03
120,1133,0.01,0.31,0.53,0.12,0.39,0.51,0.64,1.06,0.36,257.08
121,1136,0.01,0.31,0.53,0.01,0.38,0.51,1.09,1.95,0.32,260.44
122,1128,0.01,0.30,0.53,0.02,0.40,0.54,0.79,0.90,0.26,262.39
123,1140,0.01,0.31,0.53,0.02,0.37,0.49,0.85,1.46,0.37,265.07
124,1132,0.01,0.32,0.53,0.02,0.35,0.47,1.17,1.03,0.17,267.44
125,1140,0.01,0.31,0.53,0.14,0.41,0.54,0.72,1.07,0.24,269.48
126,1145,0.01,0.33,0.53,0.11,0.39,0.52,0.95,2.39,0.18,272.99
127,1133,0.01,0.33,0.53,0.11,0.39,0.52,0.88,0.87,0.35,275.10
128,1140,0.01,0.31,0.53,0.12,0.40,0.51,0.99,2.45,0.32,278.86
129,1145,0.01,0.33,0.53,0.11,0.40,0.51,0.93,0.86,0.38,281.03
130,1147,0.01,0.33,0.53,0.13,0.40,0.51,1.06,1.46,0.38,283.93
131,1144,0.01,0.32,0.53,0.12,0.42,0.54,0.87,0.90,0.19,285.90
132,1139,0.01,0.34,0.53,0.02,0.39,0.52,1.09,1.02,0.37,288.37
133,1140,0.01,0.31,0.53,0.02,0.42,0.56,0.99,1.73,0.19,291.29
134,1147,0.01,0.34,0.55,0.12,0.42,0.55,0.65,1.13,0.23,293.30
135,1145,0.01,0.34,0.55,0.10,0.42,0.56,1.06,1.83,0.41,296.61
136,1143,0.01,0.36,0.59,0.12,0.38,0.51,0.68,1.06,0.43,298.78
137,1149,0.01,0.31,0.54,0.13,0.40,0.54,1.12,1.72,0.36,301.98
138,1143,0.01,0.33,0.56,0.02,0.38,0.52,0.93,0.91,0.24,304.06
139,1132,0.01,0.31,0.54,0.02,0.36,0.49,0.91,1.15,0.36,306.48
140,1142,0.01,0.30,0.54,0.02,0.37,0.49,1.08,1.60,0.19,309.36
141,1140,0.01,0.33,0.54,0.02,0.42,0.54,0.67,0.92,0.36,311.32
142,1140,0.02,0.31,0.53,0.02,0.41,0.53,1.19,1.80,0.35,314.66
143,1143,0.01,0.35,0.55,0.02,0.40,0.53,0.67,1.01,0.19,316.53
144,1136,0.02,0.33,0.54,0.02,0.45,0.59,1.04,1.18,0.32,319.07
145,1144,0.01,0.31,0.53,0.02,0.43,0.54,1.14,1.57,0.20,321.98
146,1143,0.01,0.32,0.53,0.02,0.40,0.54,0.70,1.08,0.38,324.14
147,1136,0.01,0.31,0.53,0.02,0.42,0.56,1.00,1.75,0.36,327.26
148,1135,0.02,0.31,0.53,0.17,0.39,0.50,0.72,0.99,0.19,329.16
149,1145,0.01,0.31,0.53,0.17,0.40,0.51,0.92,1.35,0.40,331.83
150,1137,0.01,0.32,0.54,0.02,0.42,0.55,1.01,1.22,0.21,334.27
151,1135,0.02,0.33,0.53,0.02,0.40,0.51,0.80,1.37,0.40,336.84
152,1137,0.01,0.32,0.55,0.02,0.42,0.55,1.05,1.85,0.18,339.91
153,1141,0.01,0.30,0.53,0.01,0.39,0.51,0.85,1.06,0.24,342.07
154,1139,0.01,0.32,0.53,0.02,0.45,0.58,1.16,1.73,0.38,345.33
155,1132,0.01,0.30,0.53,0.02,0.42,0.53,0.72,1.01,0.39,347.45
156,1134,0.01,0.32,0.54,0.02,0.39,0.50,1.07,1.38,0.36,350.25
157,1140,0.01,0.28,0.53,0.02,0.41,0.53,1.20,0.73,0.33,352.51
158,1150,0.01,0.33,0.56,0.02,0.43,0.55,0.88,1.18,0.40,354.97
159,1143,0.01,0.32,0.55,0.02,0.42,0.55,1.21,1.74,0.24,358.16
160,1145,0.01,0.30,0.55,0.02,0.42,0.54,0.83,1.28,0.36,360.64
161,1136,0.01,0.30,0.53,0.02,0.40,0.52,1.06,1.92,0.31,363.93
162,1149,0.01,0.29,0.53,0.02,0.43,0.55,0.78,0.98,0.40,366.10
163,1150,0.01,0.30,0.53,0.02,0.43,0.54,1.09,1.56,0.39,369.14
164,1143,0.01,0.29,0.53,0.02,0.40,0.52,1.03,0.76,0.31,371.24
165,1146,0.02,0.32,0.54,0.02,0.41,0.51,0.91,1.15,0.40,373.70
166,1146,0.01,0.31,0.53,0.02,0.39,0.49,1.32,1.53,0.20,376.75
167,1146,0.01,0.31,0.54,0.02,0.40,0.52,0.79,1.44,0.46,379.44
168,1144,0.02,0.31,0.54,0.02,0.43,0.55,1.21,1.72,0.20,382.57
169,1148,0.01,0.29,0.54,0.02,0.41,0.52,0.77,0.89,0.43,384.66
170,1144,0.01,0.35,0.58,0.09,0.42,0.52,1.11,1.76,0.39,387.93
171,1146,0.01,0.33,0.55,0.01,0.42,0.54,0.76,1.18,0.28,390.14
172,1152,0.01,0.33,0.56,0.08,0.43,0.53,1.11,1.23,0.45,392.93
173,1153,0.01,0.31,0.54,0.08,0.40,0.53,1.08,1.60,0.21,395.81
174,1156,0.01,0.30,0.54,0.09,0.41,0.53,0.70,1.25,0.28,398.06
175,1148,0.01,0.32,0.54,0.02,0.41,0.53,1.08,2.28,0.29,401.71
176,1147,0.01,0.31,0.54,0.02,0.43,0.57,0.87,0.87,0.40,403.85
177,1151,0.01,0.32,0.54,0.11,0.38,0.51,1.18,1.81,0.42,407.26
178,1145,0.01,0.30,0.54,0.07,0.41,0.55,0.81,0.82,0.32,409.21
179,1154,0.01,0.31,0.54,0.11,0.40,0.54,0.88,1.27,0.45,411.81
180,1142,0.01,0.30,0.54,0.12,0.42,0.57,1.12,1.69,0.21,414.82
181,1153,0.01,0.30,0.54,0.12,0.43,0.54,0.83,0.89,0.48,417.03
182,1144,0.01,0.33,0.58,0.13,0.40,0.51,1.19,1.59,0.43,420.24
183,1141,0.01,0.33,0.54,0.11,0.42,0.54,0.96,1.12,0.20,422.52
184,1146,0.01,0.33,0.55,0.02,0.42,0.55,1.10,1.56,0.43,425.61
185,1142,0.01,0.30,0.54,0.09,0.40,0.53,1.04,1.41,0.49,428.55
186,1138,0.02,0.31,0.54,0.09,0.41,0.53,0.92,1.43,0.46,431.37
187,1141,0.01,0.31,0.54,0.10,0.39,0.52,1.15,1.70,0.20,434.42
188,1148,0.01,0.30,0.54,0.09,0.43,0.55,0.70,0.89,0.30,436.32
189,1143,0.01,0.30,0.54,0.14,0.44,0.56,1.01,1.10,0.20,438.63
190,1143,0.01,0.33,0.54,0.08,0.39,0.50,0.98,1.16,0.21,440.98
191,1147,0.01,0.30,0.53,0.10,0.44,0.55,1.14,1.34,0.21,443.67
192,1145,0.01,0.32,0.53,0.02,0.41,0.54,0.85,1.24,0.21,445.97
193,1137,0.01,0.31,0.53,0.10,0.39,0.50,0.96,1.31,0.22,448.46
194,1145,0.01,0.31,0.53,0.02,0.40,0.52,0.94,1.47,0.26,451.12
195,1141,0.01,0.30,0.53,0.02,0.41,0.50,0.88,1.29,0.24,453.53
196,1151,0.01,0.32,0.53,0.02,0.41,0.52,0.61,1.49,0.40,456.02
197,1149,0.01,0.31,0.53,0.02,0.41,0.54,0.96,1.44,0.41,458.83
198,1139,0.01,0.32,0.53,0.15,0.41,0.53,0.63,1.69,0.26,461.41
199,1136,0.02,0.34,0.53,0.09,0.40,0.52,0.66,1.71,0.28,464.06
200,1150,0.01,0.31,0.53,0.08,0.41,0.54,0.94,1.28,0.20,466.49
201,1141,0.01,0.32,0.53,0.09,0.39,0.52,0.79,1.31,0.39,468.98
202,1141,0.01,0.31,0.53,0.10,0.40,0.54,0.62,1.34,0.69,471.63
203,1148,0.02,0.34,0.57,0.12,0.42,0.54,0.66,1.26,0.29,473.85
204,1137,0.01,0.33,0.56,0.11,0.41,0.52,0.85,0.93,0.35,475.98
205,1151,0.01,0.32,0.54,0.12,0.40,0.52,0.72,1.45,0.30,478.45
206,1156,0.01,0.33,0.55,0.11,0.42,0.53,0.88,1.46,0.42,481.22
207,1138,0.01,0.31,0.54,0.10,0.41,0.54,0.59,1.33,0.37,483.51
208,1145,0.01,0.32,0.55,0.13,0.40,0.50,0.77,1.03,0.47,485.78
209,1136,0.01,0.31,0.54,0.12,0.44,0.56,0.95,0.96,0.26,487.95
210,1143,0.01,0.30,0.54,0.11,0.43,0.55,0.77,1.34,0.29,490.35
211,1142,0.01,0.31,0.54,0.11,0.41,0.52,0.88,1.37,0.46,493.05
212,1131,0.02,0.32,0.54,0.15,0.43,0.57,0.80,1.83,0.24,495.93
213,1146,0.01,0.30,0.54,0.15,0.41,0.53,0.60,1.34,0.38,498.26
214,1144,0.01,0.33,0.56,0.08,0.40,0.52,0.81,1.03,0.37,500.46
215,1142,0.01,0.30,0.53,0.13,0.42,0.55,0.91,1.27,0.25,502.89
216,1140,0.01,0.33,0.56,0.11,0.45,0.57,0.59,1.10,0.31,504.89
217,1143,0.01,0.31,0.53,0.13,0.41,0.52,1.12,1.04,0.21,507.25
218,1141,0.01,0.31,0.54,0.12,0.41,0.53,0.98,1.20,0.42,509.86
219,1146,0.01,0.29,0.53,0.13,0.42,0.53,0.80,1.00,0.48,512.15
220,1144,0.01,0.29,0.53,0.11,0.38,0.50,1.05,1.12,0.25,514.57
221,1144,0.01,0.31,0.54,0.12,0.41,0.54,0.99,1.27,0.44,517.27
222,1137,0.01,0.31,0.53,0.12,0.40,0.51,0.93,1.08,0.44,519.72
223,1143,0.01,0.33,0.55,0.11,0.42,0.54,1.13,1.16,0.25,522.25
224,1136,0.01,0.32,0.53,0.10,0.41,0.55,0.87,1.60,0.42,525.15
225,1138,0.01,0.32,0.53,0.14,0.41,0.52,0.78,1.19,0.33,527.45
226,1132,0.01,0.34,0.54,0.14,0.42,0.55,1.08,1.29,0.30,530.12
227,1147,0.01,0.33,0.55,0.14,0.41,0.52,0.82,1.68,0.46,533.08
228,1145,0.01,0.31,0.53,0.11,0.43,0.57,0.80,1.19,0.42,535.50
229,1142,0.01,0.31,0.53,0.13,0.39,0.50,1.07,1.15,0.21,537.93
230,1143,0.01,0.34,0.54,0.12,0.42,0.55,0.69,1.39,0.48,540.49
231,1148,0.01,0.34,0.55,0.15,0.42,0.53,0.95,1.02,0.36,542.81
232,1147,0.02,0.36,0.59,0.15,0.43,0.55,0.81,1.63,0.42,545.68
233,1146,0.01,0.32,0.56,0.11,0.43,0.57,0.80,1.06,0.49,548.03
234,1148,0.01,0.31,0.54,0.12,0.41,0.54,1.14,1.24,0.23,550.65
235,1143,0.01,0.32,0.55,0.12,0.39,0.52,0.69,1.83,0.48,553.67
236,1148,0.01,0.30,0.53,0.13,0.41,0.53,0.71,1.07,0.48,555.93
237,1154,0.01,0.30,0.53,0.12,0.39,0.49,1.19,1.35,0.26,558.73
238,1146,0.01,0.35,0.55,0.02,0.38,0.51,0.75,1.59,0.47,561.54
239,1151,0.01,0.30,0.54,0.02,0.41,0.53,0.73,1.03,0.40,563.70
240,1141,0.01,0.32,0.53,0.02,0.42,0.56,0.76,1.88,0.27,566.61
241,1139,0.01,0.31,0.53,0.02,0.42,0.54,0.74,1.11,0.44,568.89
242,1141,0.01,0.32,0.53,0.02,0.44,0.58,1.04,1.65,0.21,571.79
243,1135,0.01,0.33,0.55,0.10,0.40,0.54,0.56,1.15,0.40,573.91
244,1150,0.02,0.30,0.54,0.09,0.37,0.50,1.11,1.46,0.25,576.74
245,1151,0.01,0.31,0.53,0.12,0.38,0.52,0.59,1.89,0.47,579.69
246,1154,0.01,0.31,0.54,0.11,0.41,0.54,1.02,1.10,0.29,582.10
247,1151,0.02,0.34,0.56,0.10,0.42,0.55,1.05,1.29,0.46,584.90
248,1146,0.01,0.34,0.56,0.16,0.44,0.55,0.81,1.11,0.21,587.04
249,1141,0.01,0.31,0.54,0.11,0.42,0.53,1.05,2.40,0.21,590.70
250,1144,0.01,0.32,0.54,0.13,0.41,0.54,0.56,1.76,0.43,593.44
251,1151,0.01,0.32,0.54,0.13,0.42,0.53,1.13,1.14,0.23,595.95
252,1148,0.01,0.31,0.54,0.10,0.38,0.50,0.83,1.56,0.48,598.82
253,1141,0.01,0.29,0.54,0.12,0.42,0.57,0.62,1.13,0.26,600.82
254,1144,0.00,0.30,0.54,0.11,0.39,0.52,0.74,2.05,0.29,603.90
255,1146,0.01,0.32,0.54,0.12,0.40,0.54,0.74,1.13,0.36,606.13
256,1143,0.01,0.32,0.54,0.11,0.42,0.59,0.97,1.61,0.28,608.99
257,1149,0.01,0.31,0.54,0.02,0.41,0.54,0.70,1.65,0.49,611.82
258,1145,0.01,0.30,0.54,0.02,0.42,0.55,1.04,1.06,0.32,614.24
259,1143,0.01,0.34,0.56,0.11,0.41,0.53,0.85,1.37,0.47,616.94
260,1136,0.01,0.33,0.55,0.12,0.40,0.51,0.79,1.16,0.43,619.32
261,1141,0.01,0.34,0.56,0.10,0.42,0.55,0.71,2.25,0.32,622.60
262,1135,0.01,0.32,0.55,0.09,0.40,0.53,0.64,1.99,0.43,625.65
263,1150,0.01,0.30,0.53,0.11,0.43,0.57,0.81,1.19,0.23,627.88
264,1142,0.01,0.34,0.57,0.13,0.43,0.57,0.82,1.90,0.45,631.04
265,1149,0.02,0.31,0.55,0.11,0.40,0.53,0.68,1.27,0.33,633.32
266,1147,0.02,0.32,0.54,0.14,0.44,0.57,1.07,1.67,0.26,636.33
267,1142,0.02,0.33,0.54,0.12,0.42,0.55,0.58,2.07,0.48,639.47
268,1139,0.01,0.32,0.54,0.09,0.43,0.57,0.79,1.14,0.22,641.61
269,1146,0.01,0.33,0.54,0.14,0.44,0.59,0.70,1.62,0.47,644.40
270,1146,0.01,0.34,0.54,0.13,0.41,0.53,0.75,1.26,0.45,646.87
271,1153,0.01,0.33,0.54,0.02,0.42,0.56,0.83,2.02,0.21,649.94
272,1150,0.01,0.32,0.54,0.02,0.41,0.54,0.59,1.51,0.38,652.42
273,1146,0.01,0.34,0.55,0.02,0.41,0.54,1.02,1.49,0.32,655.25
274,1156,0.01,0.33,0.54,0.02,0.39,0.54,0.68,1.74,0.47,658.14
275,1157,0.01,0.33,0.55,0.02,0.40,0.54,0.99,1.12,0.21,660.46
276,1158,0.01,0.32,0.54,0.02,0.43,0.56,0.81,1.56,0.50,663.33
277,1148,0.01,0.36,0.57,0.02,0.38,0.52,0.78,1.23,0.31,665.64
278,1147,0.01,0.32,0.55,0.02,0.42,0.56,0.79,2.14,0.33,668.90
279,1154,0.01,0.33,0.56,0.02,0.41,0.56,0.68,1.12,0.42,671.13
280,1149,0.01,0.33,0.55,0.01,0.40,0.55,1.10,1.80,0.32,674.35
281,1154,0.02,0.31,0.55,0.11,0.41,0.56,0.64,1.48,0.45,676.93
282,1155,0.01,0.32,0.55,0.09,0.40,0.54,1.05,1.08,0.22,679.28
283,1146,0.01,0.34,0.57,0.11,0.41,0.57,0.77,1.30,0.42,681.76
284,1157,0.01,0.36,0.59,0.10,0.39,0.52,0.98,1.15,0.21,684.10
285,1154,0.01,0.32,0.54,0.10,0.43,0.57,0.89,1.67,0.46,687.13
286,1159,0.01,0.34,0.57,0.11,0.41,0.56,0.69,1.21,0.26,689.28
287,1154,0.01,0.36,0.61,0.11,0.43,0.57,0.74,1.47,0.43,691.92
288,1154,0.02,0.33,0.57,0.12,0.42,0.55,0.75,1.30,0.26,694.22
289,1145,0.01,0.35,0.58,0.18,0.47,0.60,0.69,2.12,0.41,697.44
290,1146,0.01,0.34,0.56,0.12,0.44,0.56,0.78,1.29,0.40,699.92
291,1149,0.02,0.34,0.56,0.12,0.43,0.57,0.93,1.66,0.37,702.89
292,1146,0.01,0.34,0.56,0.13,0.40,0.51,0.77,1.65,0.48,705.78
293,1154,0.01,0.35,0.56,0.11,0.38,0.50,1.06,1.15,0.23,708.21
294,1146,0.01,0.36,0.56,0.10,0.40,0.53,0.67,1.97,0.47,711.32
295,1149,0.01,0.35,0.56,0.10,0.40,0.51,0.59,1.48,0.22,713.61
296,1151,0.01,0.35,0.56,0.12,0.42,0.55,0.82,2.08,0.29,716.80
297,1149,0.01,0.36,0.56,0.10,0.40,0.54,0.64,1.83,0.50,719.78
298,1152,0.01,0.36,0.57,0.12,0.38,0.50,0.98,1.18,0.28,722.22
299,1153,0.02,0.38,0.57,0.11,0.42,0.56,0.63,2.45,0.36,725.65
300,1163,0.01,0.35,0.56,0.11,0.41,0.54,0.71,1.56,0.32,728.25
301,1146,0.01,0.37,0.57,0.11,0.42,0.53,0.86,2.04,0.40,731.54
302,1157,0.01,0.38,0.57,0.12,0.39,0.51,0.58,1.83,0.54,734.49
303,1153,0.01,0.35,0.57,0.11,0.41,0.53,0.93,1.16,0.22,736.80
304,1147,0.01,0.35,0.57,0.11,0.39,0.52,0.80,1.73,0.51,739.83
305,1146,0.01,0.33,0.57,0.12,0.44,0.57,0.83,1.27,0.26,742.18
306,1144,0.02,0.34,0.57,0.10,0.40,0.53,0.75,2.08,0.48,745.49
307,1155,0.01,0.35,0.57,0.10,0.41,0.52,0.74,1.21,0.25,747.70
