Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.08,0.72,0.81
1,539,0.01,0.04,0.13,0.93,0.82,4.92
2,540,0.01,0.05,0.12,0.78,0.81,11.67
3,548,0.01,0.06,0.14,0.79,0.82,18.17
4,554,0.01,0.06,0.16,0.88,0.79,24.72
5,555,0.01,0.07,0.20,0.71,0.90,32.16
6,547,0.01,0.08,0.20,1.08,0.95,39.16
7,556,0.02,0.10,0.21,0.87,0.87,47.06
8,556,0.01,0.10,0.22,0.66,0.90,53.80
9,562,0.01,0.11,0.22,0.70,0.89,60.48
10,572,0.01,0.12,0.26,0.84,0.98,67.28
11,570,0.01,0.13,0.26,0.71,0.92,74.07
12,572,0.01,0.12,0.26,0.65,0.95,81.22
13,572,0.01,0.13,0.27,0.70,0.98,88.30
14,578,0.02,0.13,0.27,0.71,1.04,96.03
15,575,0.01,0.13,0.28,0.68,1.00,103.59
16,576,0.01,0.12,0.28,0.71,1.01,110.94
17,571,0.02,0.14,0.28,0.83,1.02,118.76
18,577,0.02,0.14,0.33,0.72,1.07,126.61
19,577,0.01,0.14,0.31,0.67,1.11,134.51
20,606,0.01,0.15,0.32,0.99,1.15,142.86
21,597,0.01,0.14,0.33,1.03,1.10,151.45
22,593,0.01,0.15,0.32,1.10,1.13,160.01
23,587,0.00,0.15,0.35,1.00,1.12,168.23
24,589,0.01,0.16,0.35,0.98,1.19,177.01
25,621,0.01,0.15,0.34,0.98,1.24,185.47
26,608,0.01,0.16,0.36,0.92,1.27,194.42
27,601,0.01,0.16,0.35,0.95,1.22,203.44
28,599,0.02,0.16,0.34,1.14,1.24,212.50
29,594,0.01,0.18,0.36,0.83,1.26,221.26
30,638,0.01,0.18,0.40,0.78,1.30,230.12
31,626,0.02,0.21,0.40,1.07,1.64,243.60
32,613,0.01,0.21,0.41,1.08,1.51,254.49
33,614,0.01,0.18,0.39,0.76,1.34,264.50
34,604,0.01,0.19,0.39,0.90,1.44,273.91
35,648,0.02,0.19,0.40,1.10,1.35,283.40
36,626,0.01,0.20,0.42,1.01,1.29,292.55
37,610,0.01,0.18,0.43,0.97,1.31,301.60
38,608,0.01,0.19,0.43,1.03,1.35,310.78
39,603,0.01,0.22,0.43,1.03,1.41,319.72
40,655,0.01,0.19,0.43,1.13,1.42,329.05
41,651,0.01,0.20,0.43,1.18,1.37,338.72
42,641,0.01,0.20,0.42,1.15,1.39,348.11
43,623,0.01,0.20,0.45,1.01,1.33,357.22
44,617,0.01,0.20,0.44,0.98,1.37,366.55
45,679,0.02,0.22,0.44,1.07,1.38,375.77
46,678,0.01,0.20,0.43,0.91,1.36,385.15
47,666,0.01,0.20,0.44,1.11,1.59,395.48
48,647,0.01,0.21,0.45,1.47,1.69,410.11
49,622,0.02,0.21,0.44,1.77,2.59,425.27
50,690,0.01,0.22,0.44,1.24,1.81,437.04
51,676,0.01,0.24,0.46,1.43,1.73,448.09
52,662,0.02,0.22,0.44,1.32,1.65,459.19
53,643,0.01,0.20,0.44,1.19,1.33,468.92
54,631,0.01,0.21,0.46,1.06,1.36,478.26
55,702,0.01,0.21,0.46,0.97,1.35,487.64
56,689,0.01,0.25,0.47,1.32,1.51,497.16
57,673,0.01,0.24,0.46,1.51,1.75,510.31
58,657,0.01,0.22,0.46,1.61,1.53,523.19
59,640,0.01,0.24,0.47,1.14,1.42,533.58
60,707,0.01,0.23,0.48,1.08,1.40,543.12
61,697,0.01,0.25,0.46,1.17,1.53,552.86
62,688,0.01,0.26,0.46,1.20,1.57,563.27
63,666,0.02,0.24,0.46,1.14,1.50,573.94
64,657,0.01,0.23,0.46,1.28,1.38,583.70
65,722,0.01,0.23,0.46,1.19,1.29,592.73
66,718,0.01,0.27,0.48,1.41,2.00,603.29
67,706,0.01,0.24,0.47,1.47,1.61,614.72
68,702,0.01,0.23,0.46,1.31,1.65,625.87
69,679,0.01,0.24,0.46,1.09,1.58,636.89
70,743,0.01,0.22,0.46,1.16,1.44,647.00
71,724,0.01,0.24,0.51,1.25,1.39,657.25
72,701,0.01,0.23,0.48,1.13,2.10,668.03
73,683,0.01,0.24,0.49,1.55,1.80,682.36
74,668,0.01,0.24,0.47,1.51,1.67,694.30
75,730,0.02,0.23,0.47,1.56,1.68,706.51
76,711,0.02,0.24,0.48,1.28,1.52,718.96
77,695,0.01,0.25,0.47,1.11,1.60,729.98
78,682,0.02,0.24,0.47,1.11,1.45,741.36
79,653,0.02,0.23,0.47,1.18,1.31,750.91
