Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.03,1.29,2.62
1,180,-45.59,-10.82,-6.86,0.39,1.43,6.28
2,177,-42.27,-9.19,-6.18,0.30,1.16,9.21
3,183,-45.43,-9.38,-5.89,0.40,1.37,12.79
4,183,-36.98,-8.45,-5.89,0.36,1.17,15.92
5,184,-56.38,-8.98,-5.68,0.31,1.24,19.16
6,190,-34.98,-8.49,-1.58,0.38,1.35,22.74
7,185,-37.52,-8.36,-4.51,0.43,1.43,26.42
8,189,-11.56,-7.16,-4.58,0.46,1.55,30.51
9,193,-21.13,-7.70,-4.58,0.34,1.46,33.98
10,189,-27.31,-6.66,-2.53,0.68,1.10,37.37
11,189,-36.81,-7.61,-4.58,0.55,1.74,41.80
12,187,-14.45,-6.79,-3.88,0.36,1.17,45.08
13,184,-22.97,-7.12,-3.88,0.46,1.30,48.82
14,185,-44.63,-8.56,-3.88,0.32,1.10,51.61
15,187,-37.25,-7.67,-3.88,0.45,1.17,54.74
16,191,-42.95,-7.55,-3.46,0.34,1.06,57.49
17,190,-40.18,-7.46,-3.88,0.34,1.34,60.71
18,190,-36.42,-7.86,-3.88,0.32,1.29,64.15
19,189,-43.26,-7.35,-3.47,0.51,1.15,67.39
20,190,-40.85,-7.07,-3.88,0.35,1.17,70.46
21,194,-36.83,-7.01,-3.88,0.46,1.18,73.57
22,190,-31.00,-7.03,-3.88,0.30,1.09,76.60
23,188,-27.28,-6.99,-3.88,0.32,1.03,79.29
24,192,-21.97,-6.98,-3.88,0.37,1.17,82.46
25,189,-33.71,-7.08,-3.88,0.24,1.14,85.45
26,192,-29.98,-6.87,-4.33,0.37,1.20,88.46
27,189,-30.52,-6.62,-3.69,0.29,1.06,91.25
28,194,-21.70,-7.18,-3.66,0.34,1.20,94.38
29,193,-32.67,-7.03,-3.88,0.39,1.21,97.61
30,194,-33.99,-6.75,-3.88,0.37,1.25,100.85
31,196,-28.42,-6.86,-3.88,0.39,1.40,104.16
32,198,-31.21,-7.11,-3.88,0.37,1.28,107.47
33,198,-33.37,-6.82,-3.34,0.30,1.34,110.59
34,197,-38.59,-6.65,-3.88,0.33,1.29,114.07
35,196,-22.48,-6.19,-3.88,0.33,1.35,117.42
36,196,-42.73,-6.69,-3.88,0.42,1.38,121.11
37,195,-13.50,-6.24,-3.88,0.30,1.36,124.65
38,197,-34.10,-6.25,-3.25,0.44,1.50,129.02
39,195,-45.29,-7.02,-3.88,0.33,1.40,132.66
40,196,-26.48,-6.06,-3.17,0.32,1.52,136.85
41,200,-15.10,-5.91,-3.88,0.33,1.60,141.62
42,199,-38.48,-5.97,-0.13,0.31,1.52,145.41
43,203,-13.10,-5.92,-2.18,0.42,1.90,150.56
44,196,-31.80,-6.06,-1.46,0.39,1.51,154.47
45,196,-22.76,-5.36,-1.46,0.27,1.52,157.92
46,195,-20.88,-5.99,-1.46,0.32,1.68,162.45
47,198,-20.88,-5.42,0.41,0.38,1.68,166.45
48,202,-22.23,-5.93,-1.46,0.09,1.54,169.93
49,198,-30.40,-5.74,-1.46,0.22,1.40,173.33
50,196,-28.38,-6.06,-1.46,0.38,1.53,177.81
51,197,-20.88,-5.45,-0.21,0.33,1.64,181.73
52,196,-35.03,-5.69,1.06,0.31,1.47,185.33
53,198,-35.79,-5.74,1.06,0.42,1.73,190.17
54,199,-26.12,-5.55,1.06,0.27,1.68,194.09
55,200,-24.73,-5.94,1.06,0.27,1.61,198.36
56,198,-20.88,-5.17,-0.25,0.41,1.65,202.25
57,202,-20.88,-5.45,-1.19,0.25,1.81,206.07
58,200,-22.59,-5.60,1.58,0.40,1.67,209.85
59,200,-20.88,-5.79,0.49,0.62,1.55,213.91
60,203,-30.90,-5.85,0.49,0.25,1.53,217.72
61,208,-20.88,-5.47,0.49,0.39,1.60,221.57
62,207,-20.88,-5.42,0.49,0.57,1.62,225.72
63,206,-28.68,-5.00,2.22,0.43,1.48,229.57
64,203,-36.55,-5.83,1.08,0.37,1.83,234.28
65,204,-34.62,-5.52,1.08,0.33,1.67,238.17
66,204,-30.15,-5.33,1.08,0.23,1.81,242.08
67,209,-29.87,-5.38,5.43,0.31,1.79,246.12
68,210,-20.88,-5.01,1.08,0.43,1.90,251.15
69,209,-20.88,-5.14,1.08,0.36,1.60,255.30
70,208,-22.85,-4.96,1.08,0.47,1.53,259.14
71,211,-31.68,-5.56,1.08,0.38,1.91,263.69
72,208,-39.94,-5.09,0.22,0.35,1.76,267.78
73,212,-30.57,-4.63,1.08,0.24,1.67,271.77
74,214,-21.16,-5.52,0.22,0.37,2.02,276.45
75,216,-28.62,-4.87,1.53,0.37,1.95,280.99
76,215,-30.20,-4.62,3.14,0.30,1.67,285.53
77,213,-41.64,-5.28,2.87,0.50,1.78,290.92
78,216,-20.88,-4.71,2.87,0.30,1.81,295.67
79,217,-20.88,-4.46,2.87,0.23,1.95,300.04
