Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.02,1.30,1.32
1,180,-45.59,-10.82,-6.86,0.34,1.25,6.40
2,177,-42.27,-9.19,-6.18,0.27,0.99,12.43
3,185,-45.64,-9.91,-5.92,0.43,1.21,17.93
4,185,-37.40,-8.50,-6.28,0.55,1.06,24.51
5,187,-38.08,-8.10,-5.70,0.24,1.12,30.70
6,190,-28.95,-7.79,-5.40,0.38,1.32,36.74
7,189,-43.70,-8.11,-5.32,0.38,1.42,44.20
8,193,-20.36,-7.28,-4.95,0.29,1.40,52.29
9,194,-10.84,-7.17,-5.09,0.60,1.33,59.78
10,201,-22.14,-6.32,2.12,0.42,1.29,66.09
11,199,-36.39,-7.55,-2.58,0.57,1.57,72.23
12,198,-35.25,-7.15,-2.58,0.45,1.33,80.08
13,200,-16.16,-7.00,-2.58,0.37,1.33,86.22
14,198,-39.26,-8.14,-2.58,0.44,1.43,92.62
15,205,-30.56,-7.46,-2.58,0.37,1.58,99.16
16,199,-41.66,-6.93,-2.58,0.43,1.17,105.82
17,195,-44.24,-7.14,1.64,0.48,1.52,112.60
18,195,-24.47,-6.89,-2.58,0.50,1.62,120.75
19,199,-63.36,-7.55,-2.58,0.40,1.47,128.46
20,206,-29.38,-6.72,-2.58,0.33,1.38,135.15
21,203,-62.34,-7.31,-2.58,0.36,1.63,142.42
22,199,-43.79,-7.14,-2.58,0.29,1.43,149.73
23,202,-45.63,-8.06,-2.83,0.49,1.45,156.95
24,204,-26.75,-6.71,-2.58,0.45,1.63,164.50
25,210,-44.41,-6.80,-2.58,0.41,1.25,171.41
26,202,-29.67,-6.58,-2.58,0.31,1.28,177.69
27,199,-35.66,-6.95,-2.58,0.23,1.29,185.16
28,198,-35.36,-6.70,-2.58,0.40,1.45,192.67
29,199,-36.16,-6.68,-2.58,0.30,1.33,200.39
30,211,-40.82,-6.61,-2.58,0.27,1.36,207.79
31,209,-17.24,-6.33,-2.58,0.35,1.44,215.58
32,206,-37.69,-7.34,1.42,0.39,1.25,223.61
33,205,-35.84,-6.37,0.10,0.27,1.38,231.07
34,202,-43.40,-6.45,0.10,0.35,1.45,239.11
35,211,-34.39,-6.39,0.10,0.35,1.36,247.44
36,212,-42.16,-7.71,0.10,0.52,1.71,255.78
37,210,-38.99,-6.14,0.10,0.38,1.75,265.22
38,210,-34.39,-5.69,0.10,0.42,1.83,273.80
39,212,-46.34,-6.19,0.10,0.50,2.21,283.51
40,228,-45.07,-6.50,1.74,0.36,2.24,292.34
41,223,-43.36,-6.75,0.10,0.43,2.50,301.71
42,223,-45.15,-7.10,1.95,0.54,1.76,310.87
43,221,-25.67,-5.30,0.10,0.29,2.87,320.47
44,221,-45.57,-6.80,0.10,0.31,1.95,329.75
45,252,-44.56,-4.81,4.25,0.27,1.97,337.67
46,253,-43.48,-5.96,2.40,0.43,2.78,347.28
47,253,-44.24,-5.40,2.40,0.62,1.82,357.90
48,253,-19.90,-5.05,2.40,0.26,1.90,367.04
49,254,-41.85,-5.53,2.40,0.37,1.99,376.97
50,289,-30.47,-4.84,2.40,0.41,1.83,385.58
51,289,-29.68,-5.16,2.40,0.40,1.98,395.27
52,288,-40.80,-4.53,2.40,0.55,1.82,404.15
53,289,-38.03,-4.99,2.40,0.58,2.66,413.74
54,287,-43.91,-5.42,2.40,0.44,1.99,423.60
55,322,-37.27,-5.32,2.40,0.49,1.93,432.05
56,324,-37.94,-4.57,2.40,0.40,1.70,440.36
57,318,-41.84,-5.23,2.40,0.40,1.92,448.89
58,315,-45.19,-5.09,2.40,0.46,1.85,458.37
59,314,-33.39,-4.62,2.40,0.39,1.81,467.27
60,348,-32.80,-5.02,2.40,0.27,1.94,475.66
61,348,-39.76,-4.50,2.40,0.43,1.66,483.91
62,349,-25.87,-3.84,2.40,0.39,1.93,492.28
63,348,-45.19,-2.82,4.45,0.51,1.60,500.18
64,335,-54.12,-3.24,3.33,0.40,1.74,508.46
65,366,-45.86,-4.28,3.33,0.43,1.30,517.40
66,357,-31.18,-4.39,3.33,0.46,1.46,525.63
67,344,-44.09,-2.76,9.31,0.37,1.03,533.30
68,329,-24.09,-2.92,6.19,0.23,1.60,540.02
69,320,-29.97,-3.54,6.19,0.37,1.29,549.19
70,336,-31.34,-3.09,6.19,0.29,1.24,556.79
71,332,-30.19,-2.56,6.19,0.56,1.41,563.73
72,323,-36.56,-3.83,6.19,0.32,1.49,572.11
73,317,-38.36,-2.97,6.19,0.47,1.38,580.07
74,319,-28.28,-2.89,6.19,0.49,1.48,587.74
75,336,-30.28,-3.30,6.19,0.38,1.50,595.70
76,331,-38.03,-1.28,6.99,0.46,1.32,604.22
77,327,-41.01,-2.26,6.19,0.35,1.64,611.23
78,328,-20.87,-3.43,6.19,0.40,1.65,620.05
79,328,-33.91,-3.24,6.19,0.32,1.64,628.15
