Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.02,1.12,4.79
1,180,-45.59,-10.82,-6.86,0.34,1.23,11.13
2,177,-42.27,-9.19,-6.18,0.27,1.02,16.27
3,185,-45.64,-9.91,-5.92,0.44,1.21,22.88
4,185,-37.40,-8.50,-6.28,0.55,1.06,29.33
5,186,-45.96,-8.49,-5.87,0.27,1.26,35.01
6,192,-28.31,-8.07,-5.71,0.47,1.39,42.35
7,191,-27.13,-7.67,-2.40,0.76,1.35,50.58
8,192,-19.06,-7.47,-4.68,0.54,1.26,57.81
9,194,-34.05,-7.56,-4.68,0.37,1.18,64.34
10,196,-61.48,-7.02,2.12,0.32,1.01,70.05
11,197,-25.49,-7.70,-2.58,0.52,1.49,78.29
12,195,-34.85,-7.18,-2.58,0.40,1.15,84.49
13,193,-39.71,-7.35,-2.58,0.32,1.21,90.71
14,194,-39.28,-7.57,-2.58,0.66,1.18,97.20
15,201,-30.08,-7.51,-2.58,0.46,1.13,104.18
16,197,-36.33,-6.70,-1.19,0.46,1.13,110.57
17,198,-30.46,-6.79,-0.99,0.45,1.52,118.59
18,196,-36.15,-7.30,-0.99,0.54,1.60,126.54
19,196,-45.05,-7.20,-0.99,0.44,1.36,133.39
20,205,-39.92,-6.67,-0.99,0.44,1.47,140.39
21,199,-38.22,-6.83,-0.99,0.52,1.49,147.99
22,197,-36.62,-6.87,-0.99,0.55,1.35,155.00
23,202,-31.26,-6.50,-3.95,0.36,1.40,162.38
24,203,-16.92,-6.50,-2.58,0.39,1.76,169.72
25,205,-25.53,-6.37,-2.58,0.39,1.32,176.06
26,202,-35.29,-6.14,-2.58,0.42,1.66,183.61
27,197,-44.95,-6.72,-2.58,0.52,1.54,190.79
28,197,-30.21,-6.66,-2.58,0.64,1.61,198.74
29,195,-34.07,-6.05,-2.58,0.64,1.57,206.12
30,203,-43.69,-6.10,-2.58,0.51,1.82,213.76
31,201,-34.34,-6.71,-2.58,0.53,1.75,221.93
32,198,-38.84,-6.35,-2.58,0.46,1.78,229.39
33,196,-38.15,-6.32,-2.58,0.58,1.93,237.28
34,197,-34.09,-6.10,-3.81,0.58,1.70,245.70
35,203,-30.07,-5.46,-2.34,0.29,1.86,253.51
36,206,-40.83,-6.64,-3.00,0.37,1.77,263.05
37,197,-33.98,-6.02,-3.72,0.46,1.84,271.52
38,199,-44.58,-6.13,-3.59,0.48,1.82,280.76
39,198,-45.15,-5.91,3.00,0.41,1.93,289.70
40,206,-46.04,-5.82,2.37,0.31,1.96,298.74
41,205,-24.36,-5.24,2.37,0.42,2.14,308.54
42,201,-34.87,-5.16,5.49,0.40,1.87,317.27
43,201,-42.06,-5.90,1.48,0.48,2.07,327.46
44,198,-34.16,-5.60,2.37,0.40,1.62,335.39
45,215,-32.76,-4.59,4.25,0.54,1.84,344.02
46,211,-25.46,-5.16,2.40,0.49,2.32,355.42
47,212,-26.96,-4.16,2.40,0.33,1.78,364.84
48,217,-22.34,-5.29,2.40,0.58,2.49,374.56
49,215,-40.54,-4.24,2.40,0.46,2.10,383.29
50,234,-32.93,-4.09,2.40,0.62,1.95,392.84
51,232,-42.66,-4.52,2.40,0.28,2.12,401.74
52,231,-24.48,-2.93,2.40,0.45,1.78,410.48
53,231,-30.63,-4.33,2.40,0.24,2.18,421.12
54,230,-40.93,-4.26,2.40,0.30,1.88,429.58
55,251,-31.30,-4.45,2.40,0.36,1.84,438.23
56,252,-34.35,-3.01,2.40,0.71,1.57,446.54
57,255,-37.01,-4.24,2.40,0.46,2.26,456.01
58,252,-38.34,-4.00,2.40,0.33,1.88,465.03
59,255,-17.05,-3.93,2.40,0.43,1.77,473.41
60,278,-15.70,-4.05,2.40,0.32,1.80,481.76
61,277,-30.98,-3.79,2.40,0.52,1.93,489.91
62,276,-31.14,-3.37,2.86,0.42,1.62,498.02
63,272,-17.64,-1.51,4.64,0.38,1.59,506.27
64,261,-36.04,-2.94,4.64,0.45,1.99,515.62
65,284,-36.33,-3.71,4.64,0.36,1.80,523.64
66,284,-30.93,-3.96,4.64,0.25,1.78,531.82
67,274,-43.00,-0.72,9.44,0.21,1.26,538.13
68,262,-25.84,-2.51,6.88,0.48,2.06,547.48
69,250,-35.79,-3.11,6.88,0.33,1.64,555.20
70,261,-36.36,-2.75,6.88,0.28,1.41,561.71
71,260,-30.29,-1.66,6.88,0.40,1.98,570.24
72,258,-43.71,-2.72,6.88,0.44,2.37,578.17
73,262,-30.80,-1.84,6.88,0.39,1.84,585.71
74,260,-26.00,-1.04,6.88,0.34,1.85,593.76
75,280,-37.88,-2.78,6.88,0.43,2.18,602.39
76,270,-44.53,-0.79,6.88,0.33,1.50,609.21
77,263,-31.54,-1.62,6.88,0.35,2.02,617.95
78,252,-22.09,-2.23,6.88,0.33,1.89,626.14
79,249,-22.26,-2.74,6.88,0.34,1.88,633.88
