Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,420,0.01,0.03,0.10,0.04,0.49,0.54
1,428,0.01,0.04,0.11,0.20,0.08,1.33
2,439,0.01,0.05,0.13,0.26,0.21,3.15
3,439,0.01,0.05,0.16,0.26,0.21,4.83
4,450,0.01,0.06,0.18,0.23,0.17,6.77
5,453,0.01,0.07,0.21,0.13,0.21,8.70
6,453,0.01,0.08,0.19,0.19,0.12,10.55
7,453,0.01,0.08,0.19,0.24,0.29,12.67
8,449,0.01,0.09,0.23,0.16,0.13,14.59
9,455,0.02,0.10,0.24,0.27,0.14,16.54
10,463,0.01,0.11,0.24,0.14,0.12,18.62
11,461,0.01,0.11,0.25,0.45,0.13,20.94
12,456,0.01,0.11,0.25,0.21,0.21,22.95
13,457,0.01,0.11,0.25,0.28,0.33,25.09
14,448,0.01,0.11,0.25,0.20,0.31,27.38
15,470,0.01,0.11,0.25,0.20,0.12,29.48
16,474,0.01,0.12,0.28,0.18,0.23,31.67
17,476,0.01,0.13,0.28,0.30,0.17,33.99
18,475,0.01,0.15,0.33,0.29,0.15,36.27
19,466,0.01,0.16,0.32,0.34,0.33,38.77
20,494,0.01,0.17,0.34,0.42,0.33,41.37
21,492,0.01,0.15,0.34,0.32,0.25,43.51
22,488,0.01,0.16,0.33,0.21,0.26,46.00
23,480,0.02,0.15,0.36,0.27,0.19,48.65
24,478,0.02,0.17,0.35,0.25,0.15,51.05
25,520,0.02,0.16,0.41,0.30,0.22,53.61
26,505,0.01,0.17,0.39,0.22,0.15,56.12
27,497,0.02,0.17,0.38,0.31,0.14,58.64
28,490,0.02,0.17,0.39,0.29,0.29,61.17
29,486,0.01,0.17,0.39,0.36,0.15,63.56
30,520,0.02,0.19,0.45,0.21,0.17,66.15
31,504,0.01,0.18,0.42,0.27,0.25,68.94
32,504,0.02,0.19,0.41,0.22,0.20,71.67
33,496,0.02,0.18,0.39,0.21,0.25,74.40
34,488,0.01,0.19,0.42,0.18,0.17,76.96
35,523,0.01,0.20,0.42,0.22,0.24,79.66
36,518,0.01,0.20,0.43,0.30,0.29,82.73
37,510,0.01,0.19,0.42,0.43,0.14,85.31
38,511,0.01,0.21,0.42,0.26,0.28,88.11
39,507,0.01,0.21,0.42,0.23,0.23,90.79
40,544,0.01,0.24,0.44,0.22,0.22,93.40
41,527,0.00,0.21,0.42,0.23,0.14,96.12
42,527,0.02,0.20,0.42,0.48,0.16,98.80
43,518,0.01,0.20,0.45,0.56,0.15,101.55
44,513,0.01,0.18,0.42,0.49,0.16,104.20
45,551,0.02,0.20,0.43,0.25,0.22,107.02
46,538,0.02,0.18,0.42,0.22,0.16,109.67
47,531,0.01,0.18,0.42,0.21,0.24,112.42
48,517,0.01,0.17,0.42,0.32,0.21,115.32
49,508,0.01,0.17,0.43,0.26,0.28,118.17
50,529,0.01,0.18,0.43,0.36,0.15,120.78
51,515,0.01,0.18,0.42,0.29,0.24,123.52
52,513,0.01,0.19,0.42,0.31,0.17,126.32
53,506,0.01,0.19,0.42,0.28,0.22,129.10
54,496,0.01,0.20,0.45,0.19,0.16,131.74
55,523,0.01,0.20,0.44,0.33,0.22,134.49
56,514,0.01,0.18,0.43,0.19,0.30,137.30
57,509,0.01,0.21,0.44,0.48,0.19,140.35
58,504,0.01,0.20,0.44,0.26,0.14,143.22
59,504,0.02,0.20,0.44,0.33,0.15,146.13
60,583,0.01,0.22,0.44,0.21,0.30,149.06
61,577,0.01,0.19,0.44,0.35,0.18,151.93
62,575,0.02,0.19,0.44,0.45,0.32,155.25
63,567,0.01,0.20,0.48,0.29,0.23,158.39
64,553,0.01,0.18,0.45,0.29,0.24,161.31
65,626,0.01,0.19,0.45,0.25,0.32,164.41
66,616,0.02,0.20,0.47,0.56,0.15,167.58
67,602,0.02,0.21,0.46,0.32,0.21,170.78
68,593,0.01,0.21,0.47,0.39,0.15,174.07
69,577,0.01,0.21,0.45,0.29,0.24,177.01
70,668,0.01,0.21,0.47,0.43,0.16,180.33
71,658,0.01,0.22,0.50,0.42,0.16,183.35
72,642,0.02,0.24,0.50,0.54,0.16,186.80
73,619,0.02,0.23,0.50,0.28,0.32,190.07
74,593,0.01,0.20,0.49,0.43,0.19,193.23
75,653,0.01,0.19,0.49,0.45,0.24,196.72
76,625,0.01,0.20,0.49,0.40,0.17,200.15
77,599,0.01,0.23,0.52,0.28,0.14,203.34
78,578,0.01,0.21,0.50,0.32,0.17,206.54
79,560,0.01,0.19,0.49,0.26,0.24,209.66
80,607,0.01,0.20,0.49,0.44,0.37,212.91
81,585,0.01,0.21,0.51,0.34,0.21,216.25
82,572,0.01,0.20,0.48,0.47,0.34,219.75
83,556,0.00,0.22,0.50,0.35,0.25,222.94
84,551,0.01,0.24,0.52,0.35,0.40,226.24
85,646,0.01,0.23,0.49,0.53,0.19,229.13
86,634,0.01,0.22,0.49,0.47,0.21,232.70
87,615,0.01,0.22,0.48,0.27,0.27,236.11
88,587,0.01,0.22,0.50,0.42,0.31,239.64
89,561,0.01,0.18,0.47,0.28,0.16,242.87
90,651,0.02,0.20,0.47,0.42,0.17,245.95
91,634,0.01,0.19,0.47,0.33,0.16,249.32
92,609,0.01,0.22,0.48,0.41,0.28,252.59
93,585,0.01,0.20,0.48,0.44,0.37,255.92
94,561,0.02,0.22,0.48,0.28,0.19,259.02
95,636,0.01,0.21,0.48,0.51,0.16,262.53
96,624,0.01,0.23,0.48,0.41,0.22,266.21
97,604,0.01,0.22,0.48,0.47,0.17,269.62
98,586,0.01,0.23,0.51,0.39,0.19,272.79
99,565,0.01,0.21,0.49,0.51,0.15,276.09
100,655,0.01,0.21,0.48,0.30,0.28,279.37
101,638,0.01,0.20,0.48,0.63,0.18,283.11
102,626,0.01,0.24,0.48,0.42,0.25,286.89
