Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.10,1.00,1.11
1,539,0.01,0.04,0.13,1.14,0.98,3.25
2,540,0.01,0.05,0.12,0.96,1.00,5.23
3,548,0.01,0.06,0.14,1.03,1.35,7.63
4,554,0.01,0.06,0.16,1.21,1.03,9.89
5,564,0.01,0.07,0.19,0.85,1.03,11.79
6,550,0.01,0.08,0.22,0.94,1.04,13.78
7,556,0.01,0.10,0.26,1.16,1.12,16.07
8,559,0.01,0.10,0.25,0.98,1.15,18.22
9,556,0.01,0.12,0.27,1.08,1.30,20.62
10,557,0.00,0.13,0.28,1.35,1.25,23.25
11,561,0.01,0.15,0.30,1.34,1.34,25.95
12,566,0.01,0.15,0.30,1.21,1.54,28.72
13,566,0.02,0.16,0.31,0.66,1.50,30.90
14,572,0.01,0.15,0.30,0.94,1.48,33.35
15,560,0.02,0.17,0.34,0.78,1.58,35.73
16,566,0.01,0.18,0.33,0.56,1.62,37.93
17,566,0.01,0.18,0.34,0.79,1.69,40.42
18,564,0.01,0.20,0.34,1.17,1.79,43.40
19,562,0.02,0.20,0.35,0.98,1.84,46.24
20,570,0.01,0.20,0.35,0.75,1.83,48.84
21,558,0.01,0.22,0.37,0.77,1.97,51.60
22,555,0.01,0.21,0.37,0.64,1.96,54.22
23,554,0.02,0.22,0.39,0.79,1.91,56.94
24,560,0.02,0.20,0.36,0.78,1.90,59.64
25,554,0.02,0.22,0.38,0.67,1.65,61.98
26,559,0.02,0.23,0.39,0.61,1.66,64.27
27,568,0.02,0.23,0.40,0.52,2.45,67.27
28,569,0.02,0.23,0.38,0.83,2.06,70.17
29,567,0.01,0.24,0.37,0.86,2.22,73.27
30,567,0.01,0.25,0.39,0.75,2.20,76.25
31,566,0.01,0.25,0.41,0.76,2.16,79.19
32,559,0.02,0.25,0.40,0.85,2.26,82.32
33,560,0.02,0.25,0.39,0.85,2.32,85.51
34,559,0.01,0.26,0.41,0.87,2.28,88.68
35,558,0.01,0.23,0.40,0.75,2.29,91.74
36,560,0.02,0.26,0.42,0.80,1.99,94.55
37,556,0.01,0.26,0.40,0.74,2.09,97.40
38,560,0.01,0.26,0.40,0.66,2.20,100.27
39,557,0.02,0.27,0.41,0.68,2.21,103.18
40,560,0.01,0.26,0.40,0.64,2.22,106.07
41,568,0.01,0.26,0.40,0.64,2.25,108.98
42,562,0.02,0.27,0.40,0.77,2.29,112.05
43,561,0.01,0.26,0.40,0.91,2.22,115.20
44,564,0.01,0.25,0.40,0.71,2.20,118.14
45,568,0.02,0.27,0.41,0.54,2.02,120.72
46,568,0.02,0.27,0.40,0.57,2.07,123.38
47,569,0.01,0.27,0.41,0.59,2.01,126.00
48,566,0.02,0.27,0.42,0.57,2.06,128.65
49,570,0.02,0.27,0.41,0.55,2.03,131.25
50,565,0.02,0.28,0.42,0.63,2.06,133.96
51,572,0.01,0.26,0.42,0.55,2.01,136.55
52,558,0.01,0.26,0.42,0.60,1.99,139.15
53,562,0.01,0.27,0.42,0.68,1.94,141.80
54,569,0.02,0.27,0.43,0.69,1.82,144.33
55,568,0.01,0.27,0.42,0.59,1.96,146.90
56,572,0.02,0.25,0.42,0.66,1.87,149.45
57,564,0.02,0.28,0.43,0.66,1.93,152.06
58,566,0.01,0.26,0.42,0.55,1.93,154.57
59,569,0.02,0.27,0.43,0.79,1.93,157.30
60,568,0.02,0.28,0.43,0.75,2.04,160.11
61,581,0.01,0.25,0.42,0.60,2.14,162.87
62,576,0.02,0.26,0.42,0.54,2.12,165.54
63,572,0.01,0.26,0.42,0.76,1.99,168.32
64,570,0.02,0.28,0.42,0.51,1.93,170.78
65,579,0.01,0.25,0.42,0.66,1.87,173.32
66,573,0.02,0.28,0.43,0.66,1.99,175.99
67,576,0.01,0.29,0.46,0.62,2.09,178.71
68,574,0.02,0.26,0.44,0.79,1.92,181.44
69,575,0.02,0.26,0.43,0.81,1.89,184.17
70,575,0.01,0.29,0.45,0.67,1.98,186.83
71,571,0.01,0.28,0.44,0.82,1.92,189.59
72,569,0.02,0.27,0.44,0.84,1.92,192.37
73,569,0.01,0.27,0.43,0.68,1.92,194.99
74,572,0.01,0.28,0.44,0.72,2.23,197.97
75,576,0.01,0.28,0.44,0.60,1.89,200.48
76,576,0.01,0.26,0.44,0.76,1.79,203.04
77,575,0.01,0.29,0.44,0.93,1.91,205.90
78,577,0.02,0.28,0.44,0.70,1.97,208.58
79,579,0.01,0.27,0.44,0.93,2.15,211.68
