Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.02,1.60,1.63
1,180,-45.59,-10.82,-6.86,0.40,1.44,4.85
2,177,-42.27,-9.19,-6.18,0.32,1.16,8.20
3,185,-45.64,-9.91,-5.92,0.50,1.41,11.62
4,185,-37.40,-8.50,-6.28,0.62,1.21,15.40
5,189,-38.05,-8.37,-5.87,0.34,1.12,18.72
6,189,-36.74,-8.08,-2.76,0.30,1.14,21.60
7,186,-45.85,-8.18,-4.44,0.39,1.22,24.81
8,190,-33.98,-7.79,-4.44,0.81,1.44,28.72
9,190,-13.15,-7.39,-4.44,0.43,1.28,32.24
10,190,-34.36,-6.97,2.04,0.41,1.08,35.63
11,192,-43.93,-7.86,-3.30,0.48,1.45,39.08
12,189,-35.12,-7.25,-3.30,0.31,1.06,42.86
13,191,-37.50,-7.83,-3.30,0.34,1.10,45.78
14,192,-35.06,-8.09,-3.30,0.46,1.14,49.20
15,194,-32.11,-7.64,-3.30,0.46,1.17,52.75
16,193,-26.51,-6.98,-3.30,0.49,1.17,56.09
17,190,-41.76,-7.18,-3.18,0.43,1.36,59.43
18,191,-21.59,-6.91,-3.30,0.55,1.54,63.37
19,192,-42.25,-7.21,-3.30,0.34,1.22,66.71
20,196,-17.49,-6.65,-3.30,0.26,1.17,69.74
21,193,-37.67,-7.70,-3.30,0.44,1.24,72.85
22,188,-22.96,-6.76,-3.30,0.38,1.08,75.76
23,190,-16.67,-6.76,-4.44,0.43,1.13,79.15
24,191,-18.04,-6.94,-4.44,0.59,1.24,82.55
25,196,-32.22,-6.69,-0.01,0.45,1.12,85.66
26,195,-22.20,-6.64,-1.89,0.42,1.18,89.03
27,195,-24.00,-6.51,-3.30,0.49,1.11,92.09
28,198,-16.73,-6.85,-3.26,0.42,1.17,95.33
29,198,-43.20,-6.51,-3.30,0.57,1.14,98.88
30,205,-59.47,-6.79,-1.72,0.50,1.45,102.48
31,209,-26.85,-6.79,-2.77,0.48,1.26,105.95
32,202,-32.54,-6.94,-2.77,0.43,1.19,109.19
33,203,-22.91,-6.36,-2.77,0.56,1.30,112.80
34,206,-12.85,-6.24,-2.77,0.50,1.47,116.35
35,210,-42.31,-6.60,0.08,0.33,1.35,119.62
36,206,-29.91,-6.25,0.21,0.52,1.33,123.09
37,217,-45.08,-6.84,0.21,0.34,1.39,126.64
38,212,-31.27,-6.27,0.21,0.56,1.28,130.21
39,212,-34.99,-6.34,0.21,0.38,1.36,133.88
40,217,-36.71,-6.21,4.63,0.34,1.22,137.11
41,215,-29.89,-6.26,2.32,0.46,1.51,140.68
42,216,-41.44,-6.34,2.32,0.87,1.17,144.38
43,217,-44.49,-6.79,2.32,0.34,1.38,147.71
44,215,-42.35,-6.50,2.32,0.48,1.15,151.16
45,219,-27.44,-6.02,2.32,0.53,1.22,154.64
46,218,-30.62,-6.59,2.32,0.46,1.43,158.35
47,224,-28.92,-6.05,2.32,0.33,1.33,161.87
48,221,-29.67,-6.03,2.32,0.29,1.39,165.31
49,221,-39.97,-6.21,2.32,0.40,1.21,168.74
50,225,-37.13,-6.78,2.63,0.40,1.32,172.14
51,227,-29.84,-6.15,2.32,0.46,1.47,175.86
52,227,-37.74,-5.80,2.32,0.30,1.41,179.31
53,225,-42.82,-6.55,2.32,0.53,1.44,183.20
54,225,-38.89,-5.74,2.32,0.58,1.33,187.14
55,227,-36.41,-6.24,2.32,0.40,1.30,190.53
56,230,-19.96,-5.53,2.27,0.26,1.18,194.02
57,227,-37.23,-6.28,2.32,0.49,1.18,197.39
58,232,-30.91,-6.20,2.32,0.44,1.35,201.00
59,230,-37.37,-5.74,2.32,0.31,1.28,204.28
60,235,-37.57,-6.03,2.32,0.22,1.28,207.56
61,235,-39.57,-6.24,2.32,0.50,1.20,211.10
62,236,-37.67,-6.52,2.32,0.61,1.31,214.73
63,232,-36.05,-5.63,2.75,0.40,1.09,217.88
64,230,-17.11,-5.52,2.32,0.47,1.42,221.32
65,236,-37.42,-6.12,2.32,0.38,1.33,225.07
66,239,-50.53,-7.21,2.32,0.23,1.39,228.60
67,237,-46.51,-5.82,2.32,0.35,1.21,232.10
68,238,-44.20,-5.68,2.32,0.44,1.51,235.93
69,235,-35.79,-5.48,2.32,0.39,1.45,239.82
70,245,-16.18,-4.43,2.32,0.37,1.22,243.69
71,244,-47.01,-5.84,2.32,0.37,1.34,247.41
72,247,-36.21,-5.47,2.32,0.25,1.39,250.92
73,249,-16.17,-4.09,2.47,0.41,1.33,254.87
74,250,-44.21,-5.09,2.39,0.33,1.42,258.63
75,257,-44.11,-4.72,2.39,0.52,1.35,262.63
76,254,-45.32,-3.24,6.98,0.43,1.18,266.17
77,252,-38.38,-3.99,3.67,0.63,1.18,269.71
78,251,-36.39,-4.27,3.67,0.39,1.46,273.54
79,253,-26.03,-3.94,3.67,0.29,1.37,277.03
