Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.03,1.43,4.31
1,180,-45.59,-10.82,-6.86,0.34,1.23,10.56
2,177,-42.27,-9.19,-6.18,0.27,1.01,15.97
3,185,-45.64,-9.91,-5.92,0.43,1.22,22.20
4,185,-37.40,-8.50,-6.28,0.53,1.21,28.83
5,186,-45.96,-8.49,-5.87,0.26,1.28,35.27
6,192,-28.31,-8.08,-5.71,0.47,1.39,42.22
7,191,-27.13,-7.53,-2.40,0.76,1.35,50.22
8,195,-38.75,-8.34,-4.68,0.47,1.35,57.82
9,191,-22.85,-7.49,-4.68,0.41,1.04,64.44
10,192,-41.39,-7.29,2.12,0.48,0.97,70.31
11,191,-20.10,-7.17,-2.58,0.43,1.46,78.06
12,188,-22.80,-6.93,-2.58,0.31,1.05,84.35
13,190,-21.97,-7.14,-2.58,0.59,1.12,90.77
14,192,-38.96,-8.58,-2.58,0.47,1.14,97.02
15,198,-40.00,-7.18,-2.58,0.42,1.34,103.95
16,198,-19.83,-6.53,-2.18,0.73,1.21,111.12
17,193,-44.24,-7.07,-0.17,0.38,1.38,117.89
18,193,-31.56,-7.25,-0.17,0.45,1.44,125.78
19,194,-36.15,-6.80,-0.17,0.26,1.39,133.12
20,200,-30.35,-6.83,-0.17,0.40,1.27,140.28
21,196,-29.92,-6.60,-0.17,0.26,1.25,146.84
22,191,-36.62,-6.84,-0.17,0.34,1.14,153.47
23,194,-14.33,-6.29,-0.17,0.47,1.21,160.11
24,195,-22.42,-6.67,-0.17,0.39,1.40,167.07
25,198,-24.20,-6.72,-0.17,0.23,1.20,173.45
26,203,-25.25,-6.53,-0.17,0.41,1.48,180.30
27,197,-35.66,-6.62,-0.17,0.56,1.25,187.31
28,201,-34.36,-6.92,-0.17,0.28,1.52,194.64
29,202,-17.45,-6.14,-0.17,0.24,1.47,201.54
30,204,-31.54,-6.54,-0.17,0.47,1.52,209.34
31,206,-23.43,-6.19,-0.17,0.30,1.44,216.89
32,206,-27.65,-6.14,-0.17,0.23,1.61,224.21
33,203,-38.15,-6.22,-0.17,0.41,1.75,231.74
34,203,-35.96,-5.74,-0.17,0.31,2.06,240.74
35,208,-23.75,-5.62,-0.17,0.35,2.10,249.22
36,209,-13.63,-5.40,-0.17,0.46,2.24,258.99
37,205,-45.64,-6.97,-0.17,0.32,1.81,267.57
38,205,-15.34,-5.48,-0.17,0.55,1.87,276.26
39,204,-37.46,-6.19,-0.17,0.37,2.26,285.78
40,214,-44.57,-6.09,-0.17,0.40,1.71,294.01
41,209,-27.33,-5.52,-0.17,0.18,2.59,304.02
42,203,-16.04,-5.30,1.57,0.19,2.14,312.92
43,204,-44.44,-5.86,-0.17,0.50,1.94,321.75
44,205,-31.73,-5.73,-1.87,0.44,1.82,330.63
45,208,-22.76,-4.96,2.47,0.31,1.96,338.82
46,208,-16.43,-5.34,-0.17,0.28,2.55,349.05
47,208,-39.13,-5.81,-0.17,0.41,1.79,357.82
48,209,-40.03,-5.85,-0.17,0.21,2.35,367.91
49,208,-30.84,-5.55,-0.17,0.61,1.99,377.48
50,212,-15.96,-5.02,2.24,0.33,2.40,387.32
51,208,-22.91,-5.16,2.32,0.42,1.90,396.37
52,208,-29.06,-5.16,2.62,0.36,1.91,405.19
53,207,-30.46,-5.13,2.32,0.29,1.88,414.04
54,208,-46.35,-6.69,2.32,0.21,1.92,422.92
55,213,-20.64,-5.52,2.34,0.47,1.59,431.13
56,215,-36.59,-4.77,2.32,0.11,1.80,439.07
57,213,-40.89,-5.74,2.32,0.46,2.38,448.65
58,209,-31.12,-5.42,2.32,0.27,1.72,457.31
59,212,-45.48,-6.44,2.32,0.40,1.85,466.03
60,216,-22.62,-5.16,2.32,0.32,1.78,473.80
61,218,-35.64,-5.23,2.32,0.33,1.74,481.65
62,213,-30.81,-5.19,2.33,0.34,1.65,489.68
63,215,-43.06,-5.77,2.32,0.35,1.63,497.22
64,211,-29.40,-5.40,2.32,0.31,1.63,504.62
65,224,-41.20,-5.49,2.32,0.22,1.44,511.90
66,225,-40.76,-5.91,2.32,0.40,1.56,519.80
67,225,-46.21,-6.61,5.67,0.30,1.54,526.71
68,227,-44.58,-6.25,2.45,0.45,1.55,534.47
69,225,-35.81,-5.71,2.45,0.27,1.45,542.10
70,240,-63.93,-5.83,4.70,0.44,1.46,549.72
71,241,-36.85,-5.06,4.52,0.32,1.70,557.42
72,239,-36.21,-5.02,3.49,0.31,1.55,565.04
73,241,-41.26,-4.69,3.49,0.47,1.49,572.70
74,240,-44.70,-5.45,3.49,0.35,1.88,580.98
75,256,-33.69,-5.80,3.49,0.44,1.61,588.91
76,252,-38.74,-3.48,5.88,0.27,1.36,595.80
77,252,-44.06,-4.08,4.90,0.45,1.75,603.78
78,254,-30.19,-4.33,4.90,0.31,1.88,612.10
79,253,-20.03,-3.53,4.90,0.24,1.45,619.56
