Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.04,1.37,2.85
1,180,-45.59,-10.82,-6.86,0.34,1.23,8.99
2,177,-42.27,-9.19,-6.18,0.27,0.99,14.68
3,185,-45.64,-9.91,-5.92,0.43,1.21,20.55
4,185,-37.40,-8.50,-6.28,0.54,1.06,27.09
5,186,-45.96,-8.49,-5.87,0.25,1.27,33.73
6,192,-28.31,-8.08,-5.71,0.45,1.40,40.36
7,191,-27.13,-7.53,-2.40,0.69,1.45,48.10
8,195,-38.75,-8.34,-4.68,0.47,1.34,56.00
9,191,-22.85,-7.49,-4.68,0.37,1.08,62.99
10,192,-41.39,-7.29,2.12,0.48,0.96,68.86
11,191,-20.10,-7.17,-2.58,0.41,1.48,76.17
12,188,-22.80,-6.93,-2.58,0.33,1.07,82.99
13,190,-21.97,-7.14,-2.58,0.61,1.12,89.05
14,192,-38.96,-8.58,-2.58,0.47,1.14,95.41
15,198,-40.00,-7.18,-2.58,0.44,1.33,102.19
16,198,-19.83,-6.53,-2.18,0.71,1.22,109.19
17,193,-44.24,-7.07,-0.17,0.35,1.41,116.13
18,193,-31.56,-7.25,-0.17,0.47,1.44,123.88
19,194,-36.15,-6.80,-0.17,0.28,1.32,131.47
20,200,-30.35,-6.83,-0.17,0.38,1.28,138.60
21,196,-29.92,-6.60,-0.17,0.25,1.30,145.33
22,191,-36.62,-6.84,-0.17,0.35,1.14,151.99
23,194,-14.33,-6.29,-0.17,0.45,1.25,158.42
24,195,-22.42,-6.67,-0.17,0.40,1.40,165.28
25,198,-24.20,-6.72,-0.17,0.23,1.20,172.02
26,203,-25.25,-6.53,-0.17,0.40,1.41,178.40
27,197,-35.66,-6.62,-0.17,0.53,1.26,185.51
28,201,-34.36,-6.92,-0.17,0.29,1.44,192.84
29,202,-17.45,-6.14,-0.17,0.25,1.49,199.83
30,204,-31.54,-6.54,-0.17,0.48,1.53,207.35
31,206,-23.43,-6.19,-0.17,0.31,1.45,215.14
32,206,-27.65,-6.14,-0.17,0.23,1.64,222.36
33,203,-38.15,-6.22,-0.17,0.43,1.73,229.57
34,203,-35.96,-5.74,-0.17,0.32,2.04,238.37
35,208,-23.75,-5.62,-0.17,0.36,2.13,246.77
36,209,-13.63,-5.40,-0.17,0.46,2.37,256.29
37,205,-45.64,-6.97,-0.17,0.33,1.77,265.43
38,205,-15.34,-5.48,-0.17,0.56,1.87,273.84
39,204,-37.46,-6.19,-0.17,0.35,2.23,283.15
40,214,-44.57,-6.09,-0.17,0.40,1.72,291.89
41,209,-27.33,-5.52,-0.17,0.17,2.56,301.25
42,203,-16.04,-5.30,1.57,0.17,2.16,310.58
43,204,-44.44,-5.86,-0.17,0.51,2.04,319.30
44,205,-31.73,-5.73,-1.87,0.48,1.74,328.37
45,208,-22.76,-4.96,2.47,0.30,1.97,336.54
46,208,-16.43,-5.34,-0.17,0.28,2.58,346.21
47,208,-39.13,-5.81,-0.17,0.43,1.78,355.62
48,209,-40.03,-5.85,-0.17,0.21,2.38,365.35
49,208,-30.84,-5.55,-0.17,0.60,1.89,374.88
50,212,-15.96,-5.02,2.24,0.34,2.33,384.59
51,208,-22.91,-5.16,2.32,0.40,1.87,394.06
52,208,-29.06,-5.16,2.62,0.37,1.96,402.92
53,207,-30.46,-5.13,2.32,0.34,2.17,411.86
54,208,-46.35,-6.69,2.32,0.22,1.96,420.78
55,213,-20.64,-5.52,2.34,0.48,1.58,429.07
56,215,-36.59,-4.77,2.32,0.10,1.92,437.16
57,213,-40.89,-5.74,2.32,0.46,2.38,445.81
58,209,-31.12,-5.42,2.32,0.29,1.70,455.31
59,212,-45.48,-6.44,2.32,0.40,1.89,463.76
60,216,-22.62,-5.16,2.32,0.34,1.69,471.68
61,218,-35.64,-5.23,2.32,0.32,1.71,479.58
62,213,-30.81,-5.19,2.33,0.36,1.64,487.69
63,215,-43.06,-5.77,2.32,0.34,1.72,495.23
64,211,-29.40,-5.40,2.32,0.32,1.54,502.67
65,224,-41.20,-5.49,2.32,0.21,1.41,510.24
66,225,-40.76,-5.91,2.32,0.44,1.55,517.83
67,225,-46.21,-6.61,5.67,0.30,1.46,524.87
68,227,-44.58,-6.25,2.45,0.45,1.55,532.47
69,225,-35.81,-5.71,2.45,0.26,1.44,540.37
70,240,-63.93,-5.83,4.70,0.43,1.38,547.81
71,241,-36.85,-5.06,4.52,0.33,1.71,555.40
72,239,-36.21,-5.02,3.49,0.31,1.55,563.17
73,241,-41.26,-4.69,3.49,0.47,1.52,570.74
74,240,-44.70,-5.45,3.49,0.35,1.78,578.74
75,256,-33.69,-5.80,3.49,0.45,1.61,586.85
76,252,-38.74,-3.48,5.88,0.27,1.36,594.18
77,252,-44.06,-4.08,4.90,0.44,1.86,601.58
78,254,-30.19,-4.33,4.90,0.32,1.78,609.90
79,253,-20.03,-3.53,4.90,0.24,1.47,617.87
