Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
308,1147,0.01,0.37,0.57,0.11,0.45,0.57,1.05,1.71,0.54,766.95
309,1149,0.01,0.34,0.57,0.15,0.44,0.57,0.85,1.33,0.31,769.44
310,1141,0.01,0.35,0.57,0.17,0.45,0.58,1.08,1.64,0.37,772.53
311,1140,0.01,0.35,0.57,0.12,0.45,0.61,0.99,1.87,0.24,775.63
312,1143,0.01,0.36,0.58,0.15,0.41,0.54,0.76,1.63,0.50,778.52
313,1137,0.01,0.34,0.57,0.17,0.44,0.58,0.90,1.21,0.28,780.91
314,1135,0.01,0.35,0.57,0.13,0.41,0.55,0.83,1.85,0.32,783.92
315,1146,0.01,0.34,0.57,0.10,0.42,0.57,0.81,1.30,0.30,786.34
316,1149,0.01,0.34,0.57,0.10,0.44,0.60,1.10,1.62,0.31,789.37
317,1155,0.01,0.35,0.57,0.09,0.43,0.53,0.87,1.94,0.29,792.48
318,1159,0.01,0.38,0.59,0.02,0.41,0.55,0.79,1.46,0.34,795.07
319,1143,0.01,0.37,0.59,0.02,0.41,0.54,1.14,1.63,0.25,798.09
320,1151,0.01,0.38,0.58,0.02,0.42,0.57,0.97,2.60,0.25,801.91
321,1142,0.01,0.37,0.57,0.01,0.41,0.57,0.67,1.85,0.50,804.93
322,1158,0.01,0.35,0.59,0.02,0.42,0.55,1.30,1.21,0.25,807.71
323,1150,0.01,0.37,0.58,0.02,0.42,0.58,1.06,1.80,0.56,811.14
324,1144,0.01,0.35,0.58,0.02,0.45,0.59,0.77,1.57,0.39,813.87
325,1137,0.01,0.36,0.58,0.02,0.41,0.55,1.20,1.61,0.23,816.92
326,1138,0.01,0.33,0.58,0.02,0.42,0.57,0.67,2.07,0.50,820.16
327,1152,0.01,0.35,0.58,0.02,0.40,0.52,1.06,1.28,0.26,822.76
328,1146,0.01,0.37,0.58,0.07,0.41,0.55,0.88,2.61,0.36,826.60
329,1148,0.01,0.36,0.58,0.09,0.42,0.53,0.79,1.88,0.54,829.82
330,1155,0.01,0.34,0.58,0.09,0.43,0.58,1.01,1.77,0.48,833.09
331,1147,0.02,0.35,0.58,0.08,0.41,0.54,1.09,1.74,0.38,836.30
332,1142,0.01,0.33,0.58,0.09,0.44,0.59,0.82,1.91,0.52,839.56
333,1137,0.01,0.35,0.58,0.11,0.41,0.53,0.76,1.59,0.40,842.30
334,1144,0.01,0.37,0.58,0.02,0.45,0.59,1.09,1.59,0.34,845.33
335,1154,0.01,0.36,0.58,0.15,0.47,0.59,1.09,1.93,0.58,848.93
336,1154,0.01,0.38,0.58,0.02,0.42,0.55,0.84,1.59,0.30,851.67
337,1157,0.01,0.35,0.58,0.02,0.43,0.57,1.53,1.31,0.26,854.78
338,1151,0.01,0.36,0.58,0.15,0.42,0.56,1.01,1.85,0.52,858.16
339,1155,0.01,0.36,0.58,0.13,0.44,0.58,1.02,1.47,0.31,860.97
340,1146,0.01,0.39,0.62,0.09,0.41,0.53,1.14,1.81,0.36,864.28
341,1141,0.01,0.36,0.59,0.02,0.42,0.57,0.92,3.10,0.41,868.70
342,1152,0.01,0.35,0.58,0.02,0.41,0.55,0.88,2.20,0.52,872.31
343,1150,0.01,0.35,0.58,0.02,0.43,0.57,0.89,1.32,0.37,874.89
344,1152,0.02,0.35,0.58,0.02,0.43,0.56,1.05,2.00,0.35,878.29
345,1155,0.01,0.35,0.58,0.02,0.44,0.58,0.89,1.68,0.56,881.43
346,1143,0.01,0.35,0.58,0.02,0.43,0.55,1.04,1.26,0.23,883.96
347,1155,0.01,0.37,0.60,0.15,0.42,0.57,0.93,1.74,0.55,887.17
348,1156,0.01,0.33,0.58,0.09,0.46,0.59,0.84,1.35,0.44,889.81
349,1141,0.02,0.35,0.58,0.08,0.44,0.57,1.10,1.89,0.29,893.08
350,1147,0.01,0.34,0.58,0.10,0.44,0.57,0.73,1.85,0.55,896.21
351,1147,0.01,0.36,0.58,0.19,0.43,0.57,1.04,1.27,0.35,898.87
352,1148,0.01,0.35,0.58,0.12,0.45,0.60,0.82,2.13,0.50,902.32
353,1142,0.01,0.35,0.58,0.16,0.43,0.55,0.81,1.60,0.36,905.10
354,1148,0.01,0.35,0.58,0.14,0.46,0.60,1.12,1.73,0.46,908.41
355,1144,0.01,0.36,0.58,0.14,0.44,0.58,0.95,2.07,0.55,911.99
356,1140,0.01,0.36,0.58,0.13,0.45,0.58,0.82,1.66,0.54,915.00
357,1140,0.01,0.37,0.58,0.09,0.42,0.57,1.08,1.62,0.32,918.02
358,1149,0.01,0.35,0.58,0.08,0.44,0.58,0.95,2.21,0.47,921.65
359,1141,0.01,0.34,0.58,0.09,0.42,0.57,0.88,1.34,0.29,924.16
360,1140,0.01,0.36,0.58,0.17,0.45,0.60,1.05,2.01,0.42,927.64
361,1146,0.01,0.35,0.58,0.16,0.42,0.54,0.88,2.10,0.55,931.17
362,1145,0.01,0.34,0.58,0.17,0.43,0.57,0.78,1.42,0.59,933.97
363,1139,0.01,0.35,0.58,0.16,0.44,0.57,1.13,1.63,0.27,937.00
364,1144,0.01,0.36,0.58,0.14,0.44,0.58,0.94,1.91,0.57,940.42
365,1152,0.01,0.38,0.59,0.15,0.43,0.55,0.70,1.34,0.42,942.88
366,1139,0.01,0.38,0.58,0.09,0.45,0.60,1.13,2.38,0.49,946.89
367,1149,0.01,0.38,0.59,0.10,0.40,0.55,1.00,2.23,0.56,950.67
368,1160,0.01,0.33,0.58,0.11,0.42,0.59,0.85,1.40,0.32,953.24
369,1154,0.01,0.37,0.59,0.10,0.43,0.60,1.13,1.84,0.28,956.49
370,1151,0.01,0.35,0.58,0.16,0.44,0.59,0.71,2.18,0.62,960.00
371,1152,0.01,0.36,0.58,0.15,0.42,0.53,0.85,1.46,0.77,963.08
372,1154,0.01,0.40,0.59,0.15,0.43,0.56,1.09,2.31,0.30,966.78
373,1157,0.01,0.37,0.59,0.16,0.42,0.54,0.71,1.95,0.61,970.06
374,1150,0.01,0.35,0.57,0.14,0.41,0.55,1.14,1.46,0.32,972.98
375,1150,0.01,0.36,0.58,0.09,0.44,0.58,0.85,2.52,0.30,976.65
376,1150,0.01,0.36,0.58,0.09,0.44,0.58,0.70,1.75,0.60,979.70
377,1143,0.01,0.37,0.58,0.09,0.42,0.56,1.18,1.88,0.43,983.19
378,1153,0.01,0.37,0.59,0.15,0.45,0.58,0.77,2.22,0.58,986.76
379,1143,0.01,0.36,0.58,0.15,0.40,0.53,0.88,1.32,0.24,989.20
380,1154,0.01,0.38,0.62,0.02,0.44,0.59,0.69,1.80,0.61,992.31
381,1152,0.01,0.36,0.59,0.15,0.42,0.55,1.10,1.75,0.35,995.51
382,1149,0.01,0.38,0.60,0.04,0.41,0.55,0.83,2.36,0.71,999.41
383,1153,0.01,0.37,0.60,0.03,0.45,0.59,0.74,1.63,0.38,1002.16
384,1146,0.01,0.37,0.59,0.03,0.42,0.55,1.39,1.92,0.25,1005.72
385,1147,0.01,0.38,0.60,0.02,0.39,0.51,1.04,2.11,0.58,1009.45
386,1151,0.01,0.38,0.59,0.02,0.43,0.58,0.83,1.88,0.61,1012.78
387,1156,0.01,0.35,0.59,0.02,0.44,0.58,1.36,1.82,0.27,1016.23
388,1150,0.01,0.36,0.59,0.02,0.39,0.51,1.04,2.43,0.54,1020.23
389,1160,0.01,0.35,0.59,0.03,0.42,0.57,0.71,1.41,0.39,1022.74
390,1154,0.01,0.37,0.59,0.03,0.42,0.56,1.14,2.40,0.28,1026.56
391,1150,0.01,0.37,0.59,0.03,0.44,0.58,0.87,1.68,0.47,1029.58
392,1141,0.01,0.37,0.59,0.03,0.46,0.60,1.27,2.02,0.29,1033.17
393,1143,0.01,0.37,0.59,0.02,0.45,0.59,0.91,2.27,0.58,1036.92
394,1148,0.01,0.37,0.59,0.04,0.41,0.53,0.85,1.75,0.62,1040.14
395,1143,0.01,0.35,0.59,0.02,0.40,0.53,1.29,1.73,0.40,1043.56
396,1155,0.01,0.34,0.59,0.03,0.43,0.55,0.92,2.05,0.66,1047.19
397,1150,0.01,0.35,0.59,0.03,0.42,0.54,0.98,1.55,0.35,1050.06
398,1149,0.01,0.35,0.59,0.03,0.45,0.58,1.05,2.52,0.48,1054.11
399,1145,0.01,0.39,0.59,0.03,0.43,0.57,0.74,2.09,0.66,1057.60
400,1147,0.01,0.37,0.59,0.03,0.44,0.58,1.28,1.51,0.39,1060.78
401,1165,0.01,0.35,0.59,0.03,0.41,0.53,0.82,3.12,0.45,1065.17
402,1150,0.01,0.38,0.59,0.03,0.44,0.58,0.74,2.72,0.63,1069.27
403,1156,0.01,0.36,0.59,0.03,0.41,0.54,0.72,1.64,0.34,1071.97
404,1156,0.01,0.37,0.59,0.02,0.44,0.57,1.03,2.42,0.38,1075.81
405,1157,0.01,0.37,0.59,0.08,0.43,0.55,0.98,2.14,0.62,1079.54
406,1152,0.01,0.37,0.59,0.10,0.43,0.54,0.95,1.47,0.36,1082.32
407,1158,0.01,0.39,0.59,0.09,0.44,0.56,1.01,3.13,0.49,1086.95
408,1151,0.01,0.38,0.59,0.15,0.44,0.57,0.66,2.29,0.59,1090.49
409,1160,0.01,0.37,0.59,0.02,0.43,0.56,0.80,1.53,0.46,1093.27
410,1159,0.01,0.40,0.59,0.03,0.46,0.60,1.03,3.10,0.34,1097.74
411,1145,0.01,0.38,0.59,0.03,0.42,0.57,0.67,2.75,0.57,1101.73
412,1156,0.01,0.36,0.59,0.03,0.45,0.59,0.81,1.69,0.42,1104.66
413,1146,0.01,0.36,0.59,0.03,0.42,0.54,1.13,2.27,0.49,1108.55
414,1150,0.01,0.37,0.61,0.04,0.42,0.55,0.87,1.96,0.59,1111.97
415,1149,0.01,0.37,0.59,0.02,0.45,0.59,1.06,1.55,0.35,1114.93
416,1151,0.01,0.36,0.59,0.03,0.46,0.58,1.09,2.77,0.28,1119.08
417,1156,0.01,0.37,0.60,0.02,0.43,0.54,0.71,2.25,0.65,1122.69
418,1168,0.01,0.36,0.59,0.03,0.44,0.57,1.06,1.49,0.42,1125.66
419,1158,0.02,0.37,0.59,0.03,0.43,0.55,0.94,2.87,0.32,1129.79
420,1153,0.01,0.36,0.59,0.03,0.42,0.56,0.77,1.62,0.61,1132.80
421,1159,0.01,0.35,0.59,0.03,0.43,0.58,1.27,1.80,0.28,1136.15
422,1160,0.00,0.32,0.59,0.02,0.41,0.53,0.94,2.57,0.42,1140.07
423,1154,0.01,0.37,0.61,0.03,0.45,0.58,0.81,1.48,0.35,1142.70
424,1155,0.01,0.36,0.61,0.18,0.45,0.57,1.14,2.24,0.42,1146.51
425,1159,0.01,0.34,0.59,0.18,0.45,0.57,1.02,1.85,0.56,1149.94
426,1155,0.01,0.34,0.58,0.15,0.42,0.54,1.17,1.48,0.28,1152.88
427,1158,0.02,0.34,0.58,0.17,0.42,0.55,0.98,2.19,0.61,1156.66
428,1155,0.01,0.33,0.58,0.17,0.44,0.58,0.83,1.41,0.57,1159.48
429,1165,0.01,0.35,0.58,0.16,0.42,0.55,1.36,2.47,0.28,1163.58
430,1161,0.01,0.33,0.58,0.15,0.45,0.58,0.77,1.68,0.65,1166.68
431,1150,0.01,0.38,0.62,0.03,0.47,0.62,1.24,1.78,0.49,1170.19
432,1157,0.01,0.34,0.58,0.03,0.46,0.59,0.88,1.96,0.65,1173.68
433,1152,0.01,0.39,0.61,0.03,0.43,0.55,1.41,1.71,0.38,1177.17
434,1158,0.01,0.36,0.60,0.03,0.45,0.57,0.98,2.85,0.29,1181.30
435,1156,0.01,0.32,0.57,0.11,0.46,0.59,0.78,1.81,0.63,1184.53
436,1153,0.01,0.38,0.61,0.14,0.46,0.60,0.99,2.06,0.50,1188.09
437,1152,0.01,0.33,0.59,0.12,0.44,0.58,0.74,2.19,0.69,1191.72
438,1144,0.01,0.34,0.59,0.14,0.42,0.55,1.10,1.49,0.28,1194.58
439,1158,0.01,0.36,0.59,0.12,0.45,0.60,0.81,2.57,0.65,1198.60
440,1147,0.01,0.33,0.59,0.09,0.45,0.60,0.83,1.59,0.35,1201.36
441,1148,0.01,0.33,0.59,0.11,0.48,0.63,0.94,2.34,0.52,1205.16
442,1145,0.01,0.33,0.59,0.02,0.44,0.58,0.90,1.86,0.61,1208.54
443,1154,0.01,0.33,0.59,0.08,0.43,0.61,1.02,1.70,0.26,1211.52
444,1147,0.01,0.32,0.59,0.14,0.43,0.57,0.99,3.13,0.28,1215.92
445,1148,0.01,0.33,0.59,0.03,0.42,0.56,0.78,1.93,0.61,1219.25
446,1146,0.01,0.32,0.58,0.02,0.45,0.59,1.16,1.48,0.37,1222.27
447,1161,0.01,0.33,0.58,0.02,0.44,0.59,0.96,2.04,0.63,1225.90
448,1149,0.01,0.35,0.59,0.02,0.43,0.59,1.02,1.47,0.28,1228.68
449,1161,0.00,0.35,0.59,0.03,0.43,0.57,0.80,3.44,0.51,1233.43
450,1159,0.01,0.33,0.58,0.03,0.40,0.55,0.85,2.31,0.67,1237.26
451,1161,0.01,0.34,0.58,0.03,0.44,0.57,0.89,1.58,0.67,1240.41
452,1152,0.01,0.35,0.58,0.15,0.44,0.60,1.09,2.85,0.35,1244.70
453,1162,0.01,0.35,0.59,0.13,0.43,0.60,0.78,2.16,0.59,1248.23
454,1171,0.01,0.33,0.58,0.09,0.41,0.55,1.28,1.83,0.29,1251.63
455,1159,0.01,0.34,0.58,0.13,0.43,0.61,0.97,2.31,0.63,1255.56
456,1164,0.01,0.34,0.58,0.15,0.41,0.57,0.92,1.53,0.29,1258.30
457,1163,0.02,0.35,0.60,0.09,0.41,0.55,0.83,2.58,0.67,1262.38
458,1165,0.01,0.35,0.59,0.13,0.43,0.58,0.74,1.64,0.37,1265.14
459,1164,0.01,0.36,0.60,0.07,0.42,0.58,0.79,2.95,0.55,1269.43
460,1161,0.01,0.36,0.60,0.03,0.44,0.59,0.76,1.81,0.32,1272.32
461,1158,0.01,0.36,0.59,0.08,0.44,0.58,1.19,2.75,0.29,1276.55
462,1165,0.01,0.35,0.59,0.09,0.41,0.55,0.69,1.81,0.68,1279.73
463,1158,0.01,0.35,0.59,0.09,0.39,0.52,1.50,2.01,0.48,1283.72
464,1164,0.01,0.34,0.59,0.10,0.42,0.58,0.71,2.09,0.64,1287.16
465,1166,0.01,0.35,0.59,0.10,0.45,0.61,1.09,1.73,0.43,1290.41
466,1161,0.01,0.35,0.59,0.15,0.45,0.61,0.88,2.24,0.66,1294.19
467,1168,0.01,0.34,0.59,0.14,0.41,0.54,1.11,1.67,0.35,1297.31
468,1165,0.01,0.38,0.59,0.03,0.42,0.56,1.35,2.93,0.27,1301.86
469,1166,0.01,0.36,0.59,0.14,0.42,0.56,0.76,2.29,0.65,1305.56
470,1163,0.01,0.36,0.59,0.13,0.42,0.57,1.07,1.96,0.27,1308.87
471,1163,0.01,0.36,0.59,0.14,0.44,0.59,0.93,2.89,0.55,1313.23
472,1168,0.01,0.37,0.59,0.15,0.42,0.56,0.74,1.65,0.39,1316.02
473,1168,0.01,0.34,0.59,0.17,0.47,0.63,0.89,3.14,0.29,1320.34
474,1158,0.01,0.35,0.59,0.11,0.45,0.59,0.72,1.85,0.51,1323.42
475,1164,0.01,0.37,0.59,0.03,0.45,0.58,1.22,2.42,0.46,1327.52
476,1169,0.01,0.37,0.59,0.12,0.41,0.56,0.93,2.12,0.67,1331.25
477,1165,0.01,0.36,0.59,0.14,0.41,0.56,1.06,1.60,0.37,1334.28
478,1167,0.01,0.36,0.59,0.14,0.42,0.57,0.86,3.04,0.29,1338.46
479,1160,0.01,0.34,0.59,0.06,0.41,0.55,0.68,1.98,0.65,1341.77
480,1160,0.01,0.36,0.59,0.14,0.45,0.59,1.20,1.69,0.27,1344.93
481,1157,0.01,0.38,0.60,0.16,0.45,0.57,0.88,2.32,0.71,1348.84
482,1159,0.01,0.38,0.61,0.15,0.43,0.56,0.82,1.66,0.62,1351.94
483,1149,0.01,0.40,0.61,0.02,0.47,0.62,1.21,2.92,0.49,1356.55
484,1160,0.01,0.39,0.61,0.03,0.45,0.59,0.69,2.89,0.62,1360.76
485,1174,0.01,0.37,0.59,0.08,0.42,0.55,0.81,1.68,0.71,1363.96
486,1171,0.01,0.39,0.60,0.12,0.46,0.58,1.22,2.73,0.35,1368.26
487,1165,0.01,0.40,0.63,0.19,0.45,0.59,0.84,3.33,0.30,1372.73
488,1160,0.01,0.39,0.61,0.03,0.44,0.57,0.75,2.59,0.65,1376.72
489,1165,0.01,0.40,0.61,0.03,0.44,0.57,1.12,1.88,0.36,1380.08
490,1163,0.01,0.38,0.60,0.03,0.46,0.60,0.75,2.80,0.68,1384.32
491,1158,0.01,0.37,0.60,0.04,0.42,0.57,0.76,1.89,0.43,1387.40
492,1156,0.01,0.35,0.60,0.03,0.46,0.60,0.87,3.09,0.38,1391.75
493,1162,0.01,0.34,0.60,0.03,0.39,0.51,0.73,2.16,0.68,1395.32
494,1162,0.01,0.37,0.60,0.03,0.45,0.59,1.10,1.89,0.43,1398.74
495,1155,0.01,0.38,0.60,0.03,0.45,0.61,0.85,2.98,0.31,1402.89
496,1160,0.01,0.39,0.60,0.02,0.42,0.56,0.84,1.80,0.39,1405.92
497,1158,0.01,0.38,0.60,0.02,0.47,0.62,1.17,2.30,0.38,1409.78
498,1157,0.01,0.38,0.60,0.03,0.45,0.60,1.06,2.24,0.63,1413.71
499,1169,0.01,0.37,0.60,0.03,0.42,0.55,1.02,1.83,0.37,1416.93
