Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.04,1.20,2.81
1,180,-45.59,-10.82,-6.86,0.29,1.06,7.12
2,177,-42.27,-9.19,-6.18,0.23,0.86,10.69
3,185,-45.64,-9.91,-5.92,0.38,1.02,14.63
4,185,-37.40,-8.50,-6.28,0.70,0.90,19.28
5,186,-45.96,-8.49,-5.87,0.19,0.95,23.26
6,192,-28.31,-8.07,-5.71,0.52,1.08,27.30
7,191,-27.13,-7.59,-2.40,0.39,1.04,31.35
8,194,-44.32,-7.74,-4.68,0.36,0.99,35.71
9,194,-32.66,-8.02,-4.68,0.22,0.92,39.89
10,201,-39.08,-7.06,2.81,0.30,0.73,43.56
11,200,-17.72,-7.54,-2.06,0.36,1.12,47.89
12,198,-21.66,-7.03,-2.06,0.48,0.96,52.33
13,198,-35.72,-7.73,-2.06,0.51,0.89,58.20
14,202,-35.93,-7.57,-2.06,0.25,0.87,63.54
15,204,-29.64,-7.50,-2.06,0.41,0.92,67.60
16,203,-30.92,-6.97,-2.06,0.40,0.96,71.87
17,204,-45.99,-6.93,-1.96,0.25,1.09,76.09
18,202,-46.35,-8.04,-1.96,0.31,1.23,80.75
19,202,-41.90,-7.55,-1.96,0.34,0.91,85.44
20,212,-45.46,-7.77,-1.96,0.43,1.73,90.59
21,208,-46.03,-7.17,-1.96,0.54,1.01,95.72
22,204,-45.96,-7.40,-1.96,0.77,0.98,100.01
23,200,-46.43,-7.55,-1.96,0.42,1.08,104.44
24,199,-27.23,-7.02,-1.96,0.25,1.08,108.50
25,213,-43.32,-7.18,-1.96,0.41,1.06,112.47
26,209,-26.36,-6.77,-2.06,0.27,1.04,116.55
27,209,-45.34,-6.95,-1.96,0.39,1.04,120.73
28,211,-23.53,-6.56,-1.96,0.29,1.24,124.94
29,217,-19.94,-6.63,-1.96,0.39,1.80,130.91
30,225,-28.98,-6.51,-0.11,0.67,1.17,136.75
31,219,-20.14,-6.10,-1.96,0.34,1.05,141.69
32,221,-32.27,-6.69,2.27,0.58,1.21,148.19
33,220,-37.74,-6.51,2.41,0.33,1.18,153.64
34,219,-40.74,-6.73,2.41,0.33,1.17,158.60
35,225,-36.74,-6.59,2.41,0.32,1.24,163.52
36,228,-36.21,-6.58,2.41,0.53,1.27,168.67
37,224,-39.05,-6.61,2.41,0.20,1.09,173.52
38,226,-15.66,-6.10,2.41,0.30,1.07,178.59
39,226,-40.09,-6.49,2.41,0.23,1.14,183.85
40,236,-23.41,-5.59,4.49,0.34,1.11,189.03
41,235,-35.30,-6.24,2.41,0.28,1.23,194.63
42,233,-40.89,-6.44,4.84,0.50,1.16,201.06
43,232,-41.39,-6.95,2.41,0.33,1.61,207.71
44,234,-39.42,-6.80,2.41,0.47,1.38,214.59
45,239,-44.35,-5.39,6.83,0.56,1.14,219.54
46,238,-41.72,-6.82,4.27,0.42,1.91,226.90
47,239,-41.62,-5.60,4.27,1.07,1.22,234.38
48,238,-38.50,-6.31,4.27,0.52,1.78,240.65
49,239,-41.68,-5.62,4.27,0.38,1.33,245.81
50,245,-35.00,-5.38,4.27,0.26,1.31,250.65
51,244,-42.93,-6.26,4.27,0.60,1.25,256.72
52,247,-32.11,-4.45,4.27,0.30,1.36,262.29
53,250,-38.11,-5.54,4.27,1.06,1.64,268.47
54,247,-32.35,-4.56,4.27,0.91,1.32,274.20
55,255,-37.72,-5.03,4.27,0.41,1.59,280.15
56,254,-35.72,-3.85,4.27,0.50,1.13,285.76
57,254,-41.60,-3.41,4.27,0.37,1.40,291.55
58,247,-37.27,-4.08,4.27,0.42,1.45,297.39
59,247,-38.18,-2.91,4.27,0.32,1.29,301.78
60,253,-37.78,-3.06,4.27,0.57,1.39,306.31
61,254,-25.66,-2.46,4.27,0.46,1.29,310.71
62,256,-36.51,-3.83,4.27,0.55,2.33,316.86
63,251,-36.86,-1.98,4.47,1.03,1.44,323.09
64,249,-28.44,-2.76,4.27,0.42,1.32,329.03
65,257,-42.28,-2.50,4.27,0.26,1.59,333.92
66,257,-35.20,-2.74,4.27,0.50,1.58,338.62
67,256,-44.09,-1.62,5.38,0.32,1.50,343.85
68,244,-40.48,-2.33,4.27,0.66,3.00,354.09
69,242,-27.47,-2.45,4.27,0.49,2.06,364.70
70,254,-38.09,-2.59,4.27,0.85,1.86,373.63
71,249,-31.43,-2.05,4.27,0.34,1.62,380.27
72,250,-41.20,-2.21,4.27,0.39,1.29,387.94
73,248,-42.94,-0.95,4.28,1.06,1.38,394.64
74,243,-16.37,-2.00,4.27,0.25,2.24,402.69
75,252,-40.75,-1.75,4.27,0.40,0.89,407.36
76,247,-39.03,-0.13,6.96,0.46,1.61,411.80
77,234,-38.65,-0.58,4.78,0.40,1.17,417.19
78,232,-30.72,-1.77,4.78,0.13,1.16,421.77
79,234,-43.42,-2.03,4.78,0.19,1.07,426.16
