Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,420,0.00,0.03,0.10,0.02,0.13,0.72
1,436,0.01,0.05,0.17,0.15,0.17,2.00
2,441,0.01,0.05,0.17,0.13,0.09,3.39
3,437,0.01,0.06,0.16,0.31,0.23,5.14
4,445,0.01,0.07,0.18,0.18,0.13,6.65
5,447,0.01,0.07,0.19,0.22,0.10,8.35
6,452,0.01,0.08,0.20,0.20,0.10,9.93
7,454,0.01,0.09,0.26,0.14,0.14,11.39
8,457,0.01,0.09,0.24,0.19,0.19,12.99
9,461,0.01,0.10,0.23,0.18,0.21,14.63
10,473,0.01,0.12,0.26,0.27,0.16,16.27
11,456,0.01,0.11,0.25,0.20,0.21,18.06
12,459,0.01,0.12,0.29,0.22,0.21,19.77
13,454,0.01,0.13,0.28,0.24,0.17,21.47
14,467,0.01,0.13,0.32,0.22,0.21,23.17
15,479,0.02,0.14,0.33,0.16,0.23,24.77
16,467,0.01,0.14,0.33,0.24,0.19,26.65
17,468,0.02,0.15,0.33,0.11,0.26,28.42
18,460,0.01,0.16,0.39,0.25,0.17,30.12
19,459,0.01,0.15,0.37,0.12,0.25,31.75
20,481,0.01,0.17,0.37,0.21,0.19,33.50
21,478,0.01,0.15,0.36,0.27,0.18,35.40
22,470,0.01,0.16,0.36,0.23,0.18,37.19
23,477,0.01,0.15,0.36,0.18,0.27,39.00
24,474,0.01,0.17,0.36,0.25,0.25,40.93
25,501,0.02,0.16,0.34,0.27,0.25,42.97
26,493,0.02,0.15,0.35,0.24,0.29,44.90
27,489,0.02,0.16,0.34,0.29,0.20,46.82
28,478,0.02,0.17,0.35,0.34,0.14,48.78
29,474,0.01,0.15,0.34,0.32,0.16,50.69
30,510,0.01,0.15,0.37,0.36,0.16,52.75
31,500,0.01,0.16,0.37,0.32,0.27,54.79
32,496,0.01,0.17,0.39,0.37,0.17,56.75
33,492,0.01,0.15,0.37,0.21,0.26,58.67
34,485,0.01,0.17,0.37,0.38,0.16,60.70
35,528,0.01,0.18,0.37,0.32,0.33,62.82
36,524,0.02,0.20,0.42,0.35,0.21,65.05
37,519,0.01,0.20,0.42,0.28,0.30,67.30
38,504,0.01,0.20,0.41,0.28,0.20,69.59
39,502,0.02,0.21,0.43,0.27,0.23,71.67
40,538,0.02,0.21,0.44,0.32,0.27,74.04
41,523,0.01,0.20,0.41,0.33,0.21,76.37
42,509,0.01,0.20,0.46,0.27,0.20,78.22
43,507,0.01,0.20,0.46,0.30,0.27,80.54
44,495,0.01,0.22,0.44,0.28,0.19,82.67
45,540,0.01,0.21,0.45,0.28,0.25,85.00
46,521,0.01,0.23,0.45,0.40,0.20,87.31
47,511,0.01,0.22,0.45,0.26,0.35,89.75
48,505,0.01,0.21,0.45,0.33,0.24,92.03
49,507,0.02,0.22,0.45,0.27,0.17,94.09
50,565,0.01,0.22,0.45,0.33,0.31,96.53
51,554,0.01,0.24,0.46,0.38,0.25,99.07
52,532,0.01,0.20,0.45,0.26,0.36,101.53
53,518,0.02,0.23,0.48,0.29,0.27,103.91
54,507,0.02,0.21,0.45,0.38,0.20,106.34
55,540,0.02,0.22,0.45,0.23,0.27,108.69
56,532,0.02,0.22,0.44,0.33,0.18,111.14
57,522,0.01,0.24,0.48,0.20,0.29,113.62
58,512,0.01,0.21,0.46,0.29,0.22,116.16
59,504,0.02,0.23,0.47,0.31,0.29,118.63
60,553,0.02,0.24,0.46,0.46,0.20,121.21
61,540,0.01,0.24,0.46,0.36,0.23,123.92
62,527,0.01,0.21,0.46,0.41,0.23,126.56
63,521,0.02,0.22,0.47,0.30,0.35,129.15
64,519,0.01,0.25,0.46,0.25,0.26,131.47
65,596,0.01,0.24,0.46,0.39,0.19,134.05
66,578,0.01,0.22,0.46,0.42,0.21,136.78
67,565,0.02,0.23,0.46,0.30,0.19,139.27
68,549,0.01,0.22,0.46,0.47,0.19,141.92
69,544,0.02,0.21,0.46,0.26,0.39,144.69
70,599,0.02,0.24,0.46,0.28,0.29,147.23
71,586,0.01,0.21,0.47,0.34,0.32,150.14
72,576,0.01,0.23,0.49,0.42,0.28,153.10
73,567,0.01,0.24,0.49,0.44,0.29,155.91
74,546,0.01,0.22,0.48,0.30,0.24,158.47
75,624,0.01,0.22,0.48,0.40,0.29,161.49
76,607,0.01,0.21,0.48,0.29,0.33,164.14
77,594,0.01,0.21,0.48,0.29,0.30,166.81
78,588,0.01,0.22,0.48,0.42,0.29,169.43
79,577,0.02,0.24,0.48,0.43,0.26,171.90
80,629,0.02,0.25,0.48,0.31,0.43,174.57
81,610,0.01,0.20,0.48,0.31,0.30,177.35
82,596,0.01,0.20,0.48,0.50,0.18,180.05
83,588,0.02,0.24,0.48,0.30,0.22,182.65
84,584,0.01,0.23,0.48,0.48,0.22,185.38
85,646,0.02,0.23,0.48,0.49,0.20,188.19
86,630,0.01,0.22,0.48,0.33,0.45,191.04
87,622,0.01,0.22,0.48,0.33,0.27,193.57
88,610,0.01,0.22,0.48,0.45,0.23,196.42
89,599,0.02,0.22,0.48,0.36,0.39,199.33
90,666,0.02,0.22,0.48,0.36,0.38,202.11
91,650,0.01,0.24,0.48,0.34,0.20,204.70
92,636,0.01,0.23,0.49,0.41,0.22,207.61
93,619,0.01,0.22,0.48,0.33,0.23,210.21
94,605,0.01,0.21,0.47,0.38,0.44,213.17
