Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.03,1.58,1.62
1,180,-45.59,-10.82,-6.86,0.48,1.68,5.33
2,177,-45.73,-8.78,-6.50,0.34,1.11,8.66
3,183,-45.94,-9.70,-4.69,0.54,1.31,11.95
4,182,-29.04,-8.65,-5.28,0.39,1.18,15.39
5,184,-39.10,-9.10,-2.63,0.36,1.27,18.52
6,185,-23.04,-7.91,-2.68,0.31,1.32,21.76
7,188,-29.83,-7.91,-2.68,0.23,1.29,25.03
8,190,-42.19,-7.59,-2.68,0.39,1.33,28.39
9,189,-27.71,-7.65,-2.68,0.45,1.12,31.78
10,193,-34.93,-6.96,4.19,0.49,1.26,35.08
11,195,-36.45,-7.81,-1.48,0.35,1.67,38.83
12,197,-22.87,-6.72,-0.37,0.36,1.38,42.66
13,195,-19.66,-7.13,-1.48,0.39,1.45,46.22
14,201,-38.63,-7.98,-1.48,0.65,1.30,49.85
15,199,-30.16,-7.40,-1.48,0.45,1.28,53.03
16,198,-14.99,-6.26,2.04,0.31,1.14,55.87
17,198,-29.76,-6.77,-1.48,0.49,1.53,59.37
18,195,-39.30,-7.56,-1.48,0.34,1.46,62.99
19,197,-24.56,-6.84,-1.48,0.45,1.28,66.49
20,201,-32.73,-6.68,-1.48,0.52,1.23,69.75
21,196,-23.99,-7.09,-1.48,0.46,1.15,72.92
22,199,-28.94,-6.61,-1.48,0.24,1.30,75.98
23,197,-13.56,-6.44,-1.48,0.34,1.20,78.88
24,200,-19.74,-6.72,-1.48,0.28,1.32,81.85
25,197,-42.97,-6.97,-1.48,0.22,1.14,84.86
26,200,-29.52,-6.40,-1.48,0.25,1.20,87.84
27,196,-33.77,-6.64,-1.48,0.45,1.18,90.94
28,202,-23.55,-6.83,-1.48,0.41,1.28,94.19
29,204,-37.05,-7.02,-1.48,0.29,1.23,97.35
30,199,-23.87,-5.79,-0.60,0.22,1.19,100.35
31,202,-37.77,-6.84,-1.48,0.27,1.44,103.61
32,203,-23.77,-6.81,-2.12,0.25,1.33,107.00
33,196,-34.07,-6.56,-1.48,0.43,1.29,110.25
34,196,-36.81,-6.91,-1.48,0.36,1.30,113.49
35,193,-33.61,-6.15,-1.48,0.28,1.17,116.61
36,200,-34.30,-6.73,-1.48,0.27,1.44,120.06
37,192,-37.84,-6.65,-1.48,0.59,1.27,123.24
38,195,-35.39,-6.14,-1.48,0.40,1.38,126.55
39,199,-45.00,-6.61,-1.48,0.27,1.67,129.99
40,200,-40.51,-6.21,-1.48,0.21,1.52,133.37
41,202,-37.04,-6.04,-1.48,0.45,1.68,137.53
42,205,-29.03,-6.12,1.60,0.38,1.53,141.18
43,210,-20.56,-6.09,-1.48,0.43,1.68,145.02
44,207,-32.84,-6.08,-1.48,0.30,1.39,148.64
45,206,-39.75,-4.98,-0.45,0.41,1.68,152.65
46,207,-39.75,-6.10,-1.48,0.28,1.96,156.60
47,206,-21.23,-5.48,-0.48,0.37,1.57,160.45
48,208,-37.61,-5.79,-0.48,0.35,1.48,164.16
49,209,-36.08,-5.89,-0.07,0.29,1.43,167.49
50,209,-38.28,-5.85,2.43,0.33,1.52,170.99
51,205,-30.17,-5.60,1.18,0.37,1.47,174.45
52,210,-42.03,-5.42,2.05,0.35,1.30,177.88
53,207,-22.40,-4.99,1.18,0.38,1.59,181.54
54,207,-21.59,-4.72,1.18,0.43,1.37,185.06
55,204,-44.16,-5.53,1.18,0.30,1.64,188.59
56,205,-36.38,-3.87,1.71,0.32,1.22,191.86
57,204,-36.25,-4.69,1.18,0.22,1.45,195.12
58,202,-30.01,-4.54,1.18,0.39,1.54,198.67
59,204,-30.67,-4.95,1.18,0.45,1.17,202.14
60,208,-34.75,-4.22,1.18,0.36,1.25,205.29
61,205,-44.28,-3.31,1.18,0.24,1.43,208.68
62,208,-37.06,-4.45,1.18,0.36,1.87,212.60
63,206,-43.95,-2.50,2.97,0.30,0.99,215.84
64,211,-36.23,-3.04,1.62,0.48,1.82,219.57
65,211,-32.63,-3.14,1.62,0.31,1.19,222.96
66,218,-44.74,-4.02,1.62,0.26,1.33,226.13
67,221,-32.90,-5.37,1.62,0.31,1.49,229.56
68,217,-21.04,-2.47,1.62,0.24,1.22,232.74
69,212,-22.66,-2.64,1.62,0.24,1.19,235.90
70,213,-43.07,-2.73,1.62,0.31,1.16,238.91
71,211,-50.09,-2.74,1.62,0.44,1.82,242.60
72,210,-29.55,-3.89,1.62,0.33,1.76,246.77
73,208,-16.48,-2.01,1.62,0.31,1.18,250.25
74,207,-29.81,-4.25,1.62,0.30,1.68,253.82
75,204,-43.51,-3.85,1.62,0.20,1.36,257.31
76,206,-39.73,-2.92,3.10,0.45,1.13,260.71
77,206,-44.36,-2.62,1.85,0.28,1.49,263.98
78,206,-37.47,-4.05,1.62,0.23,1.90,267.68
79,203,-22.12,-2.06,1.62,0.31,1.21,271.39
