Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.08,0.72,3.88
1,539,0.01,0.04,0.13,1.14,0.87,11.85
2,540,0.01,0.05,0.12,0.97,0.92,21.49
3,548,0.01,0.06,0.14,0.90,0.88,31.19
4,554,0.01,0.06,0.16,0.99,0.97,40.56
5,558,0.01,0.07,0.20,1.23,1.00,52.75
6,556,0.01,0.08,0.23,1.35,1.16,65.05
7,565,0.02,0.09,0.23,1.06,1.02,76.30
8,556,0.01,0.11,0.24,0.95,1.02,86.20
9,559,0.01,0.12,0.26,1.14,1.07,96.47
10,575,0.01,0.12,0.26,0.56,0.98,105.66
11,569,0.01,0.14,0.31,0.73,0.95,114.12
12,573,0.01,0.13,0.30,0.87,0.99,123.07
13,576,0.01,0.14,0.29,0.94,0.95,132.25
14,570,0.01,0.15,0.29,0.69,1.03,141.23
15,589,0.02,0.15,0.33,0.73,1.03,150.15
16,580,0.01,0.14,0.30,0.69,0.95,159.21
17,567,0.01,0.15,0.32,0.72,0.96,168.48
18,568,0.01,0.15,0.32,0.92,0.96,178.02
19,568,0.01,0.16,0.33,0.76,0.99,186.76
20,620,0.01,0.15,0.33,0.70,1.01,196.23
21,605,0.01,0.15,0.33,0.94,1.09,205.42
22,604,0.01,0.17,0.33,0.94,1.14,215.39
23,601,0.02,0.17,0.35,1.00,1.22,225.73
24,590,0.02,0.16,0.35,0.69,1.23,235.61
25,626,0.02,0.18,0.37,1.01,1.13,245.39
26,618,0.02,0.17,0.36,0.94,1.13,255.50
27,619,0.02,0.16,0.36,0.92,1.11,265.45
28,614,0.01,0.17,0.36,0.87,1.16,275.21
29,600,0.01,0.20,0.36,0.78,1.17,285.19
30,652,0.01,0.18,0.38,0.99,1.16,295.66
31,638,0.02,0.20,0.41,0.90,1.25,305.92
32,628,0.02,0.17,0.39,0.94,1.20,316.25
33,625,0.02,0.18,0.39,1.00,1.32,326.67
34,621,0.02,0.21,0.39,0.99,1.30,337.16
35,673,0.01,0.20,0.42,1.02,1.20,347.54
36,654,0.02,0.20,0.40,1.00,1.18,357.88
37,642,0.01,0.20,0.43,0.93,1.16,368.21
38,624,0.01,0.20,0.42,1.05,1.18,379.38
39,618,0.02,0.21,0.41,0.90,1.27,390.17
40,654,0.01,0.20,0.41,1.05,1.21,401.09
41,647,0.02,0.20,0.44,0.89,1.20,411.16
42,629,0.01,0.19,0.41,0.86,1.18,421.87
43,619,0.02,0.21,0.41,0.89,1.24,432.39
44,616,0.01,0.19,0.41,0.88,1.27,443.10
45,670,0.01,0.21,0.42,1.04,1.25,453.91
46,659,0.01,0.19,0.42,1.01,1.19,464.92
47,644,0.01,0.20,0.42,1.01,1.23,476.20
48,616,0.01,0.19,0.41,0.64,1.18,486.34
49,600,0.02,0.17,0.41,0.65,1.09,496.48
50,678,0.02,0.19,0.42,1.03,1.08,507.06
51,670,0.01,0.19,0.45,0.75,1.14,517.77
52,661,0.01,0.19,0.42,0.91,1.21,528.24
53,642,0.02,0.20,0.44,0.93,1.19,539.02
54,632,0.01,0.20,0.44,1.11,1.21,549.88
55,694,0.02,0.21,0.43,0.71,1.24,560.56
56,674,0.02,0.19,0.44,0.84,1.23,571.46
57,667,0.01,0.21,0.45,1.00,1.16,582.38
58,656,0.01,0.21,0.46,1.01,1.27,592.92
59,646,0.02,0.19,0.45,1.03,1.27,603.93
60,723,0.01,0.20,0.44,0.98,1.28,614.52
61,704,0.01,0.19,0.45,0.87,1.18,625.34
62,691,0.02,0.19,0.45,1.01,1.34,636.90
63,678,0.02,0.20,0.46,0.98,1.35,648.40
64,663,0.01,0.19,0.45,1.09,1.32,660.00
65,733,0.01,0.20,0.45,1.02,1.39,671.20
66,718,0.02,0.21,0.46,1.08,1.41,682.57
67,696,0.02,0.21,0.46,0.98,1.52,694.26
68,688,0.01,0.20,0.46,1.02,1.40,705.49
69,673,0.01,0.20,0.46,1.03,1.40,717.14
70,734,0.01,0.21,0.46,0.93,1.49,728.08
71,716,0.01,0.21,0.47,1.08,1.45,739.48
72,701,0.01,0.20,0.47,0.91,1.42,750.87
73,680,0.01,0.20,0.50,0.81,1.41,762.38
74,659,0.01,0.19,0.49,1.00,1.45,773.52
75,731,0.01,0.21,0.48,0.89,1.52,784.79
76,707,0.01,0.21,0.48,1.09,1.47,796.37
77,686,0.02,0.20,0.48,1.16,1.42,808.07
78,668,0.02,0.21,0.48,0.97,1.44,819.77
79,649,0.02,0.21,0.48,0.92,1.47,831.32
