Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
308,1157,0.02,0.35,0.55,0.02,0.42,0.55,0.61,1.07,0.34,497.82
309,1156,0.02,0.35,0.58,0.03,0.41,0.52,0.74,1.98,0.24,500.78
310,1150,0.01,0.33,0.54,0.02,0.43,0.56,0.87,1.71,0.53,503.89
311,1148,0.01,0.31,0.54,0.02,0.41,0.54,1.02,1.23,0.45,506.59
312,1148,0.02,0.32,0.54,0.02,0.41,0.53,0.89,1.56,0.32,509.36
313,1152,0.01,0.33,0.54,0.02,0.40,0.51,0.70,1.73,0.40,512.20
314,1154,0.02,0.32,0.53,0.02,0.41,0.54,0.79,1.68,0.51,515.18
315,1156,0.01,0.33,0.54,0.02,0.41,0.55,0.68,1.67,0.55,518.09
316,1153,0.01,0.34,0.54,0.03,0.42,0.56,0.75,1.64,0.55,521.03
317,1154,0.01,0.32,0.53,0.18,0.40,0.52,0.74,1.62,0.51,523.90
318,1158,0.01,0.35,0.53,0.02,0.41,0.54,0.70,1.62,0.50,526.71
319,1168,0.01,0.33,0.55,0.02,0.43,0.55,0.70,1.80,0.26,529.48
320,1152,0.01,0.33,0.54,0.16,0.42,0.56,0.85,2.14,0.24,532.71
321,1153,0.02,0.33,0.54,0.18,0.42,0.54,1.01,1.88,0.28,535.87
322,1152,0.01,0.33,0.54,0.16,0.43,0.56,0.99,1.82,0.32,539.00
323,1152,0.01,0.34,0.54,0.15,0.40,0.53,1.04,1.99,0.29,542.32
324,1151,0.01,0.31,0.54,0.19,0.41,0.54,1.17,1.95,0.24,545.67
325,1159,0.01,0.34,0.55,0.18,0.39,0.53,0.96,1.87,0.35,548.86
326,1156,0.01,0.31,0.53,0.14,0.43,0.58,0.82,1.73,0.24,551.65
327,1155,0.01,0.31,0.54,0.02,0.43,0.56,1.00,1.65,0.31,554.61
328,1163,0.01,0.33,0.54,0.02,0.40,0.52,0.81,2.15,0.33,557.90
329,1156,0.01,0.34,0.56,0.02,0.43,0.56,0.91,2.03,0.27,561.11
330,1159,0.01,0.32,0.53,0.19,0.43,0.54,0.76,2.07,0.24,564.19
331,1165,0.01,0.34,0.54,0.02,0.43,0.55,0.76,2.45,0.26,567.66
332,1165,0.01,0.35,0.54,0.02,0.41,0.53,0.62,2.03,0.55,570.87
333,1162,0.01,0.34,0.54,0.02,0.40,0.52,0.72,1.80,0.59,573.98
334,1153,0.01,0.36,0.55,0.02,0.44,0.55,0.79,1.68,0.29,576.75
335,1167,0.01,0.36,0.56,0.03,0.43,0.54,1.08,1.39,0.39,579.60
336,1157,0.02,0.36,0.54,0.02,0.42,0.56,0.90,2.61,0.26,583.38
337,1156,0.01,0.34,0.53,0.02,0.43,0.55,1.07,2.31,0.37,587.13
338,1165,0.00,0.35,0.54,0.02,0.44,0.55,0.94,2.35,0.27,590.68
339,1161,0.01,0.35,0.54,0.02,0.42,0.55,0.77,2.24,0.43,594.13
340,1161,0.01,0.35,0.55,0.02,0.38,0.50,0.81,1.85,0.55,597.33
341,1161,0.01,0.34,0.55,0.02,0.41,0.55,0.76,1.29,0.42,599.79
342,1157,0.01,0.34,0.56,0.02,0.41,0.54,0.91,1.95,0.27,602.92
343,1164,0.01,0.35,0.56,0.02,0.42,0.54,0.71,1.41,0.40,605.44
344,1168,0.02,0.32,0.53,0.02,0.39,0.51,1.15,1.30,0.26,608.15
345,1169,0.01,0.33,0.54,0.02,0.42,0.54,1.02,1.86,0.36,611.39
346,1160,0.02,0.33,0.53,0.20,0.40,0.51,0.59,1.79,0.56,614.33
347,1163,0.01,0.33,0.55,0.18,0.40,0.52,0.88,1.17,0.24,616.62
348,1166,0.02,0.33,0.54,0.22,0.42,0.54,1.07,1.65,0.51,619.86
349,1170,0.01,0.31,0.54,0.02,0.41,0.52,0.83,1.46,0.38,622.53
350,1169,0.01,0.31,0.54,0.03,0.41,0.52,1.30,1.29,0.26,625.39
351,1176,0.01,0.34,0.54,0.19,0.43,0.54,0.89,2.45,0.32,629.04
352,1175,0.01,0.34,0.55,0.02,0.42,0.53,1.03,1.87,0.48,632.41
353,1167,0.01,0.34,0.56,0.03,0.41,0.54,0.84,1.53,0.29,635.08
354,1165,0.01,0.33,0.55,0.18,0.43,0.56,1.20,1.43,0.24,637.95
355,1173,0.01,0.33,0.54,0.02,0.40,0.52,0.68,2.01,0.63,641.27
356,1170,0.01,0.34,0.55,0.03,0.44,0.59,0.99,1.35,0.36,643.97
357,1162,0.01,0.34,0.55,0.02,0.42,0.55,0.96,2.29,0.31,647.53
358,1167,0.01,0.33,0.54,0.03,0.42,0.55,0.82,1.87,0.59,650.80
359,1162,0.01,0.34,0.54,0.03,0.45,0.59,1.28,1.36,0.34,653.79
360,1167,0.01,0.33,0.54,0.02,0.39,0.52,1.03,2.49,0.33,657.64
361,1165,0.01,0.33,0.54,0.02,0.41,0.52,0.91,2.50,0.52,661.57
362,1157,0.01,0.35,0.54,0.19,0.41,0.52,0.80,1.48,0.27,664.13
363,1165,0.02,0.33,0.54,0.16,0.44,0.56,1.32,1.66,0.35,667.45
364,1164,0.01,0.35,0.56,0.21,0.40,0.51,1.06,1.94,0.64,671.10
365,1167,0.01,0.32,0.53,0.20,0.42,0.54,0.85,1.89,0.58,674.42
366,1150,0.01,0.35,0.57,0.20,0.40,0.53,1.26,1.40,0.45,677.53
367,1158,0.01,0.31,0.54,0.18,0.40,0.54,1.22,2.08,0.25,681.08
368,1152,0.02,0.33,0.55,0.19,0.42,0.53,0.70,1.72,0.49,683.99
369,1165,0.02,0.37,0.56,0.22,0.44,0.57,1.04,1.77,0.27,687.07
370,1156,0.01,0.35,0.55,0.22,0.44,0.58,0.81,2.82,0.30,691.00
371,1161,0.01,0.34,0.54,0.19,0.41,0.53,1.12,2.69,0.32,695.13
372,1164,0.01,0.36,0.57,0.18,0.45,0.57,0.92,2.03,0.58,698.66
373,1165,0.01,0.35,0.56,0.22,0.44,0.56,0.73,1.42,0.34,701.16
374,1167,0.01,0.35,0.59,0.02,0.43,0.57,0.92,2.67,0.40,705.15
375,1163,0.01,0.36,0.57,0.21,0.42,0.54,0.83,2.05,0.60,708.63
376,1158,0.01,0.34,0.55,0.21,0.41,0.52,0.89,1.79,0.33,711.64
377,1158,0.02,0.33,0.55,0.19,0.41,0.54,1.09,1.88,0.38,715.00
378,1174,0.00,0.35,0.57,0.19,0.43,0.56,0.92,1.69,0.60,718.21
379,1170,0.01,0.35,0.56,0.18,0.43,0.55,0.93,1.46,0.40,720.99
380,1157,0.00,0.34,0.56,0.24,0.44,0.56,0.84,2.81,0.41,725.05
381,1158,0.01,0.35,0.56,0.16,0.43,0.54,0.97,2.91,0.25,729.18
382,1164,0.01,0.38,0.61,0.12,0.41,0.54,0.67,1.88,0.59,732.32
383,1167,0.01,0.36,0.57,0.16,0.45,0.57,1.10,1.46,0.28,735.16
384,1152,0.01,0.36,0.56,0.15,0.43,0.56,0.81,2.97,0.34,739.27
385,1168,0.01,0.35,0.56,0.19,0.43,0.56,0.76,2.12,0.61,742.76
386,1164,0.01,0.35,0.56,0.15,0.39,0.49,0.74,1.43,0.54,745.47
387,1170,0.01,0.34,0.55,0.15,0.43,0.56,1.07,2.17,0.34,749.04
388,1160,0.01,0.35,0.56,0.13,0.40,0.51,1.04,1.72,0.61,752.40
389,1165,0.01,0.34,0.55,0.16,0.42,0.56,0.70,1.39,0.47,754.96
390,1162,0.02,0.34,0.55,0.21,0.43,0.57,0.83,2.48,0.24,758.51
391,1174,0.01,0.35,0.55,0.20,0.42,0.54,0.68,1.72,0.45,761.36
392,1167,0.02,0.34,0.55,0.21,0.45,0.57,1.29,1.59,0.26,764.50
393,1174,0.00,0.36,0.55,0.21,0.43,0.56,0.89,2.11,0.60,768.10
394,1174,0.02,0.36,0.55,0.22,0.43,0.55,0.77,1.50,0.61,770.99
395,1161,0.01,0.36,0.55,0.20,0.43,0.55,1.13,1.57,0.28,773.97
396,1167,0.02,0.34,0.55,0.23,0.44,0.55,1.05,2.10,0.63,777.74
397,1164,0.02,0.35,0.55,0.21,0.42,0.53,0.72,1.87,0.61,780.94
398,1159,0.01,0.34,0.55,0.16,0.43,0.56,1.16,1.60,0.28,783.97
399,1169,0.01,0.33,0.55,0.21,0.44,0.56,0.81,2.46,0.27,787.52
400,1162,0.01,0.35,0.55,0.17,0.44,0.56,0.71,1.69,0.61,790.53
401,1169,0.01,0.33,0.55,0.21,0.44,0.55,1.08,1.68,0.43,793.72
402,1169,0.01,0.36,0.55,0.16,0.43,0.53,1.01,2.80,0.45,797.98
403,1164,0.01,0.36,0.55,0.20,0.43,0.56,1.09,2.61,0.50,802.18
404,1166,0.01,0.35,0.55,0.13,0.40,0.52,0.73,1.75,0.62,805.29
405,1172,0.01,0.34,0.55,0.13,0.44,0.55,1.17,1.66,0.38,808.51
406,1167,0.01,0.36,0.56,0.17,0.45,0.56,0.95,2.62,0.37,812.45
407,1169,0.01,0.32,0.54,0.15,0.42,0.53,0.83,2.31,0.66,816.24
408,1165,0.01,0.36,0.56,0.15,0.45,0.56,0.84,1.43,0.38,818.89
409,1173,0.01,0.33,0.54,0.15,0.45,0.57,0.97,2.12,0.64,822.63
410,1169,0.01,0.34,0.55,0.17,0.44,0.56,0.84,1.37,0.35,825.19
411,1162,0.00,0.35,0.55,0.16,0.42,0.55,0.89,2.25,0.57,828.90
412,1162,0.01,0.32,0.55,0.19,0.45,0.56,0.71,1.43,0.54,831.58
413,1158,0.01,0.35,0.55,0.02,0.41,0.55,1.20,2.33,0.33,835.45
414,1163,0.01,0.33,0.55,0.02,0.43,0.55,0.73,2.11,0.59,838.88
415,1174,0.01,0.33,0.55,0.02,0.42,0.54,0.99,1.48,0.37,841.73
416,1172,0.01,0.33,0.55,0.18,0.44,0.55,0.89,2.89,0.56,846.07
417,1169,0.01,0.33,0.55,0.18,0.44,0.57,0.89,1.98,0.61,849.55
418,1174,0.01,0.33,0.55,0.19,0.43,0.55,1.05,1.47,0.36,852.44
419,1170,0.01,0.34,0.55,0.18,0.47,0.61,0.75,2.17,0.62,855.98
420,1172,0.01,0.34,0.55,0.17,0.47,0.59,0.90,1.69,0.64,859.22
421,1181,0.01,0.33,0.55,0.19,0.43,0.54,1.37,1.64,0.36,862.59
422,1175,0.01,0.34,0.55,0.15,0.45,0.54,1.06,2.42,0.69,866.76
423,1176,0.01,0.35,0.55,0.18,0.45,0.56,0.69,1.79,0.73,869.97
424,1167,0.02,0.37,0.58,0.14,0.43,0.56,0.88,1.88,0.27,873.01
425,1167,0.01,0.34,0.56,0.15,0.40,0.51,0.80,2.89,0.27,876.96
426,1174,0.01,0.34,0.57,0.23,0.44,0.56,0.72,1.81,0.65,880.14
427,1165,0.02,0.34,0.56,0.16,0.41,0.54,1.09,1.83,0.27,883.33
428,1170,0.01,0.34,0.55,0.19,0.41,0.53,0.78,2.64,0.35,887.11
429,1166,0.01,0.34,0.55,0.20,0.45,0.57,0.77,1.66,0.36,889.89
430,1166,0.01,0.34,0.55,0.19,0.43,0.54,1.31,2.09,0.28,893.57
431,1177,0.01,0.34,0.55,0.15,0.44,0.56,0.88,1.97,0.69,897.11
432,1171,0.01,0.34,0.55,0.15,0.46,0.58,0.94,1.43,0.53,900.00
433,1174,0.01,0.33,0.55,0.21,0.42,0.52,1.08,2.37,0.44,903.88
434,1167,0.01,0.33,0.55,0.21,0.46,0.57,0.65,2.12,0.67,907.31
435,1170,0.01,0.34,0.55,0.16,0.41,0.51,0.92,1.55,0.55,910.33
436,1170,0.01,0.33,0.55,0.19,0.42,0.55,1.09,2.47,0.35,914.23
437,1174,0.01,0.33,0.55,0.23,0.45,0.57,0.84,1.81,0.65,917.54
438,1175,0.01,0.36,0.57,0.19,0.44,0.57,1.15,1.53,0.36,920.58
439,1180,0.01,0.34,0.56,0.19,0.45,0.59,1.12,2.51,0.36,924.57
440,1177,0.02,0.35,0.57,0.20,0.42,0.54,0.83,2.44,0.65,928.49
441,1161,0.01,0.36,0.58,0.18,0.41,0.55,1.03,1.54,0.46,931.51
442,1173,0.01,0.33,0.55,0.20,0.44,0.58,1.04,2.35,0.37,935.27
443,1171,0.01,0.33,0.56,0.21,0.40,0.52,1.02,1.95,0.65,938.89
444,1160,0.01,0.34,0.55,0.20,0.42,0.54,0.91,1.51,0.65,941.96
445,1170,0.01,0.33,0.55,0.19,0.43,0.55,1.14,2.39,0.42,945.92
446,1169,0.01,0.35,0.55,0.16,0.44,0.56,0.86,2.40,0.61,949.79
447,1181,0.01,0.33,0.55,0.15,0.44,0.56,0.72,1.52,0.77,952.80
448,1178,0.02,0.34,0.55,0.17,0.44,0.58,1.12,2.30,0.38,956.59
449,1168,0.01,0.35,0.55,0.17,0.45,0.59,1.09,2.23,0.61,960.52
450,1174,0.01,0.35,0.57,0.17,0.43,0.55,0.71,1.51,0.42,963.16
451,1164,0.01,0.33,0.55,0.18,0.44,0.55,1.12,2.38,0.50,967.16
452,1175,0.01,0.33,0.55,0.18,0.44,0.53,0.98,1.87,0.67,970.68
453,1167,0.01,0.37,0.55,0.18,0.46,0.57,0.94,1.59,0.56,973.77
454,1167,0.01,0.36,0.55,0.19,0.43,0.53,1.25,2.59,0.52,978.13
455,1171,0.01,0.36,0.55,0.16,0.41,0.51,0.85,3.31,0.49,982.79
456,1173,0.01,0.35,0.56,0.16,0.45,0.56,0.82,1.67,0.55,985.83
457,1173,0.01,0.36,0.55,0.17,0.44,0.55,1.24,1.99,0.41,989.47
458,1171,0.01,0.35,0.55,0.15,0.45,0.58,0.98,2.47,0.64,993.57
459,1179,0.01,0.33,0.55,0.15,0.46,0.59,0.76,1.87,0.40,996.60
460,1169,0.02,0.35,0.55,0.15,0.43,0.56,1.13,2.32,0.35,1000.40
461,1166,0.01,0.35,0.55,0.15,0.40,0.52,0.88,2.01,0.62,1003.91
462,1168,0.02,0.36,0.55,0.15,0.43,0.55,1.06,1.85,0.25,1007.08
463,1182,0.01,0.34,0.55,0.18,0.42,0.54,0.79,3.31,0.36,1011.53
464,1168,0.01,0.35,0.55,0.22,0.43,0.51,0.87,2.29,0.66,1015.35
465,1169,0.01,0.35,0.55,0.20,0.45,0.57,1.06,1.58,0.40,1018.39
466,1169,0.02,0.36,0.55,0.22,0.42,0.53,0.84,3.15,0.28,1022.66
467,1167,0.01,0.34,0.55,0.20,0.43,0.55,0.71,1.76,0.68,1025.81
468,1170,0.01,0.35,0.55,0.16,0.42,0.53,1.18,1.96,0.32,1029.27
469,1164,0.01,0.32,0.55,0.21,0.45,0.55,0.95,2.22,0.64,1033.08
470,1171,0.01,0.35,0.55,0.21,0.45,0.56,0.79,2.06,0.41,1036.34
471,1167,0.01,0.36,0.55,0.20,0.44,0.55,1.21,2.13,0.54,1040.22
472,1178,0.01,0.34,0.55,0.20,0.45,0.55,1.05,1.94,0.72,1043.93
473,1166,0.01,0.34,0.55,0.23,0.47,0.58,1.20,1.53,0.40,1047.05
474,1171,0.01,0.35,0.55,0.18,0.42,0.52,1.09,2.93,0.49,1051.56
475,1165,0.01,0.36,0.55,0.16,0.44,0.56,1.04,2.76,0.60,1055.95
476,1173,0.01,0.36,0.56,0.16,0.43,0.55,0.88,1.71,0.47,1059.01
477,1171,0.01,0.34,0.55,0.11,0.43,0.55,1.19,2.20,0.42,1062.82
478,1163,0.02,0.34,0.55,0.13,0.43,0.56,0.98,2.77,0.46,1067.04
479,1173,0.01,0.34,0.55,0.13,0.41,0.54,0.84,1.57,0.36,1069.81
480,1171,0.01,0.33,0.55,0.14,0.44,0.56,1.02,2.40,0.31,1073.53
481,1173,0.01,0.33,0.55,0.15,0.43,0.56,0.69,1.58,0.38,1076.18
482,1165,0.01,0.36,0.60,0.15,0.43,0.54,1.21,2.11,0.28,1079.78
483,1173,0.01,0.32,0.55,0.14,0.42,0.53,0.74,1.60,0.45,1082.56
484,1168,0.01,0.36,0.59,0.16,0.45,0.58,1.09,2.60,0.28,1086.52
485,1175,0.01,0.34,0.57,0.20,0.43,0.55,0.73,1.80,0.67,1089.73
486,1183,0.01,0.34,0.56,0.22,0.44,0.55,1.21,2.00,0.62,1093.55
487,1184,0.01,0.34,0.57,0.24,0.43,0.54,1.09,2.04,0.69,1097.37
488,1164,0.01,0.35,0.57,0.20,0.44,0.57,1.29,1.51,0.45,1100.62
489,1165,0.01,0.36,0.58,0.21,0.43,0.56,1.02,3.17,0.27,1105.08
490,1166,0.01,0.31,0.56,0.23,0.46,0.58,0.71,1.96,0.66,1108.41
491,1163,0.01,0.32,0.56,0.22,0.45,0.57,1.18,1.76,0.49,1111.84
492,1169,0.00,0.33,0.56,0.13,0.41,0.53,1.02,2.12,0.66,1115.63
493,1162,0.01,0.35,0.57,0.14,0.42,0.53,1.17,1.46,0.28,1118.54
494,1163,0.01,0.35,0.56,0.14,0.44,0.56,0.97,3.14,0.29,1122.94
495,1170,0.01,0.33,0.56,0.13,0.43,0.55,0.86,1.65,0.59,1126.05
496,1173,0.01,0.32,0.56,0.14,0.44,0.55,1.18,2.10,0.45,1129.78
497,1170,0.01,0.33,0.56,0.09,0.44,0.56,1.00,2.32,0.60,1133.71
498,1173,0.01,0.33,0.56,0.17,0.45,0.55,0.87,1.49,0.37,1136.44
499,1181,0.01,0.34,0.56,0.17,0.44,0.56,0.94,2.37,0.63,1140.38
