Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.08,0.68,1.53
1,539,0.01,0.04,0.13,0.87,0.76,6.32
2,540,0.01,0.05,0.12,0.79,0.78,12.73
3,548,0.01,0.06,0.14,0.76,0.78,18.92
4,554,0.01,0.06,0.16,0.95,0.88,25.62
5,557,0.01,0.07,0.20,0.70,0.89,32.41
6,548,0.01,0.08,0.19,0.92,0.80,39.54
7,555,0.01,0.09,0.21,0.88,0.85,46.15
8,554,0.01,0.10,0.24,0.96,0.82,52.90
9,560,0.01,0.11,0.27,0.74,0.86,59.34
10,565,0.01,0.12,0.29,0.65,0.87,65.60
11,565,0.01,0.14,0.32,0.63,0.89,72.22
12,566,0.01,0.14,0.35,1.04,0.90,79.53
13,574,0.01,0.15,0.35,0.72,0.94,87.33
14,571,0.02,0.17,0.35,0.92,1.03,94.83
15,587,0.01,0.17,0.33,0.95,1.10,102.60
16,578,0.01,0.17,0.36,0.81,1.03,109.98
17,567,0.01,0.17,0.35,0.85,1.08,117.45
18,563,0.01,0.17,0.35,0.60,1.05,124.91
19,568,0.01,0.18,0.36,1.02,1.10,132.49
20,578,0.01,0.19,0.35,0.58,1.12,140.20
21,569,0.01,0.18,0.38,0.89,1.09,147.98
22,565,0.01,0.19,0.40,0.69,1.07,155.45
23,565,0.02,0.21,0.40,0.77,1.12,162.83
24,569,0.01,0.19,0.39,0.73,1.14,170.51
25,587,0.02,0.20,0.40,0.96,1.12,178.53
26,587,0.01,0.20,0.40,0.93,1.13,186.67
27,589,0.01,0.20,0.40,0.68,1.14,194.52
28,589,0.02,0.21,0.40,1.03,1.18,202.82
29,582,0.01,0.22,0.40,0.64,1.19,210.69
30,605,0.01,0.21,0.42,0.96,1.19,218.52
31,602,0.02,0.22,0.42,1.08,1.23,227.18
32,596,0.02,0.24,0.43,0.78,1.31,235.68
33,592,0.01,0.23,0.42,0.90,1.27,244.39
34,588,0.01,0.23,0.45,0.90,1.24,252.96
35,620,0.02,0.23,0.43,0.98,1.33,261.88
36,603,0.01,0.24,0.45,0.96,1.34,270.70
37,599,0.01,0.23,0.43,1.11,1.26,279.75
38,597,0.01,0.23,0.44,1.21,1.28,288.87
39,599,0.01,0.24,0.44,1.22,1.28,298.15
40,609,0.01,0.22,0.43,1.12,1.25,307.35
41,609,0.01,0.23,0.43,1.14,1.30,317.20
42,602,0.01,0.24,0.44,1.11,1.26,326.35
43,590,0.01,0.23,0.44,1.01,1.25,334.95
44,586,0.01,0.24,0.43,0.86,1.24,343.27
45,612,0.02,0.26,0.43,0.94,1.29,351.78
46,606,0.01,0.26,0.43,1.03,1.30,360.56
47,605,0.01,0.24,0.46,1.09,1.24,369.49
48,604,0.01,0.25,0.45,0.82,1.30,378.18
49,589,0.01,0.24,0.45,1.03,1.30,386.65
50,623,0.01,0.25,0.46,0.98,1.32,395.80
51,616,0.01,0.25,0.46,0.99,1.41,404.94
52,601,0.01,0.22,0.45,0.82,1.26,413.96
53,597,0.02,0.25,0.45,0.97,1.30,422.87
54,597,0.01,0.24,0.49,0.83,1.30,431.59
55,623,0.01,0.24,0.47,0.95,1.32,440.69
56,619,0.01,0.24,0.48,1.00,1.36,449.87
57,609,0.02,0.26,0.50,0.94,1.34,459.17
58,602,0.01,0.26,0.49,1.00,1.37,468.42
59,596,0.01,0.26,0.51,0.84,1.34,477.25
60,626,0.02,0.28,0.50,1.01,1.43,486.34
61,620,0.01,0.25,0.49,0.83,1.30,495.11
62,616,0.01,0.24,0.49,0.94,1.32,503.99
63,607,0.01,0.24,0.49,0.95,1.39,512.99
64,597,0.01,0.23,0.49,0.87,1.22,521.62
65,617,0.01,0.22,0.49,0.95,1.14,530.42
66,622,0.01,0.22,0.49,1.06,1.15,539.13
67,608,0.01,0.26,0.49,0.91,1.27,548.01
68,609,0.01,0.24,0.50,0.98,1.27,556.75
69,602,0.01,0.24,0.49,0.96,1.32,566.13
70,645,0.01,0.25,0.49,0.85,1.35,574.99
71,641,0.01,0.28,0.52,0.78,1.34,583.47
72,634,0.02,0.26,0.51,0.88,1.37,592.66
73,626,0.01,0.23,0.50,0.81,1.31,601.51
74,613,0.01,0.24,0.50,0.69,1.30,610.44
75,659,0.01,0.21,0.49,0.93,1.21,618.97
76,662,0.01,0.23,0.49,0.83,1.27,627.68
77,657,0.02,0.24,0.49,0.84,1.24,636.12
78,654,0.01,0.22,0.49,1.06,1.25,644.85
79,649,0.01,0.24,0.50,0.80,1.21,653.79
