Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,430,-42.85,-12.83,-5.99,0.03,0.18,0.22
1,440,-43.71,-10.06,-6.37,0.30,0.26,1.63
2,451,-33.51,-8.26,-5.92,0.41,0.18,3.85
3,454,-42.50,-9.17,-5.51,0.38,0.26,6.21
4,457,-34.72,-8.15,-5.75,0.42,0.19,8.59
5,462,-40.02,-8.24,-5.55,0.30,0.36,11.25
6,459,-35.23,-7.65,-0.75,0.42,0.21,13.81
7,463,-52.24,-7.74,-3.28,0.38,0.35,16.59
8,463,-34.47,-7.33,-4.29,0.31,0.29,19.45
9,459,-27.02,-7.63,-4.91,0.40,0.40,22.28
10,466,-33.99,-6.81,2.35,0.39,0.36,25.47
11,475,-33.96,-7.67,-2.44,0.48,0.32,28.68
12,467,-27.28,-6.95,-2.41,0.38,0.38,31.84
13,463,-30.52,-7.16,-3.63,0.41,0.30,34.56
14,465,-39.09,-7.93,-4.00,0.35,0.35,37.74
15,471,-25.41,-7.31,-4.23,0.34,0.33,40.58
16,466,-36.37,-6.94,-3.48,0.34,0.34,43.66
17,474,-29.00,-6.38,-1.35,0.24,0.36,46.80
18,479,-37.11,-7.08,-3.56,0.40,0.36,49.78
19,478,-40.18,-6.70,-2.47,0.38,0.36,52.82
20,484,-24.35,-6.63,-3.46,0.40,0.37,55.94
21,474,-24.15,-6.56,-3.71,0.38,0.37,59.02
22,485,-39.42,-6.72,-4.08,0.45,0.48,62.18
23,470,-35.72,-6.56,-4.15,0.38,0.36,65.47
24,472,-22.74,-6.73,-4.57,0.36,0.45,68.86
25,478,-28.83,-6.83,-4.64,0.35,0.44,72.19
26,473,-21.99,-6.29,-4.75,0.29,0.50,75.82
27,478,-29.37,-6.22,-4.07,0.36,0.50,79.19
28,475,-24.12,-6.74,-2.76,0.32,0.50,83.06
29,475,-34.29,-6.54,-4.29,0.36,0.37,86.44
30,494,-21.62,-5.98,-4.22,0.38,0.51,90.09
31,489,-21.02,-6.04,-4.47,0.31,0.52,93.55
32,492,-39.55,-6.18,1.40,0.41,0.54,97.13
33,489,-31.50,-6.08,1.27,0.27,0.45,100.82
34,490,-25.21,-5.86,-1.44,0.48,0.40,104.51
35,500,-24.34,-5.57,-0.86,0.63,0.54,108.71
36,492,-37.30,-5.98,-1.56,0.32,0.52,112.44
37,495,-42.79,-6.48,-2.44,0.35,0.62,116.45
38,503,-41.15,-5.83,-3.94,0.35,0.57,120.04
39,506,-35.05,-6.08,-2.47,0.35,0.46,123.77
40,517,-24.86,-5.56,-1.05,0.31,0.56,127.46
41,514,-34.57,-5.76,-1.81,0.38,0.64,131.10
42,521,-33.79,-5.71,-0.59,0.37,0.68,134.91
43,520,-23.33,-6.18,-1.35,0.33,0.53,138.55
44,524,-27.74,-5.91,-1.64,0.46,0.54,142.44
45,528,-25.98,-5.28,-1.75,0.26,0.52,145.90
46,528,-24.87,-6.09,-3.24,0.41,0.55,149.51
47,528,-28.66,-5.52,-1.04,0.38,0.55,153.41
48,531,-26.90,-5.84,-2.72,0.53,0.53,157.61
49,532,-32.17,-5.22,0.44,0.50,0.56,161.88
50,539,-29.48,-5.25,-0.20,0.57,0.66,166.28
51,538,-23.58,-5.23,-0.06,0.37,0.63,170.56
52,532,-40.57,-5.08,-0.84,0.48,0.67,174.92
53,532,-29.00,-4.96,-1.29,0.40,0.67,179.30
54,535,-26.52,-5.10,-0.88,0.39,0.74,183.42
55,547,-36.66,-5.62,-2.72,0.44,0.71,187.90
56,540,-32.96,-5.00,-2.85,0.47,0.67,192.29
57,539,-34.48,-5.15,-2.99,0.42,0.64,196.83
58,538,-26.73,-5.18,-3.10,0.56,0.67,201.36
59,542,-33.09,-5.25,-3.07,0.51,0.66,205.69
60,555,-26.62,-5.17,-3.16,0.39,0.64,209.93
61,551,-27.64,-4.75,-3.24,0.47,0.66,214.16
62,543,-23.96,-5.27,-3.09,0.34,0.68,218.47
63,539,-22.37,-4.62,-2.30,0.36,0.68,222.54
64,540,-42.77,-4.84,-1.33,0.45,0.69,227.07
65,547,-41.13,-4.96,-3.05,0.46,0.68,231.71
66,550,-29.15,-5.14,-2.96,0.47,0.68,236.12
67,546,-41.63,-5.27,6.72,0.61,0.68,240.64
68,551,-22.31,-5.17,0.92,0.50,0.67,245.06
69,544,-22.08,-4.84,-0.85,0.43,0.71,249.69
70,577,-22.21,-4.65,2.66,0.51,0.73,254.49
71,557,-22.23,-4.66,1.01,0.41,0.75,259.25
72,553,-31.13,-4.97,-1.04,0.45,0.67,263.98
73,548,-28.34,-4.91,-0.85,0.40,0.66,268.99
74,548,-32.58,-5.14,-0.92,0.38,0.68,273.66
75,579,-35.47,-5.02,-1.50,0.47,0.71,278.52
76,574,-35.89,-4.73,4.99,0.41,0.68,283.49
77,569,-33.10,-4.47,2.71,0.49,0.74,288.47
78,558,-27.41,-5.02,-0.77,0.49,0.72,293.62
79,555,-27.93,-4.56,-1.20,0.51,0.80,298.94
80,582,-31.91,-4.72,-1.54,0.39,0.74,303.92
81,578,-34.37,-4.94,-1.80,0.49,0.74,309.44
82,564,-31.73,-4.90,-2.01,0.40,0.74,314.84
83,556,-39.79,-4.94,-0.20,0.53,0.74,320.14
84,551,-30.69,-4.90,-1.46,0.57,0.73,325.45
85,598,-36.89,-4.57,3.04,0.52,0.77,330.66
86,595,-28.55,-4.66,-0.79,0.43,0.74,336.00
87,583,-33.88,-5.13,0.85,0.41,0.71,341.30
88,574,-23.48,-4.13,3.89,0.48,0.68,346.67
89,571,-22.53,-4.49,-0.40,0.42,0.71,351.80
90,603,-25.78,-3.85,0.33,0.38,0.75,357.26
91,596,-22.69,-4.04,0.37,0.48,0.75,362.85
92,589,-22.78,-3.62,0.01,0.49,0.77,367.99
93,570,-22.72,-4.26,-0.37,0.38,0.68,373.45
94,560,-22.64,-4.20,0.88,0.36,0.64,378.68
95,583,-42.96,-4.02,2.29,0.37,0.59,383.74
96,572,-23.34,-3.98,1.09,0.41,0.69,388.97
97,580,-22.41,-5.06,-0.05,0.70,0.62,394.60
98,574,-37.89,-4.89,0.22,0.39,0.75,399.78
99,575,-22.27,-4.02,1.28,0.40,0.81,405.35
100,602,-37.36,-4.33,-0.28,0.54,0.69,410.50
101,591,-32.69,-3.99,2.82,0.44,0.74,415.88
102,583,-22.21,-3.92,-0.13,0.59,0.68,421.27
103,583,-25.36,-4.66,-0.39,0.40,0.66,426.37
104,581,-22.95,-4.15,-0.15,0.40,0.77,431.75
105,628,-21.99,-3.18,3.79,0.55,0.63,436.86
106,620,-38.73,-2.29,7.52,0.35,0.62,442.30
107,617,-34.80,-4.10,2.39,0.49,0.69,447.87
108,609,-24.34,-3.91,1.87,0.78,0.61,453.50
109,607,-21.97,-4.17,1.72,0.40,0.80,458.90
110,673,-42.49,-4.48,1.51,0.52,0.84,464.49
111,666,-29.39,-4.10,1.30,0.59,0.60,469.33
112,662,-21.94,-4.30,1.38,0.43,0.58,474.21
113,652,-24.26,-4.00,1.44,0.65,0.72,479.92
114,645,-30.30,-3.35,1.31,0.72,0.77,485.57
115,702,-27.02,-4.46,1.05,0.71,0.80,491.36
116,691,-21.83,-4.51,0.81,0.47,0.68,496.69
117,682,-33.68,-4.65,0.75,0.57,0.66,502.12
118,678,-34.33,-3.29,4.67,0.43,0.64,507.61
119,681,-43.84,-3.65,3.42,0.50,0.61,513.14
120,729,-35.93,-4.37,2.32,0.55,0.62,517.97
121,733,-28.93,-3.89,1.97,0.50,0.67,523.04
122,727,-21.49,-2.68,3.45,0.47,0.64,528.16
123,725,-27.19,-2.99,2.23,0.50,0.67,533.01
124,720,-21.59,-2.02,7.23,0.42,0.62,537.68
125,767,-34.88,-3.11,2.89,0.62,0.61,542.58
126,763,-28.51,-2.03,2.89,0.48,0.60,547.27
127,749,-21.58,-3.36,2.07,0.54,0.64,552.31
128,724,-32.15,-3.71,1.53,0.53,0.65,557.62
129,722,-36.80,-3.07,2.29,0.44,0.66,562.41
130,779,-30.98,-3.10,1.44,0.65,0.73,567.67
131,771,-43.77,-2.98,2.05,0.45,0.65,572.80
132,768,-36.07,-2.46,2.04,0.56,0.63,577.88
133,755,-37.48,-0.37,7.06,0.49,0.63,582.93
134,750,-40.16,-0.28,5.80,0.53,0.62,587.34
135,801,-27.11,0.43,5.09,0.45,0.66,591.92
136,782,-26.07,0.58,4.67,0.42,0.59,596.51
137,765,-29.83,-0.04,4.37,0.50,0.63,601.26
138,740,-38.17,-0.43,4.21,0.55,0.61,606.41
139,715,-40.32,-0.94,3.89,0.51,0.67,611.37
140,758,-38.59,-0.73,3.54,0.42,0.79,616.01
141,747,-41.24,-0.14,4.53,0.49,0.65,621.20
142,734,-32.29,-0.93,3.26,0.63,0.70,626.01
143,717,-26.50,-0.41,3.43,0.39,0.65,630.62
144,709,-39.63,-0.04,3.41,0.42,0.62,635.86
145,757,-43.10,0.78,4.80,0.50,0.66,640.15
146,743,-40.53,0.65,4.74,0.43,0.68,645.12
147,725,-34.31,-0.06,3.89,0.45,0.63,650.23
148,716,-30.90,0.22,3.72,0.43,0.75,655.14
149,709,-45.63,-1.27,3.01,0.43,0.85,660.02
150,757,-43.00,1.73,7.03,0.44,0.65,664.58
151,733,-30.68,0.18,4.63,0.39,0.67,669.48
152,711,-33.93,0.29,4.65,0.35,0.67,673.96
153,694,-37.87,0.67,4.84,0.54,0.75,678.65
154,686,-36.06,1.02,4.77,0.42,0.71,683.52
155,724,-26.21,1.22,4.61,0.35,0.72,688.12
156,715,-39.67,-0.34,3.99,0.51,0.68,692.92
157,710,-67.37,-0.31,3.82,0.36,0.68,697.67
158,701,-28.40,-0.94,3.37,0.49,0.87,702.52
159,694,-33.60,-0.99,3.46,0.33,0.76,707.33
160,738,-25.69,0.25,4.46,0.42,0.71,712.60
161,705,-28.85,-1.75,3.16,0.38,0.77,717.01
162,703,-38.44,1.53,7.13,0.35,0.60,721.64
163,702,-38.72,0.11,4.77,0.58,0.69,726.44
164,693,-32.61,0.71,5.44,0.52,0.88,731.57
165,718,-25.92,-0.58,3.85,0.45,0.76,736.59
166,696,-24.01,-1.71,2.98,0.46,0.79,741.81
167,673,-39.60,-2.56,2.78,0.40,0.70,746.76
168,652,-32.95,0.01,7.21,0.35,0.64,751.48
169,653,-32.45,-0.60,3.65,0.42,0.76,755.94
170,720,-33.42,-1.02,3.61,0.47,0.71,760.56
171,719,-34.99,0.53,4.55,0.42,0.62,765.39
172,714,-42.96,1.77,7.14,0.55,0.60,770.50
173,700,-24.90,-1.29,4.04,0.48,0.71,775.15
174,681,-39.77,0.27,5.82,0.41,0.70,779.96
175,704,-35.74,-1.87,3.67,0.34,0.75,784.79
176,694,-37.44,-1.24,3.16,0.36,0.81,789.84
177,683,-36.98,-0.97,2.90,0.48,0.73,795.08
178,671,-43.23,0.31,6.12,0.45,0.69,800.33
179,652,-38.82,0.12,4.81,0.49,0.78,805.42
180,719,-37.01,-0.41,3.56,0.58,0.75,811.19
181,707,-34.43,-0.80,3.23,0.48,0.80,817.09
182,692,-35.92,0.23,5.16,0.45,0.64,822.60
183,666,-40.45,-0.80,3.37,0.53,0.74,827.43
184,648,-35.42,1.55,7.18,0.49,0.79,832.51
