Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,420,0.01,0.04,0.11,0.14,0.11,0.25
1,434,0.01,0.05,0.13,0.21,0.08,0.67
2,443,0.01,0.06,0.17,0.25,0.08,1.44
3,439,0.02,0.07,0.15,0.22,0.24,2.23
4,445,0.02,0.07,0.19,0.16,0.20,2.98
5,448,0.01,0.08,0.19,0.25,0.09,3.66
6,450,0.01,0.08,0.19,0.21,0.22,4.44
7,449,0.01,0.09,0.19,0.22,0.11,5.07
8,444,0.01,0.10,0.24,0.12,0.11,5.91
9,451,0.01,0.10,0.20,0.21,0.22,6.78
10,461,0.01,0.11,0.25,0.20,0.24,7.62
11,462,0.01,0.12,0.24,0.21,0.20,8.41
12,455,0.01,0.12,0.24,0.17,0.20,9.37
13,460,0.01,0.12,0.25,0.16,0.21,10.29
14,458,0.02,0.13,0.28,0.32,0.13,11.04
15,468,0.02,0.13,0.28,0.26,0.31,12.00
16,463,0.01,0.14,0.32,0.34,0.14,12.83
17,462,0.01,0.15,0.32,0.17,0.27,13.78
18,462,0.02,0.15,0.31,0.15,0.25,14.80
19,460,0.01,0.17,0.31,0.14,0.26,15.96
20,472,0.01,0.16,0.35,0.26,0.19,16.95
21,471,0.01,0.18,0.36,0.20,0.22,17.98
22,475,0.01,0.17,0.34,0.21,0.25,19.16
23,480,0.01,0.19,0.36,0.25,0.21,20.16
24,478,0.01,0.20,0.40,0.14,0.25,21.12
25,490,0.01,0.20,0.37,0.30,0.16,22.11
26,483,0.02,0.20,0.37,0.37,0.16,23.14
27,478,0.02,0.20,0.38,0.24,0.18,24.24
28,476,0.02,0.22,0.41,0.32,0.16,25.31
29,473,0.01,0.20,0.38,0.36,0.15,26.32
30,488,0.01,0.19,0.39,0.36,0.15,27.30
31,486,0.02,0.20,0.39,0.42,0.16,28.46
32,480,0.01,0.20,0.39,0.33,0.16,29.47
33,480,0.01,0.20,0.39,0.30,0.31,30.64
34,483,0.01,0.19,0.39,0.48,0.19,31.74
35,500,0.01,0.19,0.40,0.37,0.18,32.76
36,492,0.01,0.21,0.40,0.41,0.15,33.79
37,491,0.01,0.19,0.39,0.48,0.16,34.97
38,491,0.01,0.18,0.39,0.22,0.22,36.09
39,488,0.01,0.20,0.39,0.32,0.16,37.07
40,495,0.01,0.22,0.41,0.32,0.35,38.23
41,493,0.01,0.21,0.40,0.19,0.17,39.10
42,489,0.02,0.20,0.40,0.21,0.17,40.10
43,492,0.01,0.20,0.40,0.26,0.29,41.30
44,491,0.01,0.22,0.41,0.22,0.22,42.37
45,516,0.02,0.23,0.42,0.28,0.22,43.46
46,508,0.00,0.22,0.40,0.32,0.23,44.62
47,503,0.01,0.22,0.42,0.27,0.21,45.79
48,502,0.01,0.21,0.41,0.29,0.21,46.89
49,495,0.01,0.22,0.41,0.23,0.25,48.12
50,528,0.01,0.21,0.43,0.30,0.25,49.48
51,524,0.01,0.21,0.41,0.26,0.28,50.67
52,517,0.01,0.21,0.42,0.29,0.28,51.94
53,510,0.01,0.18,0.42,0.24,0.22,53.08
54,504,0.02,0.21,0.44,0.25,0.33,54.20
55,516,0.01,0.20,0.42,0.27,0.33,55.39
56,512,0.02,0.20,0.42,0.21,0.34,56.59
57,507,0.02,0.21,0.42,0.23,0.24,57.63
58,498,0.02,0.22,0.44,0.31,0.38,58.91
59,496,0.02,0.23,0.46,0.30,0.44,60.23
60,522,0.02,0.21,0.45,0.31,0.39,61.53
61,518,0.01,0.24,0.44,0.50,0.29,62.85
62,513,0.01,0.22,0.45,0.36,0.28,64.06
63,514,0.01,0.21,0.44,0.42,0.31,65.39
64,512,0.01,0.23,0.45,0.32,0.22,66.71
65,541,0.01,0.23,0.44,0.24,0.25,67.83
66,543,0.02,0.21,0.44,0.32,0.24,69.20
67,542,0.02,0.22,0.44,0.29,0.21,70.45
68,535,0.01,0.23,0.45,0.26,0.47,71.83
69,534,0.01,0.21,0.44,0.36,0.47,73.30
70,560,0.00,0.21,0.45,0.42,0.27,74.62
71,555,0.02,0.22,0.45,0.31,0.21,75.93
72,551,0.01,0.24,0.48,0.23,0.34,77.31
73,536,0.01,0.21,0.46,0.33,0.23,78.59
74,530,0.01,0.21,0.47,0.34,0.23,79.98
75,590,0.01,0.20,0.46,0.27,0.33,81.35
76,579,0.01,0.22,0.46,0.36,0.51,82.78
77,573,0.01,0.23,0.46,0.53,0.21,84.16
78,569,0.01,0.20,0.46,0.38,0.22,85.43
79,565,0.02,0.20,0.46,0.22,0.29,86.82
80,603,0.01,0.21,0.46,0.32,0.25,88.30
81,596,0.01,0.19,0.46,0.32,0.32,89.69
82,590,0.01,0.20,0.45,0.29,0.25,90.97
83,583,0.01,0.21,0.46,0.30,0.27,92.25
84,568,0.01,0.19,0.46,0.45,0.32,93.66
85,601,0.01,0.22,0.46,0.41,0.21,94.93
