Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,430,-42.85,-12.83,-5.99,0.03,0.16,0.65
1,440,-43.71,-10.06,-6.37,0.30,0.32,1.86
2,451,-33.51,-8.26,-5.92,0.28,0.28,2.98
3,454,-42.50,-9.17,-5.51,0.40,0.21,4.22
4,457,-34.72,-8.15,-5.75,0.42,0.31,5.68
5,460,-26.57,-7.84,-4.48,0.46,0.34,7.26
6,460,-29.04,-7.71,-2.88,0.28,0.32,8.54
7,455,-35.79,-7.71,-2.62,0.38,0.30,9.92
8,460,-27.33,-7.55,-4.04,0.32,0.31,11.23
9,466,-20.60,-7.59,-5.01,0.40,0.30,12.62
10,473,-27.22,-6.70,-4.23,0.49,0.26,14.29
11,474,-29.10,-7.46,-4.59,0.45,0.35,15.87
12,472,-21.06,-6.89,-4.68,0.42,0.40,17.47
13,469,-33.86,-7.23,-5.03,0.54,0.27,19.11
14,472,-43.33,-7.89,-4.45,0.36,0.31,20.51
15,478,-38.38,-7.19,-4.84,0.37,0.33,21.97
16,476,-26.38,-7.11,-4.71,0.32,0.37,23.48
17,481,-41.80,-6.70,-4.28,0.36,0.44,25.16
18,481,-28.06,-6.96,-4.63,0.45,0.36,26.84
19,490,-29.61,-6.94,-3.06,0.27,0.47,28.50
20,498,-31.74,-6.90,-4.43,0.43,0.36,30.19
21,496,-34.64,-6.77,-4.19,0.44,0.56,32.04
22,499,-25.42,-6.58,-4.26,0.42,0.45,33.80
23,494,-36.78,-6.66,-4.34,0.36,0.56,35.69
24,502,-24.15,-6.50,-4.45,0.47,0.48,37.71
25,506,-32.47,-6.56,-4.06,0.41,0.54,39.57
26,508,-27.28,-6.51,-4.11,0.36,0.57,41.40
27,504,-23.09,-6.18,-4.23,0.36,0.57,43.22
28,501,-29.39,-6.79,-4.14,0.33,0.61,45.24
29,503,-31.12,-6.21,-3.94,0.40,0.64,47.20
30,512,-30.99,-5.95,-4.09,0.55,0.60,49.43
31,509,-21.69,-6.13,-4.07,0.39,0.63,51.32
32,504,-42.08,-6.40,-3.73,0.31,0.67,53.32
33,509,-26.49,-5.73,-3.51,0.35,0.62,55.32
34,499,-22.92,-5.69,-3.70,0.41,0.65,57.38
35,514,-35.58,-5.74,-3.75,0.37,0.73,59.59
36,506,-37.32,-5.94,-3.87,0.34,0.70,61.64
37,505,-36.74,-5.67,-3.81,0.42,0.64,63.70
38,504,-42.08,-6.05,-3.62,0.34,0.67,65.78
39,507,-26.70,-5.66,-3.72,0.36,0.74,68.03
40,503,-32.70,-5.28,0.87,0.50,0.67,70.35
41,506,-35.60,-5.70,-2.46,0.41,0.69,72.49
42,503,-27.87,-5.10,-3.24,0.37,0.66,74.70
43,506,-32.69,-6.03,-3.73,0.49,0.60,76.84
44,503,-39.98,-5.57,-3.64,0.33,0.73,79.04
45,508,-36.55,-5.38,-3.19,0.42,0.84,81.55
46,510,-34.83,-5.67,-3.67,0.31,0.76,83.76
47,502,-38.33,-5.55,-1.97,0.28,0.80,85.97
48,507,-26.37,-5.82,-3.73,0.36,0.68,88.18
49,509,-31.49,-5.44,-3.24,0.29,0.72,90.37
50,516,-38.76,-5.62,-3.27,0.28,0.75,92.70
51,513,-41.61,-5.59,-3.63,0.34,0.82,95.06
52,512,-32.67,-5.20,-2.10,0.40,0.69,97.25
53,509,-41.84,-5.40,-3.23,0.31,0.78,99.51
54,511,-37.94,-5.27,-3.39,0.38,0.86,101.90
55,513,-41.13,-6.04,-3.49,0.33,0.80,104.14
56,520,-40.09,-5.13,-3.06,0.31,0.86,106.55
57,525,-33.92,-5.36,-3.42,0.24,0.85,108.77
58,524,-35.98,-5.35,-3.51,0.37,0.89,111.19
59,533,-32.07,-5.51,-3.59,0.35,0.83,113.56
60,536,-40.16,-5.23,-3.68,0.35,0.81,116.09
61,535,-39.58,-5.47,-3.36,0.44,1.00,118.74
62,532,-39.40,-5.58,-3.52,0.30,0.85,121.21
63,529,-39.36,-5.29,-3.17,0.33,0.93,123.74
64,534,-38.17,-5.23,-3.00,0.23,0.93,126.24
65,550,-25.82,-5.43,-3.48,0.26,0.87,128.77
66,551,-35.07,-5.19,-3.48,0.36,0.94,131.43
67,553,-39.96,-4.96,-3.22,0.22,0.90,133.91
68,550,-39.66,-5.12,-3.51,0.50,0.85,136.61
69,553,-30.24,-5.58,-3.61,0.46,0.91,139.15
70,572,-39.65,-5.48,-3.32,0.28,0.89,141.87
71,577,-32.97,-5.27,-3.51,0.49,0.90,144.58
72,570,-34.11,-5.23,-3.54,0.35,0.94,147.31
73,555,-38.55,-4.87,-3.32,0.34,0.84,150.03
74,549,-43.82,-5.94,-1.63,0.38,0.95,152.72
75,574,-42.57,-5.38,-2.53,0.53,0.88,155.63
76,572,-43.04,-4.89,3.20,0.35,0.97,158.45
77,566,-40.09,-4.98,-1.36,0.45,0.97,161.36
78,568,-38.70,-5.26,-2.08,0.42,1.03,164.26
79,571,-36.38,-4.92,-2.51,0.46,0.95,167.22
80,585,-31.97,-5.02,-3.12,0.36,0.99,170.15
81,585,-29.31,-5.29,-3.40,0.41,0.97,173.02
82,581,-38.53,-5.07,-3.40,0.38,1.00,175.90
83,573,-42.61,-4.86,0.11,0.32,0.99,178.80
84,564,-30.69,-5.42,0.21,0.37,0.95,181.43
85,582,-39.57,-4.85,-2.79,0.34,1.01,184.33
86,578,-42.87,-4.79,-1.15,0.44,1.01,187.17
87,583,-27.50,-4.98,-3.45,0.35,0.93,189.97
88,577,-38.36,-4.35,3.83,0.44,0.92,192.81
89,577,-31.10,-4.78,-0.84,0.29,0.95,195.58
90,592,-41.01,-4.57,-0.83,0.48,0.98,198.70
91,580,-35.43,-4.91,-0.98,0.29,0.95,201.42
92,583,-34.84,-4.70,-0.76,0.28,0.94,204.04
93,583,-38.03,-4.59,-0.89,0.30,0.97,206.89
94,577,-35.70,-4.89,-1.17,0.34,0.96,209.90
95,576,-39.83,-4.60,5.69,0.40,0.90,212.81
96,582,-42.36,-4.56,2.66,0.32,1.02,215.57
97,583,-23.42,-4.33,0.98,0.42,1.00,218.61
98,581,-32.02,-4.75,0.15,0.32,1.01,221.31
99,581,-30.35,-4.33,3.81,0.41,0.98,224.10
100,615,-27.17,-4.31,0.32,0.32,0.97,226.86
101,609,-34.50,-4.48,0.03,0.26,1.00,229.65
102,609,-35.83,-4.78,-0.34,0.41,0.91,232.39
103,605,-30.64,-4.67,-0.95,0.35,1.03,235.46
104,603,-30.80,-4.59,-1.09,0.33,1.20,238.59
105,632,-36.82,-4.80,1.59,0.33,1.07,241.52
106,635,-32.27,-4.45,3.34,0.28,0.94,244.03
107,627,-32.44,-4.76,1.38,0.39,0.93,246.88
108,633,-36.78,-4.67,1.33,0.42,1.10,249.96
109,633,-27.34,-4.73,-0.31,0.61,0.97,253.26
110,671,-22.91,-4.77,0.86,0.35,0.94,256.06
111,663,-33.49,-4.79,0.74,0.60,0.92,259.14
112,661,-30.63,-4.94,0.63,0.40,0.85,261.85
113,650,-41.81,-4.68,0.85,0.50,0.94,264.62
114,648,-35.23,-4.95,1.15,0.34,0.90,267.34
115,681,-32.31,-5.06,0.92,0.48,1.02,270.29
116,677,-35.41,-4.80,0.91,0.45,0.93,273.17
117,674,-31.34,-4.68,0.67,0.39,0.87,275.88
118,665,-38.71,-4.16,2.62,0.41,1.02,278.65
119,662,-41.30,-4.60,0.77,0.51,0.94,281.48
120,728,-40.12,-4.78,0.64,0.57,0.91,284.75
121,727,-41.19,-4.55,5.97,0.50,0.97,287.66
122,714,-32.99,-4.36,3.68,0.40,0.88,290.48
123,705,-26.73,-4.52,2.86,0.47,0.90,293.21
124,706,-42.03,-4.43,2.91,0.35,0.95,295.85
125,736,-43.50,-5.16,2.81,0.53,0.78,298.71
126,719,-36.05,-4.03,2.92,0.74,0.84,301.58
127,707,-28.61,-4.40,2.01,0.59,0.77,304.41
128,699,-38.30,-4.81,1.33,0.41,0.75,307.14
129,693,-35.87,-4.19,1.17,0.58,0.85,310.14
130,719,-40.36,-4.06,1.19,0.53,0.78,313.01
131,710,-42.87,-4.54,1.16,0.47,0.81,315.68
132,704,-39.10,-4.00,1.29,0.43,0.95,318.67
133,701,-33.07,-1.76,5.09,0.58,0.79,321.47
134,690,-41.38,-1.52,3.79,0.39,0.73,324.09
135,694,-26.82,-1.19,3.94,0.48,0.73,326.85
136,688,-42.13,-1.92,4.27,0.33,0.88,329.45
137,682,-34.83,-1.60,4.04,0.49,0.82,332.18
138,671,-42.12,-2.70,4.19,0.42,0.85,334.91
139,670,-32.15,-2.77,4.34,0.47,0.95,337.67
140,706,-41.72,-3.16,4.02,0.39,0.85,340.46
141,705,-42.25,-1.96,4.90,0.63,0.73,343.15
142,711,-34.57,-2.90,3.81,0.56,0.77,346.04
143,699,-39.07,-2.36,3.77,0.52,0.99,348.90
144,689,-40.50,-1.62,5.02,0.51,0.71,351.65
145,724,-40.29,-1.89,4.82,0.49,0.97,354.54
146,710,-41.26,-0.81,5.94,0.46,0.80,357.23
147,697,-42.78,-2.96,4.50,0.60,0.99,360.45
148,684,-41.98,-2.41,4.54,0.48,0.88,363.38
149,681,-42.31,-3.01,4.15,0.48,0.81,366.01
150,705,-41.46,-2.18,4.53,0.48,0.94,368.68
151,693,-42.55,-3.51,3.98,0.52,0.82,371.81
152,690,-42.93,-3.20,4.05,0.66,0.76,374.55
153,679,-44.43,-2.48,7.07,0.45,0.84,377.34
154,669,-41.02,-1.17,4.67,0.52,0.77,380.13
