Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,420,0.01,0.03,0.09,0.03,0.09,0.13
1,427,0.00,0.04,0.09,0.18,0.08,0.79
2,443,0.01,0.04,0.13,0.17,0.08,1.88
3,446,0.01,0.05,0.12,0.13,0.08,2.94
4,443,0.01,0.05,0.17,0.15,0.09,4.20
5,458,0.01,0.06,0.19,0.14,0.10,5.40
6,452,0.01,0.07,0.18,0.16,0.10,6.65
7,456,0.01,0.09,0.20,0.12,0.11,7.91
8,454,0.01,0.09,0.23,0.15,0.11,9.26
9,452,0.01,0.10,0.25,0.16,0.12,10.62
10,469,0.01,0.10,0.24,0.16,0.11,11.95
11,462,0.01,0.10,0.24,0.18,0.11,13.36
12,461,0.01,0.11,0.26,0.17,0.12,14.87
13,454,0.01,0.12,0.27,0.16,0.12,16.31
14,452,0.01,0.12,0.26,0.14,0.12,17.75
15,475,0.01,0.12,0.26,0.16,0.12,19.19
16,472,0.01,0.13,0.28,0.18,0.12,20.72
17,473,0.01,0.13,0.28,0.21,0.12,22.34
18,477,0.01,0.13,0.28,0.22,0.13,23.92
19,474,0.01,0.13,0.32,0.16,0.12,25.50
20,511,0.01,0.13,0.33,0.20,0.12,27.01
21,503,0.01,0.13,0.29,0.18,0.12,28.62
22,501,0.01,0.15,0.32,0.17,0.12,30.24
23,495,0.01,0.14,0.33,0.21,0.12,31.94
24,497,0.01,0.17,0.33,0.22,0.12,33.58
25,517,0.01,0.18,0.38,0.20,0.12,35.22
26,511,0.02,0.16,0.36,0.20,0.12,36.90
27,498,0.01,0.16,0.39,0.18,0.12,38.56
28,492,0.01,0.18,0.40,0.19,0.13,40.20
29,492,0.01,0.19,0.39,0.19,0.13,41.94
30,520,0.01,0.19,0.39,0.21,0.13,43.71
31,514,0.02,0.21,0.44,0.24,0.13,45.52
32,517,0.01,0.18,0.41,0.22,0.13,47.31
33,514,0.01,0.20,0.40,0.24,0.14,49.13
34,504,0.01,0.20,0.42,0.23,0.13,50.93
35,538,0.01,0.19,0.41,0.20,0.13,52.65
36,532,0.02,0.18,0.41,0.23,0.13,54.44
37,524,0.01,0.18,0.41,0.20,0.13,56.18
38,510,0.01,0.18,0.42,0.21,0.12,57.99
39,506,0.02,0.20,0.42,0.20,0.13,59.75
40,596,0.01,0.19,0.42,0.22,0.13,61.60
41,587,0.01,0.22,0.42,0.26,0.14,63.57
42,580,0.01,0.21,0.42,0.28,0.14,65.56
43,571,0.01,0.20,0.42,0.29,0.14,67.64
44,561,0.01,0.19,0.41,0.23,0.13,69.62
45,626,0.01,0.21,0.45,0.24,0.13,71.51
46,609,0.01,0.18,0.45,0.28,0.12,73.58
47,598,0.01,0.18,0.45,0.29,0.13,75.68
48,583,0.01,0.18,0.44,0.26,0.13,77.77
49,576,0.02,0.20,0.44,0.25,0.14,79.85
50,643,0.00,0.21,0.44,0.25,0.13,81.95
51,633,0.01,0.20,0.44,0.29,0.13,84.18
52,616,0.01,0.20,0.42,0.31,0.14,86.40
53,601,0.02,0.19,0.44,0.29,0.13,88.58
54,582,0.01,0.18,0.44,0.25,0.12,90.70
55,644,0.01,0.18,0.44,0.29,0.12,92.82
56,622,0.00,0.18,0.44,0.30,0.13,95.03
57,619,0.01,0.20,0.46,0.30,0.13,97.25
58,614,0.01,0.22,0.45,0.31,0.15,99.47
59,603,0.01,0.21,0.45,0.28,0.14,101.65
60,696,0.02,0.23,0.46,0.25,0.14,103.83
61,680,0.02,0.23,0.46,0.31,0.14,106.11
62,666,0.02,0.21,0.45,0.33,0.14,108.44
63,643,0.01,0.22,0.49,0.31,0.14,110.72
64,619,0.01,0.19,0.47,0.28,0.14,112.92
65,692,0.01,0.18,0.46,0.27,0.13,115.15
66,669,0.01,0.19,0.45,0.30,0.14,117.41
67,654,0.01,0.21,0.48,0.30,0.14,119.76
68,639,0.01,0.20,0.45,0.29,0.15,122.07
69,618,0.01,0.20,0.45,0.26,0.15,124.41
70,702,0.01,0.19,0.45,0.26,0.14,126.69
71,676,0.01,0.18,0.45,0.33,0.13,129.11
72,656,0.01,0.19,0.48,0.32,0.13,131.53
73,633,0.01,0.20,0.46,0.30,0.14,133.96
74,608,0.02,0.18,0.46,0.27,0.14,136.33
75,681,0.01,0.19,0.46,0.28,0.14,138.67
76,657,0.01,0.19,0.46,0.30,0.14,141.17
77,632,0.01,0.20,0.46,0.30,0.14,143.68
78,617,0.02,0.22,0.48,0.29,0.15,146.13
79,593,0.02,0.20,0.46,0.26,0.15,148.45
80,656,0.01,0.20,0.46,0.28,0.14,150.72
81,628,0.01,0.20,0.46,0.28,0.14,153.20
82,607,0.01,0.18,0.46,0.28,0.13,155.50
83,596,0.01,0.20,0.46,0.29,0.14,157.83
84,580,0.01,0.22,0.46,0.25,0.14,160.10
85,663,0.01,0.23,0.46,0.30,0.16,162.39
86,638,0.01,0.20,0.46,0.29,0.14,164.77
87,617,0.01,0.22,0.47,0.28,0.15,167.18
88,597,0.01,0.20,0.46,0.29,0.14,169.53
89,572,0.01,0.20,0.46,0.26,0.15,171.83
90,643,0.01,0.18,0.46,0.29,0.14,174.05
91,622,0.01,0.19,0.46,0.29,0.14,176.38
92,600,0.01,0.21,0.46,0.28,0.14,178.72
93,583,0.01,0.20,0.46,0.26,0.14,180.95
94,558,0.01,0.19,0.47,0.26,0.14,183.11
95,644,0.01,0.20,0.46,0.28,0.15,185.23
96,613,0.01,0.21,0.49,0.29,0.14,187.59
97,592,0.01,0.19,0.46,0.26,0.14,189.88
98,579,0.01,0.21,0.47,0.26,0.15,192.14
99,562,0.01,0.21,0.46,0.25,0.15,194.31
100,659,0.01,0.22,0.46,0.29,0.15,196.51
101,640,0.01,0.20,0.46,0.26,0.15,198.94
102,621,0.01,0.20,0.46,0.30,0.14,201.33
103,596,0.02,0.22,0.48,0.26,0.14,203.62
104,572,0.01,0.19,0.48,0.29,0.13,205.92
105,653,0.01,0.18,0.47,0.23,0.13,208.19
106,628,0.01,0.18,0.45,0.28,0.14,210.65
107,605,0.01,0.19,0.45,0.26,0.14,213.08
108,583,0.01,0.20,0.49,0.28,0.13,215.47
109,559,0.01,0.19,0.46,0.25,0.14,217.71
110,643,0.01,0.19,0.47,0.28,0.14,220.03
111,622,0.01,0.20,0.46,0.29,0.14,222.44
112,602,0.02,0.21,0.48,0.28,0.15,224.79
113,583,0.01,0.21,0.47,0.25,0.15,227.11
114,572,0.02,0.21,0.48,0.25,0.15,229.39
115,662,0.01,0.19,0.47,0.29,0.14,231.78
116,645,0.01,0.20,0.47,0.32,0.15,234.21
117,619,0.01,0.19,0.48,0.29,0.13,236.64
118,607,0.02,0.22,0.48,0.28,0.15,239.05
119,594,0.01,0.20,0.48,0.26,0.15,241.46
120,691,0.01,0.20,0.50,0.30,0.14,243.88
121,661,0.01,0.19,0.48,0.33,0.14,246.42
122,635,0.01,0.19,0.48,0.34,0.14,248.89
123,614,0.01,0.19,0.48,0.30,0.15,251.29
124,598,0.02,0.18,0.48,0.27,0.13,253.61
125,686,0.01,0.20,0.48,0.29,0.15,255.92
126,657,0.01,0.19,0.48,0.31,0.14,258.37
127,622,0.01,0.18,0.48,0.31,0.14,260.91
128,589,0.01,0.18,0.50,0.25,0.13,263.27
129,569,0.01,0.17,0.49,0.27,0.13,265.59
130,700,0.01,0.19,0.48,0.28,0.14,267.90
131,680,0.01,0.20,0.48,0.32,0.14,270.43
132,658,0.01,0.20,0.48,0.33,0.14,272.91
133,629,0.01,0.20,0.49,0.30,0.14,275.31
134,613,0.01,0.20,0.52,0.30,0.14,277.80
135,714,0.01,0.20,0.51,0.33,0.15,280.31
136,691,0.01,0.20,0.51,0.32,0.15,282.91
137,663,0.01,0.18,0.49,0.31,0.14,285.45
138,635,0.01,0.20,0.51,0.31,0.14,288.02
139,612,0.01,0.20,0.51,0.28,0.14,290.46
140,690,0.01,0.21,0.51,0.30,0.14,292.77
141,665,0.01,0.20,0.51,0.33,0.15,295.32
142,647,0.01,0.20,0.51,0.39,0.14,297.95
143,625,0.00,0.19,0.51,0.31,0.14,300.41
144,610,0.02,0.19,0.51,0.28,0.14,302.80
145,689,0.01,0.18,0.51,0.32,0.14,305.19
