Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.09,0.80,0.90
1,539,0.01,0.04,0.13,0.98,0.89,4.49
2,540,0.01,0.05,0.12,1.05,1.04,10.43
3,548,0.01,0.06,0.14,0.99,1.01,16.55
4,554,0.01,0.06,0.16,1.09,1.00,22.75
5,559,0.01,0.07,0.19,0.86,1.05,28.93
6,554,0.02,0.08,0.20,1.27,1.10,35.24
7,558,0.01,0.09,0.24,1.08,1.11,42.21
8,561,0.01,0.10,0.22,1.01,1.20,49.20
9,557,0.02,0.11,0.23,0.91,0.98,54.94
10,563,0.01,0.12,0.27,1.03,0.96,60.17
11,556,0.01,0.13,0.28,1.01,0.99,65.61
12,560,0.01,0.13,0.28,0.75,1.03,70.77
13,568,0.01,0.14,0.33,1.10,1.00,76.45
14,571,0.01,0.14,0.31,0.49,0.96,81.28
15,566,0.01,0.14,0.36,0.84,1.01,86.88
16,567,0.01,0.15,0.37,0.65,1.00,92.09
17,567,0.01,0.15,0.36,1.06,1.05,97.83
18,559,0.01,0.17,0.36,1.03,1.07,103.35
19,561,0.01,0.18,0.36,0.70,1.08,108.92
20,573,0.01,0.18,0.37,0.59,1.08,114.11
21,572,0.01,0.18,0.37,0.94,1.11,120.02
22,575,0.01,0.19,0.38,0.76,1.10,126.21
23,567,0.00,0.20,0.38,0.91,1.10,132.19
24,564,0.01,0.19,0.38,0.79,1.08,137.86
25,575,0.02,0.19,0.38,0.78,1.05,143.38
26,575,0.01,0.19,0.38,0.82,1.12,149.23
27,580,0.01,0.19,0.38,0.67,1.11,155.00
28,572,0.02,0.19,0.38,0.93,1.15,161.41
29,565,0.01,0.20,0.38,0.73,1.15,167.31
30,580,0.01,0.20,0.38,0.57,1.13,173.26
31,583,0.01,0.21,0.38,0.90,1.23,179.60
32,578,0.01,0.20,0.38,0.49,1.18,184.90
33,573,0.01,0.18,0.38,0.60,1.11,191.33
34,568,0.01,0.21,0.38,0.75,1.17,197.44
35,588,0.01,0.20,0.39,0.53,1.13,203.28
36,582,0.01,0.22,0.39,0.63,1.25,209.37
37,581,0.01,0.21,0.40,0.76,1.18,215.91
38,578,0.01,0.22,0.42,0.80,1.14,222.66
39,567,0.01,0.21,0.40,0.63,1.24,229.39
40,579,0.01,0.20,0.41,0.92,1.20,236.81
41,584,0.01,0.20,0.40,0.86,1.26,244.08
42,584,0.01,0.23,0.40,0.92,1.29,251.02
43,577,0.01,0.24,0.43,0.99,1.29,257.81
44,583,0.02,0.23,0.41,0.75,1.48,265.13
45,588,0.01,0.22,0.41,0.81,1.31,272.24
46,581,0.01,0.24,0.44,0.98,1.37,279.31
47,580,0.01,0.23,0.45,0.88,1.32,286.56
48,582,0.01,0.27,0.47,0.98,1.44,294.11
49,578,0.01,0.28,0.45,1.02,1.51,301.48
50,590,0.01,0.29,0.45,1.05,1.66,309.23
51,593,0.01,0.28,0.45,0.84,1.56,316.51
52,591,0.01,0.26,0.45,0.79,1.56,323.95
53,580,0.01,0.28,0.45,0.80,1.45,330.97
54,588,0.01,0.29,0.47,1.04,1.54,338.44
55,605,0.01,0.30,0.47,0.75,1.59,345.68
56,595,0.02,0.29,0.46,0.85,1.55,353.22
57,593,0.02,0.29,0.46,0.78,1.63,361.01
58,592,0.02,0.29,0.46,0.89,1.56,368.99
59,600,0.01,0.29,0.45,0.89,1.62,376.54
60,607,0.01,0.30,0.47,0.82,1.56,384.45
61,596,0.01,0.29,0.47,0.81,1.53,391.96
62,599,0.01,0.29,0.45,0.77,1.69,399.43
63,600,0.02,0.27,0.44,0.98,1.65,406.63
64,594,0.01,0.27,0.44,0.81,1.54,413.81
65,607,0.01,0.29,0.47,0.83,1.40,420.72
66,612,0.01,0.26,0.44,0.83,1.56,427.74
67,604,0.02,0.27,0.45,0.87,1.58,435.42
68,605,0.01,0.27,0.47,0.83,1.58,443.03
69,606,0.01,0.28,0.46,0.94,1.66,451.12
70,638,0.01,0.30,0.47,0.69,1.69,458.65
71,631,0.01,0.25,0.46,0.87,1.71,466.13
72,632,0.01,0.28,0.47,1.02,1.82,474.36
73,627,0.01,0.28,0.46,0.70,1.94,482.42
74,627,0.01,0.26,0.46,0.83,1.87,490.33
75,661,0.01,0.23,0.45,1.03,1.72,498.70
76,657,0.01,0.26,0.45,1.17,1.75,506.64
77,660,0.01,0.28,0.47,0.88,1.71,514.61
78,650,0.02,0.25,0.45,0.82,1.90,522.49
79,649,0.02,0.24,0.44,0.82,1.71,530.19
