Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
392,1154,0.02,0.38,0.60,0.15,0.44,0.55,1.18,1.22,0.24,983.82
393,1153,0.01,0.38,0.59,0.14,0.45,0.58,1.01,2.52,0.53,987.88
394,1152,0.01,0.39,0.60,0.12,0.45,0.56,0.81,1.43,0.37,990.49
395,1148,0.01,0.37,0.59,0.14,0.45,0.56,1.34,2.21,0.27,994.30
396,1152,0.01,0.39,0.60,0.15,0.44,0.57,0.80,1.92,0.50,997.53
397,1155,0.01,0.35,0.58,0.15,0.46,0.59,1.34,1.29,0.44,1000.59
398,1169,0.02,0.38,0.58,0.12,0.46,0.61,0.94,2.13,0.58,1004.24
399,1151,0.01,0.37,0.58,0.02,0.47,0.59,0.91,1.35,0.29,1006.78
400,1155,0.01,0.39,0.60,0.16,0.48,0.59,1.33,2.55,0.42,1011.09
401,1161,0.01,0.39,0.60,0.02,0.45,0.60,0.95,2.08,0.52,1014.63
402,1163,0.01,0.36,0.59,0.03,0.42,0.55,0.92,1.35,0.33,1017.23
403,1162,0.01,0.36,0.59,0.12,0.45,0.58,0.87,2.57,0.31,1020.98
404,1166,0.02,0.37,0.59,0.12,0.43,0.55,0.71,1.42,0.34,1023.46
405,1166,0.01,0.39,0.61,0.16,0.47,0.59,1.26,2.05,0.42,1027.18
406,1164,0.01,0.36,0.59,0.15,0.44,0.57,1.17,2.05,0.58,1030.98
407,1161,0.01,0.37,0.60,0.14,0.45,0.58,0.81,1.36,0.43,1033.57
408,1152,0.02,0.38,0.60,0.02,0.45,0.59,1.06,2.65,0.40,1037.69
409,1162,0.01,0.36,0.59,0.02,0.45,0.58,0.93,1.64,0.55,1040.80
410,1163,0.01,0.35,0.59,0.02,0.48,0.62,1.25,1.16,0.24,1043.46
411,1159,0.02,0.37,0.59,0.02,0.43,0.56,1.09,1.62,0.55,1046.71
412,1167,0.02,0.35,0.59,0.13,0.44,0.56,1.22,1.26,0.25,1049.44
413,1157,0.01,0.39,0.61,0.13,0.45,0.57,0.90,2.64,0.47,1053.44
414,1162,0.01,0.38,0.60,0.11,0.42,0.54,0.93,1.33,0.41,1056.11
415,1155,0.01,0.35,0.59,0.14,0.45,0.57,1.30,2.34,0.43,1060.17
416,1156,0.01,0.36,0.59,0.12,0.45,0.59,0.97,1.96,0.56,1063.66
417,1155,0.01,0.36,0.58,0.12,0.41,0.52,1.14,1.06,0.28,1066.13
418,1157,0.01,0.38,0.59,0.02,0.42,0.54,1.13,1.77,0.53,1069.56
419,1145,0.02,0.38,0.59,0.01,0.45,0.59,1.00,1.29,0.24,1072.09
420,1156,0.01,0.37,0.59,0.02,0.46,0.61,0.93,2.40,0.49,1075.92
421,1158,0.01,0.36,0.59,0.02,0.43,0.57,0.93,1.26,0.45,1078.56
422,1159,0.02,0.36,0.59,0.02,0.43,0.57,1.18,2.18,0.45,1082.37
423,1156,0.01,0.35,0.59,0.12,0.46,0.60,1.00,1.89,0.55,1085.80
424,1159,0.01,0.38,0.59,0.14,0.43,0.56,0.80,1.28,0.25,1088.13
425,1156,0.01,0.36,0.58,0.13,0.43,0.57,0.98,1.66,0.56,1091.33
426,1166,0.02,0.36,0.58,0.12,0.44,0.57,0.98,1.23,0.26,1093.79
427,1154,0.01,0.38,0.60,0.12,0.42,0.56,0.80,1.96,0.50,1097.05
428,1154,0.01,0.36,0.59,0.13,0.46,0.60,0.78,1.22,0.30,1099.35
429,1154,0.01,0.36,0.59,0.11,0.47,0.62,0.92,1.81,0.57,1102.65
430,1155,0.01,0.39,0.62,0.10,0.46,0.59,0.84,1.33,0.30,1105.13
431,1149,0.01,0.37,0.61,0.10,0.45,0.57,1.04,1.86,0.53,1108.55
432,1138,0.01,0.36,0.59,0.11,0.47,0.62,1.07,1.23,0.24,1111.09
433,1151,0.01,0.35,0.59,0.11,0.46,0.61,1.08,1.40,0.62,1114.20
434,1145,0.01,0.36,0.59,0.10,0.45,0.59,1.44,1.25,0.25,1117.13
435,1163,0.01,0.35,0.58,0.09,0.41,0.53,1.15,1.31,0.57,1120.16
436,1157,0.02,0.35,0.59,0.13,0.43,0.54,1.24,1.15,0.27,1122.82
437,1152,0.01,0.36,0.58,0.15,0.46,0.58,1.15,1.86,0.58,1126.41
438,1154,0.02,0.37,0.59,0.15,0.47,0.60,0.93,1.19,0.25,1128.77
439,1141,0.01,0.38,0.62,0.14,0.47,0.62,1.10,1.54,0.54,1131.95
440,1151,0.01,0.34,0.60,0.14,0.44,0.58,1.19,1.21,0.24,1134.59
441,1149,0.02,0.34,0.59,0.13,0.47,0.61,0.87,1.70,0.52,1137.68
442,1160,0.01,0.34,0.59,0.10,0.45,0.59,1.26,1.21,0.24,1140.39
443,1152,0.01,0.34,0.59,0.11,0.46,0.61,1.04,1.97,0.49,1143.90
444,1159,0.01,0.34,0.59,0.11,0.46,0.60,0.93,1.20,0.28,1146.32
445,1156,0.01,0.33,0.59,0.09,0.44,0.57,0.87,1.51,0.58,1149.28
446,1154,0.01,0.34,0.59,0.11,0.46,0.59,1.25,1.34,0.30,1152.17
447,1152,0.01,0.31,0.58,0.12,0.46,0.59,1.28,2.91,0.22,1156.58
448,1156,0.01,0.34,0.59,0.10,0.45,0.57,0.78,1.57,0.60,1159.53
449,1159,0.01,0.35,0.59,0.11,0.44,0.57,1.40,1.57,0.31,1162.82
450,1153,0.01,0.35,0.59,0.12,0.46,0.57,1.10,1.38,0.57,1165.87
451,1152,0.01,0.33,0.58,0.09,0.46,0.60,1.15,1.61,0.36,1168.99
452,1153,0.01,0.33,0.58,0.09,0.41,0.53,1.08,2.06,0.51,1172.65
453,1145,0.01,0.37,0.61,0.12,0.43,0.56,1.01,1.22,0.22,1175.09
454,1150,0.01,0.36,0.60,0.11,0.45,0.57,0.91,2.35,0.57,1178.91
455,1148,0.01,0.35,0.59,0.13,0.42,0.55,0.86,1.64,0.41,1181.82
456,1144,0.02,0.36,0.60,0.14,0.48,0.62,1.19,2.34,0.23,1185.58
457,1150,0.01,0.38,0.60,0.13,0.47,0.60,0.73,1.79,0.53,1188.63
458,1164,0.01,0.35,0.60,0.13,0.46,0.60,1.21,1.78,0.32,1191.94
459,1160,0.02,0.36,0.59,0.12,0.45,0.58,1.05,1.60,0.58,1195.17
460,1160,0.01,0.38,0.60,0.13,0.49,0.61,1.33,1.36,0.27,1198.12
461,1156,0.01,0.39,0.60,0.13,0.44,0.56,1.04,2.48,0.56,1202.20
462,1163,0.01,0.39,0.60,0.13,0.44,0.56,0.84,1.65,0.40,1205.10
463,1160,0.01,0.38,0.60,0.10,0.45,0.59,1.12,2.50,0.30,1209.01
464,1157,0.01,0.34,0.60,0.12,0.44,0.57,0.81,1.99,0.53,1212.34
465,1161,0.01,0.36,0.60,0.13,0.45,0.57,1.19,1.77,0.32,1215.62
466,1153,0.01,0.37,0.60,0.12,0.45,0.58,0.72,2.00,0.59,1218.93
467,1157,0.01,0.37,0.59,0.12,0.43,0.54,1.44,1.56,0.44,1222.37
468,1160,0.01,0.37,0.59,0.12,0.48,0.60,0.99,2.10,0.62,1226.09
469,1158,0.01,0.38,0.59,0.09,0.43,0.58,0.96,1.45,0.32,1228.81
470,1154,0.01,0.36,0.59,0.11,0.45,0.58,1.06,2.06,0.54,1232.47
471,1150,0.02,0.37,0.60,0.10,0.41,0.54,0.97,1.30,0.27,1235.02
472,1154,0.01,0.37,0.59,0.13,0.48,0.60,0.98,1.95,0.57,1238.51
473,1157,0.02,0.38,0.59,0.15,0.48,0.62,1.02,1.33,0.30,1241.16
474,1150,0.01,0.37,0.60,0.13,0.44,0.58,0.98,3.01,0.24,1245.39
475,1161,0.01,0.39,0.60,0.15,0.46,0.59,0.88,1.67,0.59,1248.52
476,1153,0.01,0.39,0.60,0.15,0.45,0.58,1.27,1.99,0.39,1252.17
477,1156,0.01,0.37,0.60,0.15,0.45,0.57,1.05,2.17,0.52,1255.91
478,1150,0.02,0.37,0.60,0.11,0.45,0.55,0.78,1.56,0.59,1258.84
479,1141,0.01,0.38,0.60,0.10,0.47,0.59,1.24,2.22,0.26,1262.57
480,1155,0.01,0.39,0.60,0.14,0.45,0.55,0.70,1.86,0.47,1265.60
481,1149,0.02,0.39,0.60,0.02,0.45,0.60,1.32,1.83,0.40,1269.15
482,1145,0.01,0.38,0.60,0.02,0.44,0.58,1.02,1.95,0.56,1272.68
483,1152,0.01,0.38,0.59,0.15,0.47,0.60,1.27,1.50,0.40,1275.85
484,1151,0.01,0.38,0.59,0.15,0.47,0.60,0.90,2.26,0.54,1279.56
485,1153,0.01,0.39,0.59,0.14,0.47,0.61,0.85,1.55,0.58,1282.53
486,1157,0.01,0.38,0.59,0.12,0.48,0.62,1.20,2.42,0.26,1286.42
487,1150,0.01,0.36,0.59,0.09,0.47,0.61,0.70,1.39,0.34,1288.85
488,1149,0.01,0.40,0.61,0.11,0.44,0.59,1.24,2.25,0.31,1292.63
489,1159,0.01,0.37,0.61,0.10,0.45,0.58,0.83,1.91,0.59,1295.96
490,1156,0.01,0.37,0.59,0.10,0.45,0.58,1.25,1.67,0.34,1299.22
491,1159,0.02,0.38,0.60,0.12,0.48,0.63,0.94,1.91,0.56,1302.64
492,1151,0.01,0.39,0.59,0.13,0.47,0.60,1.20,1.52,0.42,1305.78
493,1163,0.02,0.39,0.59,0.14,0.43,0.55,0.98,2.11,0.60,1309.47
494,1163,0.01,0.38,0.59,0.11,0.45,0.59,1.13,1.33,0.25,1312.18
495,1152,0.01,0.36,0.59,0.12,0.44,0.57,1.04,2.96,0.30,1316.48
496,1155,0.02,0.37,0.59,0.11,0.42,0.54,0.71,1.33,0.26,1318.77
497,1150,0.01,0.40,0.61,0.11,0.47,0.61,1.10,1.53,0.58,1321.99
498,1149,0.02,0.37,0.59,0.12,0.46,0.59,1.14,1.62,0.36,1325.10
499,1169,0.02,0.36,0.60,0.12,0.45,0.59,0.97,2.77,0.50,1329.35
