Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.07,0.73,0.80
1,539,0.01,0.04,0.13,0.93,0.88,3.50
2,540,0.01,0.05,0.12,0.73,0.70,6.56
3,548,0.01,0.06,0.14,0.67,0.71,9.33
4,554,0.01,0.06,0.16,0.74,0.70,12.19
5,564,0.01,0.07,0.19,0.56,0.71,14.94
6,550,0.01,0.08,0.22,0.66,0.74,17.64
7,556,0.01,0.10,0.26,0.81,0.79,20.83
8,559,0.01,0.10,0.25,0.82,0.92,24.06
9,556,0.01,0.12,0.27,0.84,0.99,27.59
10,557,0.00,0.13,0.28,1.06,0.96,31.48
11,561,0.01,0.15,0.30,0.83,0.99,35.32
12,566,0.01,0.15,0.30,0.79,1.07,39.01
13,566,0.02,0.16,0.31,0.49,1.11,42.50
14,572,0.01,0.15,0.30,0.70,1.13,46.12
15,560,0.02,0.17,0.34,0.51,1.17,49.40
16,566,0.01,0.18,0.33,0.43,1.22,52.89
17,566,0.01,0.18,0.34,0.58,1.23,56.57
18,564,0.01,0.20,0.34,0.82,1.38,60.56
19,562,0.02,0.20,0.35,0.70,1.41,64.68
20,570,0.01,0.20,0.35,0.54,1.32,68.48
21,558,0.01,0.22,0.37,0.56,1.41,72.29
22,555,0.01,0.21,0.37,0.43,1.39,75.94
23,554,0.02,0.22,0.39,0.56,1.40,79.77
24,560,0.02,0.20,0.36,0.54,1.42,83.99
25,554,0.02,0.22,0.38,0.63,1.61,88.54
26,559,0.02,0.23,0.39,0.61,1.67,93.09
27,568,0.02,0.23,0.40,0.51,1.97,97.85
28,569,0.02,0.23,0.38,0.56,1.65,102.48
29,567,0.01,0.24,0.37,0.70,1.70,107.24
30,567,0.01,0.25,0.39,0.61,1.79,111.99
31,566,0.01,0.25,0.41,0.65,1.76,116.49
32,559,0.02,0.25,0.40,0.67,1.84,121.22
33,560,0.02,0.25,0.39,0.66,1.79,126.16
34,559,0.01,0.26,0.41,0.69,1.73,131.08
35,558,0.01,0.23,0.40,0.58,1.78,135.67
36,560,0.02,0.26,0.42,0.63,1.87,140.81
37,556,0.01,0.26,0.40,0.68,1.86,146.16
38,560,0.01,0.26,0.40,0.60,2.07,151.24
39,557,0.02,0.27,0.41,0.62,1.98,156.24
40,560,0.01,0.26,0.40,0.56,1.95,161.08
41,568,0.01,0.26,0.40,0.56,2.07,165.89
42,562,0.02,0.27,0.40,0.69,1.97,171.06
43,561,0.01,0.26,0.40,0.77,1.96,176.02
44,564,0.01,0.25,0.40,0.67,2.08,180.87
45,568,0.02,0.27,0.41,0.54,2.10,185.81
46,568,0.02,0.27,0.40,0.61,2.37,191.33
47,569,0.01,0.27,0.41,0.61,2.17,196.60
48,566,0.02,0.27,0.42,0.59,2.13,201.83
49,570,0.02,0.27,0.41,0.57,2.20,207.02
50,565,0.02,0.28,0.42,0.68,2.22,212.40
51,572,0.01,0.26,0.42,0.58,2.01,217.53
52,558,0.01,0.26,0.42,0.61,2.02,222.52
53,562,0.01,0.27,0.42,0.70,2.05,227.54
54,569,0.02,0.27,0.43,0.73,1.98,233.02
55,568,0.01,0.27,0.42,0.62,1.94,238.06
56,572,0.02,0.25,0.42,0.67,1.91,242.93
57,564,0.02,0.28,0.43,0.68,1.99,247.92
58,566,0.01,0.26,0.42,0.56,1.94,253.27
59,569,0.02,0.27,0.43,0.80,2.00,258.54
60,568,0.02,0.28,0.43,0.80,2.15,264.05
61,581,0.01,0.25,0.42,0.66,2.03,269.39
62,576,0.02,0.26,0.42,0.71,2.71,275.99
63,572,0.01,0.26,0.42,1.03,2.30,282.67
64,570,0.02,0.28,0.42,0.51,2.11,287.79
65,579,0.01,0.25,0.42,0.69,1.91,292.87
66,573,0.02,0.28,0.43,0.68,2.10,298.10
67,576,0.01,0.29,0.46,0.55,2.08,303.37
68,574,0.02,0.26,0.44,0.77,2.02,308.75
69,575,0.02,0.26,0.43,0.86,2.10,314.49
70,575,0.01,0.29,0.45,0.76,2.09,320.15
71,571,0.01,0.28,0.44,0.88,2.21,325.89
72,569,0.02,0.27,0.44,0.91,2.03,331.49
73,569,0.01,0.27,0.43,0.74,2.02,336.91
74,572,0.01,0.28,0.44,0.73,2.10,342.09
75,576,0.01,0.28,0.44,0.62,2.16,347.82
76,576,0.01,0.26,0.44,0.83,1.94,353.24
77,575,0.01,0.29,0.44,1.00,1.98,358.86
78,577,0.02,0.28,0.44,0.72,2.13,364.46
79,579,0.01,0.27,0.44,0.93,2.13,370.32
