Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
308,1155,0.01,0.30,0.52,0.03,0.39,0.54,0.86,1.51,0.52,694.93
309,1139,0.01,0.29,0.52,0.04,0.38,0.52,1.07,1.05,0.22,697.26
310,1149,0.01,0.30,0.52,0.11,0.37,0.50,0.91,1.56,0.52,700.25
311,1138,0.01,0.29,0.52,0.16,0.37,0.50,0.74,1.36,0.44,702.79
312,1144,0.01,0.30,0.52,0.13,0.39,0.54,1.17,1.56,0.22,705.75
313,1146,0.01,0.29,0.52,0.16,0.38,0.50,0.64,1.31,0.30,707.99
314,1156,0.01,0.29,0.52,0.08,0.39,0.53,1.04,1.63,0.33,711.00
315,1146,0.01,0.29,0.52,0.11,0.37,0.49,0.81,1.58,0.63,714.02
316,1133,0.01,0.29,0.52,0.10,0.41,0.55,0.98,1.05,0.23,716.28
317,1139,0.01,0.29,0.52,0.10,0.39,0.51,0.79,1.87,0.42,719.37
318,1138,0.01,0.29,0.52,0.11,0.39,0.53,0.64,1.31,0.40,721.73
319,1151,0.01,0.30,0.52,0.02,0.37,0.49,0.92,1.90,0.29,724.84
320,1146,0.01,0.30,0.52,0.02,0.37,0.50,0.75,1.69,0.53,727.81
321,1141,0.01,0.30,0.53,0.13,0.41,0.57,0.94,1.26,0.49,730.51
322,1149,0.02,0.30,0.52,0.11,0.40,0.52,0.94,1.81,0.35,733.61
323,1147,0.01,0.30,0.52,0.10,0.39,0.53,0.75,2.08,0.53,736.96
324,1154,0.01,0.29,0.52,0.10,0.38,0.50,0.68,1.28,0.32,739.24
325,1153,0.01,0.32,0.52,0.09,0.37,0.49,0.78,2.45,0.25,742.72
326,1155,0.01,0.30,0.51,0.02,0.36,0.49,0.65,1.68,0.43,745.48
327,1156,0.01,0.30,0.51,0.02,0.38,0.50,1.13,1.62,0.25,748.49
328,1161,0.01,0.31,0.51,0.02,0.37,0.50,0.79,2.76,0.38,752.41
329,1155,0.02,0.32,0.52,0.02,0.36,0.49,0.75,2.17,0.55,755.88
330,1153,0.01,0.32,0.52,0.02,0.38,0.52,0.81,1.47,0.27,758.43
331,1147,0.01,0.32,0.52,0.02,0.38,0.52,0.96,2.24,0.24,761.87
332,1139,0.02,0.33,0.53,0.02,0.36,0.48,0.81,3.03,0.42,766.13
333,1146,0.01,0.31,0.52,0.02,0.36,0.49,0.68,1.76,0.54,769.12
334,1139,0.02,0.30,0.51,0.02,0.40,0.53,0.94,1.37,0.24,771.67
335,1134,0.01,0.33,0.52,0.02,0.38,0.52,0.72,1.80,0.51,774.71
336,1142,0.01,0.29,0.52,0.02,0.37,0.50,0.79,1.66,0.47,777.63
337,1144,0.01,0.30,0.52,0.01,0.36,0.49,1.10,1.65,0.43,780.81
338,1149,0.01,0.31,0.52,0.09,0.37,0.50,0.74,1.86,0.53,783.94
339,1152,0.01,0.31,0.51,0.10,0.40,0.53,0.93,1.33,0.26,786.46
340,1154,0.01,0.33,0.51,0.08,0.35,0.48,0.81,2.23,0.54,790.05
341,1153,0.01,0.31,0.52,0.09,0.38,0.50,0.75,1.55,0.60,792.95
342,1144,0.01,0.33,0.52,0.11,0.39,0.52,1.14,1.50,0.25,795.84
343,1150,0.01,0.32,0.52,0.10,0.38,0.52,0.95,2.02,0.60,799.41
344,1152,0.02,0.34,0.55,0.09,0.36,0.49,0.86,1.36,0.35,801.97
345,1146,0.01,0.31,0.52,0.09,0.39,0.52,0.78,2.74,0.29,805.78
346,1146,0.02,0.33,0.52,0.09,0.37,0.48,0.72,1.69,0.55,808.74
347,1141,0.01,0.34,0.54,0.11,0.38,0.50,1.21,1.72,0.37,812.05
348,1143,0.01,0.31,0.52,0.10,0.41,0.56,0.73,1.71,0.52,815.01
349,1146,0.01,0.31,0.52,0.12,0.38,0.50,1.05,1.42,0.27,817.75
350,1142,0.01,0.30,0.52,0.11,0.40,0.52,0.94,2.28,0.56,821.53
351,1145,0.01,0.32,0.52,0.12,0.39,0.52,0.74,1.54,0.31,824.12
352,1158,0.01,0.31,0.52,0.11,0.41,0.54,1.02,1.94,0.38,827.46
353,1158,0.01,0.32,0.52,0.08,0.40,0.53,0.76,2.11,0.69,831.02
354,1149,0.01,0.31,0.52,0.10,0.39,0.51,0.82,1.32,0.26,833.42
355,1143,0.01,0.31,0.52,0.11,0.41,0.55,0.84,1.98,0.51,836.74
356,1151,0.01,0.31,0.52,0.11,0.37,0.52,0.85,1.27,0.24,839.10
357,1158,0.01,0.30,0.52,0.11,0.38,0.50,0.81,2.34,0.52,842.77
358,1160,0.01,0.31,0.52,0.11,0.39,0.52,0.90,1.39,0.32,845.38
359,1156,0.01,0.32,0.52,0.11,0.39,0.53,1.03,2.12,0.27,848.81
360,1156,0.01,0.31,0.52,0.10,0.41,0.56,0.72,1.72,0.57,851.82
361,1158,0.01,0.31,0.52,0.10,0.37,0.48,1.25,1.41,0.38,854.86
362,1152,0.01,0.33,0.53,0.10,0.39,0.51,0.86,2.73,0.32,858.77
363,1152,0.01,0.33,0.52,0.10,0.39,0.52,0.81,2.92,0.62,863.13
364,1144,0.01,0.31,0.52,0.08,0.39,0.52,0.79,1.67,0.60,866.19
365,1149,0.01,0.31,0.52,0.09,0.37,0.49,1.08,1.73,0.29,869.30
366,1149,0.01,0.36,0.56,0.09,0.41,0.53,1.04,2.72,0.51,873.56
367,1146,0.01,0.33,0.53,0.04,0.40,0.52,0.84,1.85,0.58,876.83
368,1146,0.02,0.31,0.53,0.03,0.40,0.54,1.03,1.90,0.31,880.07
369,1147,0.01,0.34,0.54,0.04,0.40,0.53,0.79,2.53,0.53,883.92
370,1150,0.01,0.34,0.55,0.04,0.39,0.52,0.69,1.77,0.52,886.91
371,1145,0.01,0.34,0.54,0.03,0.39,0.52,1.17,1.94,0.27,890.28
372,1161,0.01,0.34,0.54,0.04,0.36,0.47,0.89,2.88,0.28,894.33
373,1159,0.02,0.33,0.54,0.04,0.39,0.53,0.78,1.61,0.59,897.31
374,1147,0.02,0.33,0.54,0.03,0.38,0.51,1.00,1.82,0.26,900.39
375,1147,0.01,0.34,0.54,0.11,0.39,0.51,0.71,1.85,0.53,903.47
376,1156,0.01,0.32,0.54,0.09,0.36,0.50,1.08,1.53,0.32,906.40
377,1161,0.01,0.31,0.54,0.08,0.40,0.53,0.84,2.86,0.36,910.47
378,1157,0.01,0.34,0.54,0.10,0.40,0.52,0.83,1.67,0.62,913.58
379,1147,0.01,0.32,0.54,0.09,0.39,0.52,1.11,1.75,0.25,916.70
380,1155,0.01,0.33,0.54,0.10,0.39,0.53,0.78,2.06,0.61,920.14
381,1152,0.01,0.32,0.54,0.10,0.37,0.48,0.78,1.51,0.47,922.90
382,1160,0.01,0.34,0.54,0.10,0.38,0.51,1.03,2.96,0.35,927.23
383,1154,0.01,0.33,0.54,0.09,0.39,0.52,0.87,2.45,0.56,931.12
384,1147,0.01,0.33,0.54,0.09,0.41,0.54,0.66,2.11,0.60,934.49
385,1159,0.01,0.34,0.54,0.09,0.39,0.51,1.09,1.79,0.30,937.67
386,1145,0.01,0.31,0.54,0.13,0.39,0.51,0.80,3.07,0.26,941.81
387,1146,0.01,0.30,0.54,0.12,0.41,0.53,0.67,1.92,0.62,945.02
388,1151,0.01,0.32,0.54,0.11,0.36,0.50,1.06,1.62,0.28,947.98
389,1150,0.01,0.31,0.54,0.11,0.40,0.54,0.76,2.97,0.29,952.00
390,1144,0.01,0.32,0.54,0.13,0.41,0.54,0.76,3.38,0.33,956.48
391,1150,0.01,0.33,0.54,0.12,0.40,0.52,0.75,1.80,0.63,959.66
392,1152,0.01,0.32,0.54,0.10,0.40,0.51,1.17,2.00,0.41,963.24
393,1144,0.01,0.34,0.54,0.10,0.41,0.54,0.70,2.39,0.60,966.94
394,1152,0.01,0.35,0.55,0.03,0.38,0.49,0.92,1.55,0.36,969.78
395,1142,0.01,0.32,0.54,0.03,0.37,0.50,0.69,2.67,0.55,973.69
396,1143,0.01,0.33,0.54,0.02,0.37,0.52,0.70,1.76,0.40,976.55
397,1151,0.01,0.30,0.52,0.02,0.39,0.52,1.04,2.41,0.38,980.38
398,1146,0.02,0.32,0.53,0.03,0.39,0.53,0.86,2.14,0.62,984.00
399,1147,0.01,0.30,0.53,0.03,0.38,0.51,1.09,1.41,0.28,986.78
400,1144,0.01,0.34,0.54,0.11,0.40,0.52,0.69,2.06,0.61,990.15
401,1150,0.01,0.31,0.53,0.02,0.37,0.48,0.74,1.51,0.38,992.78
402,1154,0.01,0.33,0.54,0.02,0.38,0.51,0.88,3.04,0.26,996.96
403,1148,0.01,0.31,0.52,0.01,0.38,0.50,0.69,1.85,0.63,1000.13
404,1157,0.01,0.32,0.53,0.01,0.39,0.51,1.19,1.84,0.52,1003.68
405,1142,0.01,0.32,0.53,0.02,0.41,0.55,0.87,2.11,0.62,1007.27
406,1151,0.01,0.32,0.54,0.02,0.40,0.54,0.91,1.52,0.26,1009.96
407,1151,0.01,0.31,0.53,0.02,0.38,0.51,0.89,2.88,0.35,1014.09
408,1154,0.02,0.35,0.56,0.14,0.40,0.53,0.75,1.85,0.47,1017.17
409,1158,0.01,0.33,0.54,0.14,0.40,0.54,1.08,2.06,0.41,1020.73
410,1152,0.01,0.33,0.54,0.14,0.42,0.55,0.77,3.26,0.52,1025.28
411,1156,0.01,0.33,0.54,0.13,0.41,0.54,0.82,1.78,0.66,1028.54
412,1154,0.02,0.33,0.53,0.14,0.37,0.49,1.12,2.08,0.38,1032.12
413,1156,0.01,0.32,0.53,0.11,0.37,0.49,0.82,3.43,0.52,1036.88
414,1149,0.01,0.32,0.53,0.10,0.37,0.50,0.74,1.88,0.62,1040.13
415,1148,0.01,0.32,0.53,0.10,0.37,0.50,1.02,1.65,0.26,1043.06
416,1155,0.01,0.33,0.53,0.11,0.40,0.52,0.76,3.02,0.31,1047.16
417,1148,0.01,0.35,0.57,0.10,0.36,0.49,0.68,1.89,0.62,1050.35
418,1147,0.01,0.32,0.53,0.08,0.37,0.51,1.08,2.22,0.43,1054.08
419,1146,0.01,0.32,0.54,0.07,0.35,0.48,0.77,2.15,0.63,1057.64
420,1148,0.01,0.32,0.54,0.11,0.39,0.53,1.04,1.72,0.27,1060.66
421,1156,0.01,0.31,0.53,0.11,0.36,0.52,0.92,2.17,0.59,1064.35
422,1147,0.01,0.33,0.54,0.01,0.40,0.55,1.15,1.49,0.25,1067.24
423,1157,0.01,0.33,0.55,0.13,0.42,0.56,0.88,2.16,0.55,1070.82
424,1160,0.01,0.33,0.53,0.13,0.42,0.56,1.02,1.70,0.32,1073.87
425,1164,0.01,0.34,0.53,0.13,0.41,0.55,0.87,2.96,0.58,1078.28
426,1159,0.02,0.36,0.57,0.03,0.40,0.53,0.83,1.82,0.47,1081.41
427,1160,0.01,0.33,0.53,0.03,0.38,0.51,1.05,2.70,0.51,1085.67
428,1159,0.01,0.35,0.54,0.04,0.40,0.54,0.80,3.20,0.58,1090.25
429,1157,0.01,0.34,0.55,0.02,0.42,0.55,0.66,1.70,0.49,1093.10
430,1155,0.01,0.34,0.54,0.02,0.38,0.53,0.89,3.44,0.39,1097.83
431,1150,0.01,0.32,0.53,0.01,0.38,0.54,0.67,2.34,0.57,1101.42
432,1156,0.01,0.32,0.56,0.02,0.40,0.53,1.09,1.72,0.29,1104.52
433,1144,0.01,0.33,0.53,0.02,0.41,0.56,0.83,3.48,0.26,1109.08
434,1154,0.01,0.32,0.53,0.02,0.41,0.57,0.85,1.69,0.63,1112.26
435,1145,0.01,0.34,0.53,0.02,0.41,0.54,1.02,2.28,0.27,1115.83
436,1149,0.02,0.34,0.55,0.02,0.40,0.53,0.71,1.75,0.67,1118.96
437,1161,0.01,0.35,0.57,0.02,0.42,0.55,1.18,2.28,0.34,1122.76
438,1161,0.01,0.35,0.56,0.02,0.42,0.56,0.94,2.83,0.70,1127.22
439,1161,0.01,0.33,0.54,0.02,0.43,0.57,0.82,1.86,0.39,1130.29
440,1161,0.01,0.34,0.55,0.02,0.38,0.50,1.24,2.49,0.39,1134.41
441,1164,0.01,0.33,0.55,0.13,0.43,0.57,0.71,2.25,0.84,1138.21
442,1153,0.01,0.33,0.54,0.10,0.41,0.56,1.06,1.59,0.36,1141.22
443,1160,0.01,0.35,0.56,0.08,0.39,0.54,0.83,2.55,0.52,1145.12
444,1170,0.01,0.32,0.54,0.10,0.44,0.60,0.74,1.75,0.48,1148.08
445,1164,0.01,0.32,0.54,0.09,0.43,0.59,1.02,2.23,0.31,1151.65
446,1155,0.01,0.35,0.55,0.15,0.41,0.55,0.95,2.50,0.66,1155.76
447,1156,0.01,0.30,0.54,0.14,0.41,0.54,0.74,1.77,0.37,1158.65
448,1155,0.01,0.34,0.56,0.14,0.41,0.55,1.32,2.43,0.41,1162.82
449,1150,0.01,0.32,0.53,0.11,0.39,0.53,0.88,2.60,0.65,1166.96
450,1153,0.01,0.32,0.54,0.16,0.39,0.53,0.77,1.81,0.43,1169.97
451,1156,0.01,0.33,0.53,0.15,0.40,0.56,1.02,2.46,0.34,1173.80
452,1172,0.01,0.32,0.53,0.12,0.40,0.53,0.81,3.32,0.58,1178.51
453,1152,0.02,0.35,0.55,0.12,0.40,0.54,0.71,2.67,0.62,1182.51
454,1163,0.02,0.35,0.56,0.12,0.39,0.55,0.84,1.75,0.46,1185.56
455,1163,0.02,0.33,0.54,0.10,0.36,0.49,0.88,3.39,0.56,1190.40
456,1158,0.01,0.33,0.54,0.15,0.41,0.57,0.87,3.09,0.55,1194.90
457,1166,0.01,0.36,0.56,0.15,0.39,0.52,0.75,2.36,0.72,1198.74
458,1154,0.01,0.34,0.54,0.14,0.41,0.55,1.13,2.31,0.31,1202.49
459,1150,0.01,0.37,0.56,0.03,0.38,0.52,0.93,3.35,0.38,1207.15
460,1160,0.02,0.36,0.57,0.03,0.41,0.56,0.65,2.44,0.56,1210.80
461,1157,0.01,0.33,0.55,0.03,0.38,0.51,1.07,1.81,0.41,1214.10
462,1154,0.01,0.36,0.56,0.03,0.38,0.51,0.87,3.43,0.47,1218.87
463,1155,0.01,0.34,0.56,0.04,0.38,0.52,0.93,2.51,0.69,1223.00
464,1162,0.01,0.33,0.56,0.04,0.40,0.55,0.77,1.84,0.41,1226.01
465,1172,0.02,0.34,0.56,0.03,0.39,0.53,1.11,2.49,0.34,1229.95
466,1168,0.01,0.32,0.55,0.04,0.41,0.54,0.99,2.85,0.48,1234.26
467,1154,0.01,0.33,0.55,0.04,0.37,0.51,0.77,1.75,0.36,1237.14
468,1153,0.01,0.34,0.56,0.02,0.37,0.52,1.11,2.50,0.34,1241.09
469,1158,0.01,0.32,0.56,0.13,0.38,0.53,0.96,2.58,0.64,1245.26
470,1150,0.01,0.31,0.56,0.13,0.41,0.56,0.89,1.59,0.36,1248.11
471,1150,0.02,0.35,0.56,0.13,0.39,0.54,0.84,2.42,0.65,1252.02
472,1154,0.01,0.32,0.56,0.12,0.39,0.55,0.70,1.72,0.67,1255.10
473,1159,0.02,0.31,0.56,0.14,0.43,0.58,1.16,2.69,0.41,1259.37
474,1153,0.01,0.32,0.55,0.13,0.39,0.51,0.71,2.60,0.63,1263.31
475,1147,0.01,0.33,0.55,0.14,0.40,0.53,0.98,1.76,0.36,1266.41
476,1148,0.01,0.33,0.55,0.14,0.39,0.54,0.97,2.71,0.49,1270.59
477,1155,0.01,0.33,0.56,0.14,0.41,0.56,0.86,1.71,0.44,1273.60
478,1165,0.02,0.33,0.56,0.14,0.40,0.55,1.07,2.47,0.58,1277.72
479,1160,0.01,0.33,0.56,0.14,0.42,0.56,0.88,2.83,0.72,1282.15
480,1154,0.01,0.35,0.56,0.11,0.40,0.54,0.77,2.02,0.41,1285.36
481,1155,0.02,0.33,0.55,0.13,0.40,0.53,1.08,2.75,0.39,1289.57
482,1159,0.01,0.34,0.56,0.15,0.41,0.54,0.74,2.38,0.62,1293.31
483,1154,0.02,0.37,0.57,0.12,0.41,0.55,1.12,1.91,0.36,1296.70
484,1162,0.01,0.36,0.56,0.13,0.41,0.54,0.92,2.84,0.67,1301.13
485,1152,0.01,0.34,0.55,0.14,0.41,0.55,0.82,3.31,0.65,1305.92
486,1167,0.01,0.33,0.55,0.13,0.42,0.56,0.83,1.75,0.46,1308.95
487,1160,0.01,0.34,0.55,0.13,0.40,0.53,0.92,2.53,0.72,1313.12
488,1158,0.02,0.36,0.57,0.13,0.41,0.54,0.72,1.57,0.38,1315.79
489,1165,0.01,0.36,0.56,0.12,0.40,0.53,0.74,3.21,0.43,1320.17
490,1164,0.02,0.34,0.55,0.12,0.42,0.57,0.85,2.30,0.68,1324.00
491,1156,0.01,0.34,0.55,0.12,0.42,0.56,1.34,2.24,0.29,1327.87
492,1164,0.01,0.35,0.55,0.15,0.41,0.55,0.98,3.37,0.36,1332.59
493,1154,0.02,0.35,0.55,0.14,0.40,0.51,0.70,3.33,0.67,1337.29
494,1166,0.01,0.34,0.55,0.12,0.42,0.56,0.73,2.03,0.44,1340.50
495,1164,0.01,0.35,0.55,0.10,0.41,0.54,1.10,2.73,0.45,1344.78
496,1158,0.01,0.33,0.55,0.13,0.42,0.56,0.85,2.40,0.64,1348.66
497,1160,0.01,0.35,0.55,0.13,0.41,0.56,1.14,1.64,0.35,1351.79
498,1161,0.02,0.34,0.57,0.13,0.40,0.53,1.12,2.57,0.78,1356.26
499,1159,0.02,0.35,0.56,0.14,0.41,0.54,0.79,2.16,0.43,1359.64
