Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,430,-42.85,-12.83,-5.99,0.03,0.34,0.37
1,440,-43.71,-10.06,-6.37,0.25,0.26,1.49
2,451,-33.51,-8.26,-5.92,0.40,0.18,3.19
3,454,-42.50,-9.17,-5.51,0.26,0.20,4.96
4,457,-34.72,-8.15,-5.75,0.42,0.29,6.78
5,456,-35.78,-8.15,-3.61,0.39,0.32,8.94
6,457,-25.75,-7.60,-3.08,0.32,0.28,10.85
7,463,-41.53,-8.10,-2.82,0.45,0.29,12.95
8,461,-28.94,-7.65,-3.85,0.36,0.30,15.27
9,467,-29.12,-7.81,-4.57,0.48,0.36,17.46
10,475,-36.77,-6.97,2.35,0.35,0.33,19.76
11,477,-33.75,-7.70,-2.44,0.37,0.33,21.97
12,468,-34.77,-7.07,-2.41,0.55,0.35,24.45
13,464,-37.13,-7.51,-3.63,0.42,0.31,26.75
14,471,-45.15,-8.29,-4.00,0.38,0.33,29.12
15,473,-31.07,-7.59,-4.23,0.60,0.30,31.63
16,471,-28.89,-7.05,-4.05,0.28,0.34,33.94
17,480,-29.89,-6.77,-1.94,0.53,0.32,36.49
18,478,-36.98,-7.29,-2.87,0.58,0.38,39.03
19,475,-32.14,-6.92,-2.49,0.52,0.37,41.40
20,482,-27.76,-7.24,-3.30,0.33,0.31,44.00
21,476,-32.44,-6.92,-3.54,0.40,0.29,46.43
22,491,-40.49,-7.16,-3.97,0.40,0.40,48.87
23,477,-28.93,-6.99,-4.12,0.41,0.34,51.58
24,484,-34.07,-7.23,-4.47,0.38,0.36,54.06
25,480,-32.86,-7.14,-2.81,0.41,0.33,56.71
26,484,-30.03,-6.67,-3.75,0.51,0.37,59.36
27,488,-39.30,-6.76,-3.25,0.36,0.40,61.97
28,485,-24.67,-7.08,-3.47,0.46,0.43,64.78
29,479,-22.05,-6.31,-1.24,0.30,0.43,67.66
30,491,-39.73,-6.20,-2.49,0.43,0.40,70.25
31,489,-25.56,-6.27,-2.71,0.48,0.44,72.99
32,487,-35.00,-6.31,-0.90,0.36,0.43,75.92
33,490,-35.78,-5.98,-0.44,0.50,0.45,78.91
34,488,-35.54,-6.01,-0.82,0.46,0.44,81.82
35,497,-35.86,-6.10,0.99,0.41,0.49,84.90
36,494,-39.28,-5.97,-0.06,0.50,0.43,88.04
37,496,-37.06,-6.37,0.18,0.43,0.50,91.20
38,499,-24.49,-5.78,-0.70,0.41,0.49,94.27
39,505,-31.46,-5.83,3.14,0.42,0.49,97.53
40,505,-33.57,-5.51,2.84,0.40,0.49,100.66
41,509,-31.51,-5.49,1.38,0.69,0.49,104.02
