Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.03,1.35,4.24
1,180,-45.59,-10.82,-6.86,0.34,1.24,11.34
2,177,-42.27,-9.19,-6.18,0.26,1.00,18.46
3,185,-45.64,-9.91,-5.92,0.46,1.35,26.36
4,185,-37.40,-8.50,-6.28,0.62,1.16,35.50
5,187,-38.08,-8.08,-5.70,0.26,1.22,43.59
6,188,-15.19,-7.55,-4.67,0.44,1.33,51.90
7,189,-21.16,-7.33,-5.34,0.27,1.33,60.72
8,197,-42.58,-7.93,-5.34,0.59,1.45,69.50
9,195,-10.48,-7.34,-5.34,0.41,1.29,77.91
10,198,-34.32,-6.78,-3.80,0.56,1.01,85.74
11,197,-33.39,-8.03,-5.34,0.41,1.47,94.48
12,196,-14.46,-6.78,-4.82,0.43,1.24,102.80
13,195,-14.24,-6.75,-4.82,0.36,1.20,110.54
14,195,-43.71,-7.43,-4.63,0.59,1.27,118.87
15,205,-34.11,-7.31,-4.69,0.49,1.37,127.39
16,200,-27.86,-6.43,-4.27,0.46,1.18,135.63
17,201,-44.24,-6.80,-4.15,0.39,1.42,144.34
18,199,-36.84,-7.06,-4.15,0.39,1.38,155.15
19,199,-41.20,-7.18,-3.10,0.41,1.15,164.14
20,208,-24.65,-6.77,-3.46,0.30,1.21,172.47
21,203,-36.16,-6.41,-3.46,0.25,1.08,180.59
22,201,-36.62,-7.45,-3.46,0.38,1.18,189.27
23,201,-33.15,-6.56,-3.46,0.35,1.21,197.57
24,201,-14.26,-6.48,-3.46,0.31,1.36,206.61
25,204,-34.20,-6.70,-3.46,0.44,1.16,215.63
26,206,-19.22,-6.37,-3.46,0.40,1.37,224.43
27,206,-35.66,-6.66,-3.46,0.33,1.41,233.58
28,205,-21.96,-6.66,-3.46,0.50,1.39,243.57
29,206,-43.93,-6.60,-3.46,0.37,1.39,254.09
30,211,-9.76,-5.78,-3.46,0.34,1.42,263.50
31,209,-14.28,-6.20,-3.46,0.42,1.49,274.37
32,212,-39.87,-7.20,-3.33,0.43,1.57,284.67
33,206,-38.90,-6.24,-3.33,0.71,1.73,295.65
34,206,-40.61,-6.98,-3.33,0.42,1.63,305.87
35,217,-35.84,-6.14,-2.34,0.57,1.69,317.74
36,214,-23.04,-5.98,-3.33,0.29,1.74,329.14
37,213,-21.02,-6.07,-3.33,0.46,1.66,340.38
38,215,-9.28,-5.58,-3.46,0.48,1.87,351.43
39,211,-28.71,-6.30,-3.33,0.68,1.58,362.64
40,215,-40.95,-6.04,-2.44,0.38,1.62,373.56
41,216,-40.00,-6.06,-2.40,0.68,2.15,385.55
42,219,-25.29,-6.51,-2.40,0.59,2.16,399.03
43,209,-38.52,-6.01,-2.40,0.45,1.78,411.51
44,208,-37.27,-5.92,-2.40,0.38,1.98,423.35
45,213,-33.73,-5.10,-2.40,0.45,2.05,434.29
46,206,-11.30,-5.42,-2.40,0.44,2.41,446.45
47,207,-34.36,-5.21,-2.40,0.57,2.57,460.27
48,207,-16.02,-5.43,-2.40,0.38,2.35,474.50
49,205,-40.53,-5.12,-2.40,0.33,2.18,486.61
50,212,-35.10,-5.06,-2.40,0.40,2.35,498.82
51,213,-28.61,-5.23,-2.40,0.49,2.50,512.11
52,212,-30.13,-5.15,-2.40,0.47,2.15,524.46
53,208,-19.22,-4.95,-2.40,0.43,2.30,537.23
54,208,-27.37,-4.90,-2.40,0.40,2.27,550.13
55,212,-16.91,-5.00,-2.40,0.38,2.48,563.25
56,208,-8.35,-4.27,-2.40,0.30,2.29,575.45
57,209,-36.58,-4.87,-2.40,0.52,2.36,588.03
58,208,-39.29,-5.00,-2.40,0.37,2.26,601.27
59,206,-19.09,-4.68,-2.40,0.41,2.18,613.61
60,211,-10.53,-4.76,-2.40,0.28,2.08,625.38
61,206,-36.39,-4.80,-2.40,0.47,2.16,636.91
62,212,-30.36,-5.32,-2.40,0.39,2.24,649.24
63,210,-15.48,-4.43,-2.40,0.35,2.20,661.73
64,212,-25.21,-4.93,-2.40,0.40,2.45,675.27
65,217,-10.05,-4.44,1.61,0.31,2.06,688.26
66,212,-15.61,-4.73,-0.13,0.24,2.12,699.72
67,211,-44.09,-5.10,-0.13,0.37,1.85,710.61
68,214,-17.49,-4.87,-0.13,0.42,2.29,722.33
69,214,-28.49,-4.72,-0.13,0.24,2.28,734.64
70,234,-31.59,-4.21,2.43,0.30,2.27,746.46
71,233,-24.67,-4.82,1.26,0.71,2.32,758.53
72,234,-22.49,-4.77,1.26,0.42,2.26,770.92
73,237,-28.62,-4.75,1.26,0.29,2.42,783.18
74,235,-23.98,-4.73,1.26,0.55,2.18,795.24
75,257,-41.93,-5.25,1.26,0.34,2.02,807.20
76,247,-44.28,-4.08,7.03,0.26,1.89,817.99
77,245,-33.81,-4.17,4.69,0.47,3.03,831.50
78,246,-39.01,-4.41,4.69,0.31,2.59,844.93
79,247,-25.90,-4.37,4.69,0.40,2.04,856.42
