Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.02,1.12,6.54
1,180,-45.59,-10.82,-6.86,0.34,1.25,14.61
2,177,-42.27,-9.19,-6.18,0.27,1.00,21.00
3,185,-45.64,-9.91,-5.92,0.50,1.39,30.13
4,185,-37.40,-8.50,-6.28,0.61,1.20,39.07
5,186,-42.77,-8.73,-5.29,0.24,1.27,46.57
6,190,-43.66,-8.25,-5.63,0.42,1.21,55.21
7,187,-35.74,-7.97,-4.84,0.31,1.08,63.51
8,191,-30.15,-7.77,-5.29,0.37,1.22,72.84
9,189,-25.52,-7.57,-5.29,0.37,1.25,81.33
10,201,-41.40,-7.17,2.12,0.36,1.07,88.59
11,199,-21.74,-7.42,-2.58,0.47,1.54,98.21
12,199,-14.05,-6.72,-2.58,0.35,1.21,105.67
13,203,-35.72,-7.45,-2.58,0.29,1.28,113.56
14,203,-37.44,-7.92,-2.58,0.42,1.27,122.21
15,215,-27.88,-6.99,-2.58,0.54,1.36,130.91
16,208,-35.30,-6.88,-2.58,0.57,1.24,138.91
17,210,-44.24,-7.73,-2.58,0.45,2.20,148.70
18,207,-31.49,-6.97,-2.58,0.56,1.62,159.22
19,207,-39.34,-7.50,-2.58,0.33,1.39,167.53
20,219,-33.28,-6.81,-2.58,0.35,1.36,176.04
21,218,-36.33,-6.86,-2.58,0.45,1.53,184.30
22,213,-38.12,-6.53,-2.58,0.32,1.24,192.46
23,215,-27.54,-6.63,-2.58,0.66,1.45,201.62
24,218,-36.64,-7.26,-2.58,0.44,1.44,210.60
25,225,-45.61,-6.77,-2.58,0.37,1.39,219.38
26,220,-21.62,-6.20,-2.58,0.33,1.52,228.54
27,214,-35.66,-6.41,-2.58,0.30,1.54,238.03
28,215,-18.82,-6.42,-3.84,0.51,1.68,248.47
29,211,-21.50,-6.21,-2.58,0.40,1.37,258.28
30,219,-31.01,-5.80,-2.58,0.48,1.79,268.78
31,216,-34.34,-6.02,-2.58,0.27,1.92,279.41
32,218,-37.69,-6.78,-2.58,0.29,2.02,289.60
33,215,-30.77,-5.82,-2.58,0.49,1.63,300.15
34,213,-34.76,-5.99,-2.58,0.54,2.07,311.77
35,225,-31.96,-6.08,-2.34,0.58,1.92,322.80
36,224,-37.87,-6.48,-1.96,0.42,1.96,334.25
37,223,-44.70,-6.56,-1.96,0.47,1.47,345.02
38,226,-14.66,-5.62,-1.96,0.37,1.76,356.66
39,221,-21.17,-5.93,-1.96,0.44,1.82,367.48
40,230,-25.74,-5.74,-1.96,0.33,1.59,378.03
41,229,-34.70,-5.68,-1.96,0.77,2.14,391.73
42,231,-40.80,-6.45,-1.96,0.35,1.85,404.78
43,231,-38.26,-6.30,-1.96,0.80,1.60,416.89
44,228,-70.31,-6.08,-1.96,0.48,1.37,427.75
45,232,-39.57,-5.73,-1.96,0.61,1.60,439.40
46,230,-17.94,-6.05,-1.96,0.55,2.19,451.90
47,231,-42.75,-5.71,-1.96,0.58,1.94,466.58
48,230,-17.84,-5.67,-1.96,0.60,1.92,479.73
49,225,-12.43,-5.14,-1.96,0.39,1.56,491.21
50,228,-38.64,-5.72,-1.41,0.44,1.81,504.10
51,224,-28.30,-5.41,-1.41,0.30,2.01,517.05
52,218,-33.67,-5.15,-1.41,0.36,1.99,529.28
53,218,-44.99,-5.59,-1.41,0.28,1.69,542.42
54,216,-43.91,-5.31,-1.41,0.57,1.92,555.64
55,222,-18.70,-5.44,-1.41,0.52,1.76,568.42
56,217,-10.18,-4.73,-1.41,0.47,1.70,580.39
57,217,-40.20,-5.30,-1.41,0.62,1.88,594.15
58,216,-12.36,-4.77,-1.41,0.49,2.07,606.47
59,213,-30.93,-5.44,-1.41,0.40,1.63,618.25
60,221,-21.64,-5.00,-1.41,0.33,1.60,630.12
61,221,-13.32,-4.99,-1.18,0.47,1.64,641.61
62,220,-32.45,-5.58,-1.18,0.33,1.54,654.44
63,221,-43.98,-5.93,-1.16,0.40,1.63,666.74
64,220,-37.94,-5.19,-1.16,0.36,1.81,680.67
65,232,-20.62,-4.98,1.63,0.32,1.77,692.89
66,232,-33.22,-5.48,-0.08,0.44,1.64,704.25
67,230,-42.05,-5.61,-0.08,0.43,1.75,715.28
68,237,-44.28,-5.68,-0.08,0.31,2.07,727.38
69,233,-44.86,-5.45,-0.08,0.31,1.86,739.35
70,264,-36.50,-5.25,2.43,0.44,1.58,751.01
71,263,-42.95,-5.29,1.26,0.50,1.80,763.87
72,268,-32.00,-5.21,1.26,0.35,1.87,775.73
73,264,-44.86,-5.04,1.26,0.30,1.65,787.91
74,265,-42.97,-5.18,1.26,0.41,1.74,799.93
75,294,-41.63,-5.29,1.26,0.38,1.59,811.71
76,288,-38.03,-3.55,6.93,0.42,1.84,822.98
77,282,-38.49,-4.30,4.28,0.37,2.01,836.78
78,277,-46.07,-5.30,4.28,0.30,1.68,849.52
79,281,-37.80,-4.27,3.35,0.39,1.78,861.02
