Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.10,0.85,2.02
1,539,0.01,0.04,0.13,1.11,0.92,7.02
2,540,0.01,0.05,0.12,0.85,0.89,12.54
3,548,0.01,0.06,0.14,0.88,0.94,17.91
4,554,0.01,0.06,0.16,0.96,0.91,23.48
5,557,0.01,0.07,0.18,0.72,0.92,28.88
6,547,0.01,0.08,0.19,0.95,0.93,34.34
7,554,0.01,0.09,0.19,0.75,0.96,39.70
8,554,0.02,0.10,0.26,0.98,1.00,45.69
9,558,0.01,0.11,0.27,0.89,1.01,51.59
10,562,0.01,0.12,0.26,0.92,0.89,56.93
11,559,0.01,0.13,0.35,0.85,0.92,61.89
12,565,0.01,0.13,0.33,0.63,0.96,66.70
13,568,0.01,0.14,0.32,0.63,0.93,72.34
14,564,0.01,0.15,0.32,0.68,1.02,78.01
15,581,0.02,0.15,0.32,0.54,0.93,83.74
16,582,0.01,0.16,0.32,0.57,1.00,89.29
17,574,0.02,0.15,0.32,0.87,0.93,94.75
18,576,0.01,0.16,0.32,0.71,1.00,100.38
19,578,0.01,0.16,0.33,1.02,0.98,106.63
20,596,0.01,0.17,0.35,0.90,1.06,113.35
21,591,0.01,0.16,0.34,0.95,1.03,120.59
22,585,0.01,0.17,0.39,0.97,0.98,126.68
23,581,0.02,0.19,0.36,0.67,1.04,132.62
24,583,0.01,0.18,0.36,0.96,1.06,139.09
25,606,0.01,0.19,0.36,1.14,1.05,145.59
26,598,0.01,0.19,0.39,0.81,1.07,151.75
27,591,0.01,0.20,0.37,0.94,1.06,157.93
28,588,0.02,0.18,0.36,1.14,1.16,165.08
29,590,0.01,0.22,0.37,1.19,1.22,171.77
30,611,0.02,0.22,0.38,0.98,1.23,178.52
31,610,0.02,0.21,0.38,1.16,1.23,185.57
32,607,0.01,0.22,0.39,1.01,1.22,192.74
33,596,0.02,0.19,0.37,1.04,1.23,199.95
34,592,0.01,0.21,0.40,0.98,1.24,206.86
35,633,0.02,0.21,0.39,0.85,1.28,213.47
36,623,0.01,0.21,0.41,1.05,1.29,220.54
37,610,0.01,0.19,0.41,1.05,1.19,227.16
38,605,0.02,0.21,0.41,0.96,1.38,233.98
39,596,0.02,0.21,0.39,0.96,1.33,242.43
40,631,0.01,0.20,0.39,1.25,1.47,250.01
41,624,0.01,0.20,0.40,1.04,1.30,257.32
42,616,0.01,0.20,0.40,1.14,1.19,264.43
43,610,0.01,0.18,0.40,0.92,1.11,271.20
44,598,0.01,0.19,0.39,0.83,1.15,277.90
45,628,0.01,0.20,0.41,0.99,1.23,284.78
46,626,0.01,0.18,0.39,1.17,1.21,291.85
47,614,0.01,0.19,0.40,0.85,1.20,298.66
48,607,0.01,0.19,0.41,0.79,1.11,305.19
49,589,0.02,0.17,0.41,0.79,1.11,311.67
50,623,0.01,0.17,0.42,1.04,1.07,318.51
51,615,0.01,0.22,0.42,1.07,1.17,325.45
52,604,0.01,0.20,0.41,1.02,1.21,332.71
53,588,0.02,0.21,0.42,0.87,1.13,339.67
54,584,0.01,0.20,0.42,1.20,1.26,346.80
55,648,0.01,0.22,0.44,0.81,1.27,354.31
56,648,0.01,0.22,0.46,0.98,1.22,361.60
57,645,0.02,0.22,0.46,1.12,1.26,368.69
58,638,0.01,0.21,0.45,1.04,1.20,375.88
59,637,0.02,0.22,0.44,1.09,1.29,383.09
60,674,0.01,0.22,0.47,1.03,1.28,390.66
61,662,0.01,0.23,0.45,1.08,1.45,398.27
62,652,0.01,0.21,0.45,1.23,1.48,406.11
63,645,0.01,0.23,0.45,1.07,1.56,413.40
64,644,0.01,0.22,0.45,1.16,1.37,420.94
65,694,0.01,0.23,0.45,1.06,1.42,428.60
66,688,0.01,0.22,0.45,1.15,1.34,436.21
67,677,0.02,0.22,0.46,1.01,1.33,443.78
68,671,0.01,0.23,0.46,1.22,1.40,451.30
69,666,0.01,0.22,0.45,1.18,1.53,459.34
70,738,0.01,0.24,0.44,1.22,1.75,467.64
71,729,0.01,0.23,0.45,1.08,1.42,475.15
72,710,0.01,0.22,0.46,1.04,1.51,482.84
73,687,0.01,0.21,0.46,1.34,1.43,490.90
74,674,0.01,0.20,0.46,1.10,1.41,498.60
75,725,0.01,0.21,0.47,1.16,1.46,506.23
76,720,0.02,0.24,0.47,1.20,1.54,514.33
77,719,0.01,0.23,0.47,1.22,1.45,522.03
78,703,0.02,0.22,0.47,1.29,1.43,530.07
79,688,0.02,0.21,0.47,1.11,1.40,537.60
