Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,520,0.01,0.03,0.12,0.09,0.76,2.66
1,539,0.01,0.04,0.13,0.97,0.87,8.16
2,540,0.01,0.05,0.12,0.84,0.86,13.56
3,548,0.01,0.06,0.14,0.97,1.24,19.97
4,554,0.01,0.06,0.16,1.12,1.11,28.02
5,559,0.01,0.07,0.20,0.88,1.12,34.12
6,558,0.01,0.08,0.21,1.16,1.04,40.89
7,562,0.01,0.09,0.23,1.26,1.38,47.96
8,562,0.01,0.10,0.24,1.32,1.21,54.91
9,564,0.01,0.11,0.29,1.24,1.21,62.08
10,567,0.01,0.13,0.27,1.09,1.27,68.93
11,567,0.01,0.13,0.27,1.40,1.29,76.41
12,568,0.01,0.14,0.32,0.76,1.00,82.50
13,566,0.01,0.15,0.35,0.50,1.01,87.61
14,568,0.01,0.15,0.33,0.84,1.07,93.39
15,569,0.01,0.17,0.32,0.57,1.05,98.55
16,572,0.01,0.18,0.33,0.77,1.13,104.06
17,565,0.02,0.18,0.32,0.60,1.08,109.27
18,568,0.02,0.18,0.38,0.70,1.11,114.80
19,563,0.01,0.19,0.37,0.85,1.13,120.90
20,574,0.02,0.19,0.36,0.97,1.18,127.37
21,569,0.01,0.20,0.35,0.83,1.29,133.48
22,571,0.01,0.22,0.42,0.74,1.20,139.36
23,571,0.02,0.21,0.40,0.87,1.23,145.39
24,565,0.01,0.22,0.41,0.98,1.25,151.94
25,581,0.02,0.23,0.43,0.85,1.18,158.18
26,580,0.01,0.20,0.42,1.07,1.21,164.57
27,580,0.02,0.21,0.40,0.99,1.15,171.17
28,574,0.02,0.20,0.40,1.15,1.19,178.01
29,574,0.01,0.21,0.41,1.14,1.14,184.98
30,591,0.01,0.21,0.41,0.66,1.12,190.47
31,584,0.02,0.23,0.43,1.17,1.18,197.43
32,580,0.02,0.23,0.43,0.73,1.17,203.50
33,580,0.02,0.22,0.41,0.97,1.26,210.10
34,572,0.01,0.25,0.47,0.96,1.22,216.70
35,599,0.01,0.23,0.44,1.05,1.20,223.45
36,588,0.02,0.24,0.44,0.73,1.28,229.85
37,585,0.01,0.23,0.43,1.09,1.26,236.71
38,589,0.02,0.23,0.45,0.89,1.21,243.33
39,579,0.02,0.24,0.43,0.81,1.37,249.69
40,597,0.01,0.23,0.44,0.88,1.18,256.07
41,596,0.01,0.22,0.44,1.10,1.24,263.19
42,592,0.02,0.23,0.44,0.96,1.29,270.10
43,587,0.02,0.24,0.43,0.85,1.18,276.39
44,581,0.01,0.24,0.44,0.83,1.26,282.83
45,596,0.02,0.24,0.47,0.77,1.26,289.20
46,596,0.01,0.24,0.46,0.87,1.35,296.01
47,588,0.01,0.25,0.46,0.88,1.41,303.17
48,595,0.02,0.25,0.47,0.89,1.41,310.12
49,585,0.01,0.26,0.48,1.01,1.30,317.07
50,606,0.01,0.25,0.48,1.24,1.42,324.67
51,604,0.01,0.22,0.46,0.97,1.34,331.78
52,595,0.01,0.23,0.46,0.68,1.43,338.52
53,598,0.00,0.23,0.47,0.97,1.28,345.29
54,588,0.01,0.25,0.48,0.95,1.39,352.40
55,636,0.01,0.23,0.47,0.80,1.27,359.23
56,640,0.02,0.23,0.46,1.07,1.35,366.54
57,633,0.01,0.25,0.47,1.09,1.41,373.95
58,623,0.02,0.23,0.46,0.80,1.27,380.58
59,611,0.01,0.24,0.48,1.15,1.31,388.03
60,633,0.02,0.23,0.48,1.05,1.30,394.93
61,623,0.01,0.22,0.46,0.87,1.29,401.64
62,622,0.01,0.23,0.46,1.00,1.30,408.90
63,612,0.01,0.22,0.46,0.89,1.32,415.69
64,605,0.01,0.24,0.46,1.02,1.34,422.83
65,647,0.01,0.23,0.47,1.09,1.26,430.02
66,642,0.02,0.22,0.46,1.06,1.26,437.08
67,633,0.01,0.23,0.47,0.90,1.34,444.08
68,615,0.01,0.21,0.48,0.68,1.19,450.38
69,608,0.01,0.22,0.47,0.91,1.45,457.43
70,617,0.01,0.23,0.48,0.73,1.34,464.18
71,612,0.01,0.21,0.48,0.94,1.18,470.91
72,604,0.01,0.22,0.48,1.12,1.30,478.22
73,598,0.01,0.25,0.48,1.00,1.40,485.12
74,592,0.02,0.23,0.48,0.86,1.36,492.33
75,608,0.01,0.21,0.48,0.98,1.26,499.14
76,603,0.01,0.23,0.47,0.86,1.25,505.77
77,608,0.02,0.26,0.49,0.91,1.33,512.94
78,596,0.01,0.23,0.48,0.77,1.36,519.70
79,591,0.02,0.23,0.48,1.00,1.33,526.95
