Gen,NbVert,T_Min,T_Avg,T_Max,T_mutat,T_eval,T_total
0,173,-45.11,-14.74,-6.76,0.03,1.29,3.00
1,180,-45.59,-10.82,-6.86,0.40,1.12,7.95
2,177,-42.27,-9.19,-6.18,0.25,0.95,11.84
3,185,-45.64,-9.91,-5.92,0.76,1.45,17.81
4,185,-37.40,-8.50,-6.28,1.25,1.00,24.13
5,186,-45.96,-8.49,-5.87,0.21,0.96,28.19
6,192,-28.31,-8.10,-5.71,0.58,1.11,32.84
7,191,-27.13,-7.64,-2.40,0.50,1.08,37.53
8,194,-37.20,-7.44,-4.68,0.34,1.02,42.28
9,195,-24.75,-7.61,-4.68,0.65,0.98,46.59
10,197,-14.19,-6.37,3.33,0.35,0.84,50.40
11,199,-22.79,-7.77,-2.58,0.34,1.29,54.59
12,197,-23.44,-6.90,-2.58,0.50,0.93,58.88
13,197,-22.94,-7.20,-2.58,0.59,0.99,63.15
14,194,-38.45,-7.37,-2.58,0.31,0.84,67.32
15,202,-30.00,-7.28,-2.58,0.58,1.02,71.83
16,199,-29.97,-6.68,-1.43,0.57,0.85,76.13
17,201,-40.11,-6.99,-1.10,0.45,1.14,81.52
18,197,-44.28,-7.49,-1.10,0.51,1.08,86.67
19,196,-23.64,-6.68,-1.10,0.45,0.95,90.88
20,205,-14.55,-6.56,-1.10,0.32,0.93,95.33
21,198,-23.15,-6.50,-1.10,0.63,0.90,99.76
22,198,-36.62,-6.87,-1.10,0.37,0.95,105.46
23,199,-31.25,-7.17,-1.10,0.30,0.88,109.57
24,199,-22.98,-6.72,-1.10,0.35,0.92,114.40
25,204,-37.07,-7.06,-1.10,0.47,0.93,118.85
26,201,-31.58,-6.53,0.14,0.81,1.54,124.49
27,198,-35.66,-7.18,-1.10,0.64,1.02,131.60
28,201,-23.58,-6.55,-0.03,1.26,1.07,138.35
29,202,-37.81,-6.49,-0.03,0.38,1.05,143.59
30,206,-33.09,-6.21,-0.03,0.39,1.01,148.49
31,203,-23.79,-6.11,0.12,0.34,1.12,153.21
32,201,-38.53,-7.63,-0.02,0.61,0.97,158.55
33,196,-25.69,-6.02,-0.03,0.69,0.98,165.46
34,198,-43.23,-6.33,-0.03,1.33,1.07,171.36
35,201,-40.39,-6.00,-0.03,1.17,1.01,177.27
36,204,-45.72,-7.05,-0.03,0.38,1.25,182.54
37,202,-29.31,-6.10,-0.03,0.53,1.23,188.39
38,200,-30.49,-5.77,-0.03,0.31,1.15,193.44
39,202,-43.31,-5.78,-0.03,0.37,1.25,198.66
40,207,-21.88,-5.12,2.60,0.40,1.32,204.41
41,210,-43.49,-5.49,0.39,1.41,1.39,210.46
42,207,-48.92,-5.58,2.45,0.57,1.31,215.98
43,210,-17.90,-5.33,1.42,0.41,1.41,221.43
44,213,-39.79,-5.68,2.29,0.41,1.30,226.12
45,216,-59.97,-4.64,1.42,0.29,1.07,230.78
46,220,-40.47,-5.27,1.42,0.41,1.26,235.47
47,215,-17.67,-4.04,1.42,0.45,1.17,240.30
48,220,-25.58,-4.76,1.42,0.68,1.33,246.65
49,221,-21.21,-4.10,1.42,0.92,1.22,252.61
50,228,-29.07,-3.02,1.42,0.36,1.09,257.39
51,225,-45.29,-4.33,1.42,0.30,1.79,262.75
52,225,-20.59,-3.44,1.42,0.28,1.17,267.96
53,222,-40.29,-4.02,1.42,0.29,1.22,273.55
54,220,-11.87,-2.83,1.42,0.39,1.15,278.52
55,229,-28.56,-4.07,1.42,0.44,1.18,283.54
56,224,-43.28,-2.54,1.42,0.39,0.95,288.41
57,221,-44.06,-3.46,1.42,0.36,1.45,293.84
58,220,-44.38,-3.18,2.38,0.43,1.08,298.64
59,220,-43.59,-2.96,1.30,0.35,1.19,303.29
60,231,-42.15,-2.77,1.30,1.07,1.15,308.65
61,229,-43.71,-2.98,1.30,1.24,1.99,315.03
62,225,-18.28,-2.42,2.26,0.53,1.01,319.93
63,222,-40.22,-1.98,2.69,0.27,0.94,323.99
64,214,-40.28,-2.20,2.48,0.32,1.18,329.54
65,231,-36.33,-2.11,2.48,0.36,1.03,333.71
66,225,-40.53,-1.66,2.48,0.40,0.93,337.85
67,227,-44.09,-2.18,2.48,1.11,1.25,342.94
68,227,-16.46,-2.57,2.48,0.34,1.30,347.90
69,226,-17.10,-1.09,2.59,0.35,0.88,352.62
70,249,-40.31,-1.52,2.48,0.59,1.04,357.50
71,244,-40.38,-2.94,2.48,0.21,1.40,362.29
72,239,-9.12,-1.60,2.48,0.26,1.02,366.64
73,231,-24.08,-2.06,2.48,0.17,0.99,371.43
74,228,-39.20,-1.78,2.48,0.93,0.86,376.24
75,248,-26.45,-1.59,2.48,0.37,1.01,380.80
76,240,-41.10,-2.03,2.50,0.42,1.00,385.18
77,232,-43.78,-1.52,2.60,0.21,0.83,388.81
78,228,-19.28,-1.56,2.51,0.60,1.26,394.07
79,227,-18.22,-2.09,2.51,0.59,1.22,399.07
