Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
308,1148,0.01,0.38,0.58,0.15,0.43,0.56,0.77,1.51,0.49,716.15
309,1149,0.01,0.36,0.58,0.14,0.45,0.57,0.92,1.64,0.23,718.94
310,1156,0.02,0.35,0.58,0.13,0.44,0.55,0.72,1.25,0.33,721.24
311,1160,0.02,0.37,0.58,0.12,0.44,0.56,1.12,2.29,0.32,724.97
312,1152,0.01,0.36,0.58,0.12,0.45,0.59,0.68,2.24,0.69,728.58
313,1154,0.01,0.35,0.58,0.12,0.44,0.56,0.76,1.72,0.42,731.47
314,1152,0.02,0.36,0.58,0.13,0.45,0.57,0.88,1.92,0.29,734.56
315,1147,0.01,0.37,0.58,0.12,0.43,0.56,0.62,1.59,0.46,737.24
316,1153,0.01,0.36,0.58,0.14,0.43,0.56,0.94,1.42,0.24,739.84
317,1150,0.01,0.34,0.58,0.14,0.45,0.59,0.86,2.28,0.51,743.49
318,1141,0.02,0.35,0.58,0.12,0.45,0.57,0.84,1.08,0.37,745.78
319,1149,0.01,0.36,0.58,0.15,0.45,0.55,0.95,2.22,0.31,749.26
320,1150,0.01,0.38,0.58,0.12,0.44,0.54,0.60,2.19,0.51,752.57
321,1152,0.02,0.35,0.58,0.12,0.43,0.54,0.85,1.27,0.25,754.94
322,1149,0.02,0.38,0.58,0.11,0.42,0.52,0.89,1.56,0.50,757.89
323,1153,0.01,0.36,0.58,0.10,0.44,0.57,1.02,1.26,0.24,760.41
324,1155,0.01,0.36,0.58,0.12,0.44,0.55,0.88,1.89,0.50,763.68
325,1163,0.01,0.36,0.58,0.09,0.43,0.56,0.79,1.32,0.27,766.07
326,1156,0.02,0.36,0.58,0.12,0.46,0.60,1.04,2.62,0.31,770.04
327,1166,0.01,0.35,0.58,0.12,0.42,0.55,0.74,1.59,0.52,772.89
328,1158,0.01,0.33,0.58,0.11,0.45,0.57,1.16,1.21,0.36,775.62
329,1150,0.01,0.35,0.58,0.12,0.43,0.55,0.88,2.11,0.52,779.13
330,1156,0.01,0.34,0.58,0.12,0.43,0.54,0.77,1.21,0.26,781.36
331,1144,0.02,0.34,0.58,0.12,0.45,0.57,1.07,2.23,0.32,784.97
332,1155,0.01,0.36,0.58,0.11,0.42,0.53,0.74,1.63,0.53,787.87
333,1150,0.01,0.34,0.58,0.11,0.46,0.58,1.02,1.12,0.24,790.26
334,1146,0.01,0.34,0.58,0.09,0.43,0.53,0.98,1.56,0.49,793.28
335,1149,0.01,0.36,0.58,0.13,0.45,0.56,1.10,1.15,0.24,795.77
336,1147,0.01,0.36,0.58,0.10,0.41,0.53,0.78,2.45,0.31,799.30
337,1152,0.01,0.37,0.59,0.11,0.44,0.56,0.79,1.18,0.28,801.55
338,1157,0.01,0.36,0.58,0.13,0.50,0.63,1.09,2.02,0.24,804.89
339,1152,0.02,0.39,0.58,0.10,0.46,0.58,0.70,1.67,0.52,807.78
340,1156,0.01,0.36,0.58,0.11,0.43,0.54,0.93,1.63,0.33,810.67
341,1146,0.01,0.37,0.58,0.10,0.47,0.59,0.64,2.18,0.51,814.00
342,1153,0.01,0.34,0.58,0.10,0.44,0.55,0.70,1.21,0.23,816.14
343,1148,0.01,0.37,0.58,0.12,0.43,0.54,0.77,2.07,0.49,819.48
344,1149,0.01,0.34,0.58,0.10,0.45,0.57,0.76,1.33,0.39,821.96
345,1153,0.01,0.34,0.57,0.12,0.45,0.57,1.16,2.11,0.37,825.61
346,1152,0.02,0.38,0.59,0.12,0.42,0.53,0.64,1.70,0.48,828.44
347,1152,0.01,0.37,0.58,0.11,0.42,0.51,1.12,1.19,0.35,831.10
348,1157,0.01,0.37,0.57,0.12,0.49,0.60,0.81,2.43,0.54,834.89
349,1155,0.01,0.36,0.57,0.15,0.45,0.55,0.71,1.33,0.46,837.39
350,1163,0.01,0.39,0.58,0.11,0.44,0.55,1.10,2.13,0.29,840.91
351,1165,0.01,0.40,0.58,0.11,0.45,0.58,0.67,2.13,0.52,844.22
352,1157,0.01,0.38,0.58,0.11,0.45,0.56,1.07,1.29,0.32,846.90
353,1149,0.01,0.37,0.58,0.11,0.47,0.58,0.87,1.73,0.51,850.02
354,1154,0.01,0.36,0.58,0.14,0.45,0.57,1.24,1.25,0.25,852.75
355,1158,0.01,0.36,0.57,0.11,0.45,0.55,0.86,1.78,0.55,855.95
356,1151,0.02,0.38,0.58,0.10,0.43,0.55,1.01,1.25,0.22,858.43
357,1149,0.02,0.37,0.58,0.11,0.43,0.54,0.90,1.54,0.55,861.41
358,1158,0.01,0.34,0.58,0.11,0.48,0.60,1.17,1.18,0.23,863.99
359,1157,0.01,0.37,0.58,0.11,0.47,0.59,0.91,1.85,0.52,867.28
360,1144,0.02,0.37,0.58,0.14,0.45,0.58,1.10,1.16,0.26,869.80
361,1151,0.01,0.38,0.58,0.13,0.46,0.58,0.90,1.87,0.56,873.13
362,1157,0.01,0.39,0.60,0.13,0.44,0.54,0.99,1.33,0.24,875.69
363,1153,0.01,0.37,0.58,0.11,0.48,0.59,0.68,2.04,0.51,878.92
364,1154,0.01,0.38,0.58,0.10,0.42,0.53,0.84,1.36,0.23,881.35
365,1166,0.01,0.35,0.58,0.11,0.42,0.54,0.70,1.83,0.52,884.40
366,1158,0.01,0.37,0.58,0.13,0.43,0.54,1.21,1.29,0.24,887.14
367,1156,0.01,0.36,0.58,0.13,0.43,0.55,0.83,2.29,0.50,890.76
368,1157,0.02,0.35,0.58,0.13,0.43,0.54,0.81,1.40,0.33,893.30
369,1153,0.01,0.38,0.59,0.13,0.45,0.55,1.09,2.49,0.49,897.37
370,1164,0.01,0.36,0.58,0.14,0.45,0.56,0.96,1.65,0.54,900.52
371,1159,0.01,0.36,0.58,0.12,0.44,0.56,1.03,1.43,0.34,903.32
372,1158,0.01,0.38,0.58,0.11,0.44,0.55,0.89,1.94,0.52,906.67
373,1150,0.01,0.39,0.59,0.14,0.47,0.59,0.92,1.26,0.23,909.08
374,1152,0.01,0.38,0.58,0.13,0.45,0.57,0.96,2.07,0.53,912.63
375,1155,0.01,0.38,0.58,0.13,0.43,0.55,0.77,1.53,0.37,915.31
376,1150,0.01,0.38,0.58,0.11,0.44,0.54,1.09,2.44,0.25,919.09
377,1155,0.02,0.35,0.58,0.12,0.45,0.57,0.70,2.05,0.53,922.37
378,1151,0.01,0.36,0.58,0.13,0.45,0.58,1.35,1.23,0.29,925.24
379,1155,0.01,0.34,0.58,0.13,0.45,0.57,0.93,1.63,0.53,928.32
380,1149,0.02,0.38,0.58,0.12,0.43,0.56,1.12,1.29,0.22,930.96
381,1153,0.01,0.34,0.58,0.13,0.42,0.55,1.08,1.67,0.51,934.22
382,1159,0.01,0.35,0.58,0.13,0.43,0.56,1.23,1.24,0.25,936.93
383,1149,0.01,0.36,0.58,0.12,0.44,0.57,0.94,1.90,0.51,940.29
384,1151,0.02,0.37,0.58,0.12,0.43,0.53,1.23,1.06,0.42,942.99
385,1148,0.01,0.38,0.58,0.13,0.44,0.57,0.79,1.70,0.49,945.98
386,1154,0.01,0.36,0.58,0.12,0.46,0.60,1.28,1.68,0.39,949.33
387,1156,0.01,0.36,0.58,0.10,0.41,0.52,0.64,1.74,0.56,952.26
388,1154,0.01,0.35,0.58,0.10,0.42,0.54,1.14,1.64,0.24,955.27
389,1148,0.01,0.34,0.58,0.12,0.44,0.55,0.68,2.09,0.48,958.53
390,1146,0.01,0.36,0.58,0.13,0.43,0.56,1.15,1.57,0.44,961.69
391,1143,0.01,0.33,0.58,0.12,0.45,0.57,0.86,1.46,0.48,964.50
392,1146,0.01,0.36,0.58,0.12,0.43,0.55,1.31,1.41,0.28,967.50
393,1164,0.02,0.38,0.58,0.12,0.46,0.58,0.69,1.63,0.59,970.41
394,1154,0.01,0.36,0.58,0.13,0.46,0.57,1.25,1.96,0.28,973.90
395,1154,0.01,0.37,0.58,0.10,0.43,0.56,0.70,1.67,0.54,976.81
396,1156,0.02,0.36,0.58,0.12,0.44,0.57,1.39,1.78,0.30,980.27
397,1147,0.01,0.36,0.58,0.12,0.44,0.55,0.63,1.51,0.53,982.94
398,1160,0.02,0.37,0.58,0.13,0.44,0.55,1.11,1.99,0.48,986.53
399,1158,0.01,0.36,0.58,0.13,0.47,0.62,0.78,2.06,0.51,989.88
400,1164,0.01,0.37,0.58,0.11,0.46,0.59,1.18,1.21,0.26,992.53
401,1149,0.01,0.37,0.58,0.11,0.45,0.57,0.97,1.79,0.52,995.81
402,1152,0.01,0.38,0.58,0.11,0.44,0.56,1.13,1.40,0.32,998.67
403,1167,0.01,0.37,0.58,0.12,0.42,0.55,0.89,1.71,0.56,1001.83
404,1161,0.02,0.36,0.58,0.12,0.43,0.55,1.27,1.26,0.48,1004.84
405,1162,0.01,0.35,0.58,0.13,0.45,0.58,0.93,1.93,0.60,1008.31
406,1163,0.01,0.36,0.58,0.12,0.45,0.58,1.10,1.34,0.26,1011.01
407,1163,0.01,0.36,0.58,0.11,0.42,0.55,1.02,1.62,0.59,1014.24
408,1155,0.01,0.37,0.58,0.13,0.44,0.56,1.20,1.31,0.24,1016.99
409,1158,0.01,0.36,0.58,0.13,0.44,0.56,1.03,1.95,0.57,1020.54
410,1160,0.01,0.35,0.58,0.14,0.45,0.57,0.85,1.36,0.30,1023.05
411,1161,0.01,0.37,0.58,0.12,0.44,0.57,0.85,2.61,0.31,1026.82
412,1152,0.02,0.37,0.58,0.12,0.42,0.54,0.85,1.53,0.36,1029.56
413,1153,0.01,0.36,0.58,0.12,0.42,0.54,1.07,1.81,0.49,1032.93
414,1157,0.01,0.33,0.58,0.12,0.42,0.53,0.93,1.57,0.57,1036.00
415,1159,0.01,0.36,0.58,0.15,0.45,0.57,1.41,1.23,0.33,1038.96
416,1166,0.01,0.36,0.58,0.12,0.48,0.59,0.92,2.11,0.62,1042.61
417,1167,0.01,0.39,0.58,0.12,0.41,0.52,0.89,1.42,0.49,1045.40
418,1157,0.01,0.35,0.58,0.14,0.43,0.54,1.04,2.24,0.28,1048.97
419,1164,0.01,0.36,0.58,0.11,0.42,0.53,0.86,1.75,0.56,1052.13
420,1163,0.01,0.37,0.58,0.12,0.47,0.58,1.00,1.47,0.25,1054.84
421,1160,0.01,0.40,0.61,0.12,0.44,0.55,0.95,2.20,0.54,1058.54
422,1159,0.01,0.34,0.58,0.13,0.47,0.59,0.74,1.41,0.53,1061.23
423,1155,0.02,0.35,0.58,0.15,0.45,0.56,1.17,2.40,0.29,1065.09
424,1149,0.01,0.37,0.59,0.17,0.43,0.56,0.70,1.61,0.54,1067.94
425,1159,0.01,0.35,0.58,0.10,0.43,0.54,1.15,1.92,0.46,1071.47
426,1164,0.01,0.37,0.58,0.15,0.47,0.59,0.89,1.83,0.58,1074.77
427,1159,0.02,0.37,0.57,0.12,0.43,0.55,1.05,1.56,0.34,1077.72
428,1152,0.01,0.36,0.58,0.13,0.46,0.56,0.98,1.94,0.50,1081.15
429,1156,0.02,0.36,0.58,0.11,0.47,0.61,1.28,1.32,0.25,1084.00
430,1165,0.01,0.38,0.58,0.11,0.41,0.51,0.81,1.80,0.58,1087.19
431,1153,0.01,0.36,0.57,0.11,0.48,0.60,0.85,1.27,0.24,1089.54
432,1158,0.01,0.36,0.58,0.09,0.47,0.59,1.05,2.73,0.35,1093.68
433,1151,0.01,0.38,0.58,0.12,0.46,0.61,0.73,1.42,0.37,1096.20
434,1151,0.02,0.34,0.58,0.12,0.44,0.55,1.15,2.12,0.42,1099.88
435,1164,0.01,0.34,0.58,0.11,0.46,0.58,0.93,1.71,0.58,1103.11
436,1166,0.02,0.37,0.57,0.11,0.45,0.56,0.99,1.27,0.25,1105.61
437,1169,0.02,0.36,0.58,0.12,0.46,0.58,0.90,1.67,0.57,1108.75
438,1157,0.01,0.37,0.58,0.10,0.45,0.57,1.06,1.30,0.23,1111.33
439,1164,0.01,0.38,0.59,0.11,0.48,0.60,0.89,2.02,0.52,1114.76
440,1172,0.01,0.36,0.58,0.11,0.45,0.57,0.72,1.38,0.31,1117.17
441,1156,0.01,0.36,0.58,0.12,0.45,0.59,0.94,1.93,0.51,1120.56
442,1154,0.01,0.38,0.59,0.14,0.47,0.60,0.75,1.30,0.24,1122.85
443,1148,0.01,0.35,0.58,0.12,0.45,0.56,1.06,1.85,0.50,1126.27
444,1158,0.01,0.39,0.58,0.11,0.46,0.59,1.13,1.36,0.28,1129.04
445,1156,0.01,0.35,0.58,0.13,0.47,0.58,1.12,1.92,0.55,1132.63
446,1149,0.01,0.36,0.58,0.13,0.47,0.59,1.00,1.37,0.22,1135.23
447,1160,0.01,0.35,0.57,0.14,0.48,0.60,1.22,1.64,0.63,1138.72
448,1147,0.01,0.38,0.59,0.13,0.46,0.57,1.05,1.39,0.27,1141.43
449,1157,0.01,0.37,0.57,0.13,0.47,0.59,0.98,2.58,0.53,1145.52
450,1157,0.01,0.37,0.58,0.13,0.47,0.58,0.84,1.44,0.52,1148.33
451,1155,0.01,0.35,0.58,0.11,0.46,0.57,1.05,2.32,0.29,1151.99
452,1161,0.01,0.35,0.58,0.11,0.45,0.57,0.66,1.58,0.57,1154.80
453,1161,0.01,0.34,0.58,0.10,0.47,0.60,1.33,1.75,0.39,1158.27
454,1157,0.02,0.37,0.58,0.12,0.47,0.60,0.88,1.78,0.54,1161.47
455,1166,0.01,0.38,0.58,0.13,0.44,0.55,1.37,1.32,0.26,1164.42
456,1167,0.01,0.40,0.60,0.14,0.45,0.58,0.94,2.18,0.56,1168.10
457,1166,0.01,0.39,0.59,0.13,0.43,0.54,0.86,1.43,0.28,1170.67
458,1177,0.01,0.36,0.58,0.13,0.46,0.58,0.94,2.76,0.57,1174.94
459,1164,0.02,0.37,0.58,0.12,0.42,0.53,0.70,1.68,0.39,1177.71
460,1163,0.01,0.37,0.58,0.13,0.45,0.55,1.05,2.31,0.25,1181.33
461,1168,0.01,0.39,0.58,0.12,0.44,0.56,0.61,1.75,0.47,1184.16
462,1161,0.01,0.40,0.58,0.12,0.46,0.57,1.10,2.09,0.42,1187.76
463,1164,0.01,0.37,0.58,0.12,0.40,0.52,0.78,2.03,0.52,1191.09
464,1155,0.01,0.38,0.57,0.14,0.44,0.56,1.41,1.75,0.28,1194.54
465,1166,0.01,0.37,0.56,0.13,0.45,0.57,1.04,2.00,0.57,1198.15
466,1162,0.01,0.39,0.58,0.13,0.44,0.56,0.99,1.46,0.29,1200.89
467,1163,0.01,0.38,0.58,0.13,0.40,0.51,0.92,1.60,0.57,1203.98
468,1164,0.01,0.36,0.58,0.12,0.41,0.54,1.27,1.28,0.25,1206.77
469,1153,0.02,0.35,0.58,0.15,0.45,0.58,1.01,1.99,0.51,1210.28
470,1157,0.01,0.36,0.58,0.12,0.43,0.56,1.07,1.38,0.25,1212.98
471,1165,0.02,0.38,0.57,0.12,0.43,0.54,0.89,1.99,0.66,1216.53
472,1167,0.01,0.37,0.58,0.14,0.45,0.55,1.01,1.45,0.27,1219.25
473,1170,0.02,0.34,0.58,0.16,0.45,0.57,0.86,2.27,0.55,1222.93
474,1162,0.01,0.37,0.58,0.14,0.45,0.57,0.74,1.50,0.57,1225.74
475,1163,0.01,0.38,0.57,0.13,0.44,0.56,1.13,2.66,0.25,1229.79
476,1162,0.01,0.39,0.58,0.14,0.45,0.58,0.78,1.50,0.50,1232.57
477,1162,0.01,0.37,0.58,0.14,0.43,0.54,1.10,2.50,0.25,1236.43
478,1166,0.02,0.39,0.58,0.15,0.44,0.56,0.70,1.48,0.52,1239.13
479,1161,0.01,0.36,0.58,0.13,0.43,0.53,0.96,2.65,0.27,1243.01
480,1156,0.01,0.39,0.58,0.14,0.47,0.61,0.72,1.83,0.52,1246.07
481,1165,0.01,0.38,0.58,0.11,0.46,0.60,1.37,1.61,0.25,1249.29
482,1170,0.01,0.37,0.57,0.12,0.44,0.55,0.96,1.78,0.53,1252.56
483,1161,0.01,0.39,0.59,0.14,0.47,0.58,1.15,1.71,0.24,1255.66
484,1159,0.01,0.41,0.58,0.13,0.44,0.55,1.06,2.26,0.57,1259.55
485,1164,0.01,0.37,0.57,0.15,0.45,0.56,0.82,1.45,0.27,1262.09
486,1169,0.01,0.37,0.57,0.15,0.48,0.59,0.95,3.09,0.31,1266.44
487,1163,0.01,0.37,0.57,0.14,0.45,0.54,0.83,1.41,0.37,1269.05
488,1161,0.02,0.38,0.57,0.12,0.46,0.57,1.16,2.62,0.43,1273.25
489,1152,0.01,0.39,0.57,0.13,0.45,0.57,0.82,1.92,0.55,1276.54
490,1161,0.01,0.38,0.58,0.12,0.45,0.59,1.13,1.46,0.26,1279.40
491,1158,0.01,0.37,0.58,0.13,0.43,0.54,0.96,1.99,0.54,1282.88
492,1156,0.02,0.34,0.57,0.10,0.45,0.58,0.76,1.41,0.34,1285.39
493,1154,0.01,0.37,0.58,0.11,0.40,0.50,0.88,1.53,0.52,1288.32
494,1164,0.01,0.39,0.59,0.11,0.44,0.57,1.05,1.49,0.25,1291.11
495,1159,0.01,0.35,0.57,0.12,0.43,0.56,0.98,1.63,0.52,1294.25
496,1161,0.01,0.37,0.57,0.12,0.43,0.55,1.24,1.55,0.26,1297.30
497,1165,0.01,0.38,0.59,0.11,0.43,0.57,1.04,1.70,0.61,1300.65
498,1161,0.01,0.37,0.58,0.11,0.46,0.58,1.13,1.40,0.26,1303.43
499,1164,0.01,0.39,0.58,0.11,0.45,0.55,1.12,1.89,0.57,1307.00
